Accession ID,subtype,genotype
AB161377,B,GB3
AB161377,B,SAB3
AB161377,B,SAB3
AB161377,B,BAI
AB161377,B,BAI
AB161377,B,BAIV
AB161378,B,SAB3
AB161378,B,SAB3
AB161378,B,BAI
AB161378,B,BAI
AB161378,B,BAIII
AB161378,B,BAIII
AB161379,B,GB2
AB161379,B,URU2
AB161379,B,SAB3
AB161379,B,BAVII
AB161379,B,BAI
AB161379,B,BAVI
AB161380,B,GB2
AB161380,B,URU2
AB161380,B,SAB3
AB161380,B,SAB3
AB161380,B,BAI
AB161380,B,BAI
AB161381,B,GB2
AB161381,B,URU2
AB161381,B,SAB3
AB161381,B,SAB3
AB161381,B,BAI
AB161381,B,BAI
AB161382,B,GB1
AB161382,B,GB1
AB161382,B,GB3
AB161382,B,SAB3
AB161382,B,BAI
AB161382,B,BAI
AB161383,B,GB3
AB161383,B,SAB3
AB161383,B,BAI
AB161383,B,BAI
AB161383,B,BAIII
AB161383,B,BAIII
AB161384,B,SAB3
AB161384,B,SAB4
AB161384,B,BAI
AB161384,B,BAI
AB161384,B,BAVII
AB161384,B,BAVII
AB161385,B,GB3
AB161385,B,SAB3
AB161385,B,BAI
AB161385,B,BAI
AB161385,B,BAIII
AB161385,B,BAIII
AB161386,B,URU2
AB161386,B,URU2
AB161386,B,GB2
AB161386,B,BAI
AB161387,B,URU2
AB161387,B,URU2
AB161387,B,BAVI
AB161387,B,BAV
AB161387,B,BAVI
AB161388,B,URU2
AB161388,B,URU2
AB161388,B,GB2
AB161388,B,SAB3
AB161388,B,BAI
AB161388,B,BAIX
AB161389,B,URU2
AB161389,B,URU2
AB161389,B,GB2
AB161389,B,GB3
AB161389,B,SAB3
AB161389,B,BAI
AB161390,B,URU2
AB161390,B,URU2
AB161390,B,GB2
AB161391,B,URU2
AB161391,B,URU2
AB161391,B,GB2
AB161391,B,SAB1
AB161391,B,SAB1
AB161391,B,BAI
AB161392,B,URU2
AB161392,B,URU2
AB161392,B,GB2
AB161392,B,SAB1
AB161392,B,SAB1
AB161392,B,BAI
AB161393,B,SAB3
AB161393,B,GB2
AB161393,B,URU2
AB161393,B,URU2
AB161393,B,GB3
AB161393,B,SAB3
AB161394,B,GB2
AB161394,B,URU2
AB161394,B,URU2
AB161394,B,GB3
AB161394,B,SAB3
AB161394,B,BAI
AB161395,B,URU2
AB161395,B,URU2
AB161395,B,GB2
AB161395,B,SAB1
AB161395,B,SAB1
AB161395,B,BAI
AB161396,B,URU2
AB161396,B,GB2
AB161396,B,URU2
AB161396,B,SAB3
AB161396,B,BAI
AB161396,B,BAI
AB161397,B,GB3
AB161397,B,SAB3
AB161397,B,SAB3
AB161397,B,BAI
AB161397,B,BAI
AB161397,B,BAIV
AB161398,B,GB2
AB161398,B,URU2
AB161398,B,URU2
AB161398,B,SAB3
AB161398,B,BAI
AB161398,B,BAIX
AB161399,B,URU2
AB161399,B,URU2
AB161399,B,GB2
AB161400,B,GB2
AB161400,B,URU2
AB161400,B,URU2
AB161400,B,SAB3
AB161400,B,SAB3
AB161400,B,BAI
AB161401,B,URU2
AB161401,B,GB2
AB161401,B,URU2
AB161401,B,SAB3
AB161401,B,BAI
AB161401,B,BAVII
AB161402,B,GB2
AB161402,B,URU2
AB161402,B,URU2
AB161402,B,SAB3
AB161402,B,SAB3
AB161402,B,BAI
AB161403,B,GB2
AB161403,B,URU2
AB161403,B,URU2
AB161403,B,SAB3
AB161403,B,SAB3
AB161403,B,BAI
AB161404,B,GB3
AB161404,B,SAB3
AB161404,B,SAB3
AB161404,B,BAI
AB161404,B,BAI
AB161404,B,BAIV
AB161405,B,GB3
AB161405,B,SAB3
AB161405,B,SAB3
AB161405,B,BAI
AB161405,B,BAI
AB161405,B,BAIV
AB161406,B,GB3
AB161406,B,SAB3
AB161406,B,BAI
AB161406,B,BAI
AB161406,B,BAIII
AB161406,B,BAIII
AB161407,B,GB3
AB161407,B,SAB3
AB161407,B,SAB3
AB161407,B,BAI
AB161407,B,BAI
AB161407,B,BAIII
AB161408,B,GB3
AB161408,B,SAB3
AB161408,B,SAB3
AB161408,B,BAI
AB161408,B,BAI
AB161408,B,BAIV
AB161409,B,GB3
AB161409,B,SAB3
AB161409,B,SAB3
AB161409,B,BAI
AB161409,B,BAI
AB161409,B,BAIII
AB161410,B,SAB3
AB161410,B,SAB3
AB161410,B,BAI
AB161410,B,BAI
AB161410,B,BAIII
AB161410,B,BAIII
AB161411,B,SAB3
AB161411,B,SAB3
AB161411,B,GB2
AB161411,B,BAVI
AB161411,B,BAVI
AB161411,B,BAV
AB161412,B,GB3
AB161412,B,SAB3
AB161412,B,BAI
AB161412,B,BAI
AB161412,B,BAIII
AB161412,B,BAIV
AB161413,B,URU
AB161413,B,URU
AB161413,B,SAB3
AB161413,B,SAB4
AB161413,B,BAI
AB161413,B,BAI
AB161414,B,BAVI
AB161414,B,BAI
AB161414,B,BAVI
AB161414,B,BAV
AB161414,B,BAVII
AB161414,B,BAVII
AB161415,B,SAB4
AB161415,B,SAB3
AB161415,B,BAI
AB161415,B,BAI
AB161415,B,BAVII
AB161415,B,BAVII
AB161416,B,GB2
AB161416,B,BAI
AB161416,B,BAVII
AB161416,B,BAVII
AB161416,B,BAXII
AB161416,B,BAXII
AB161417,B,URU2
AB161417,B,GB2
AB161417,B,URU2
AB161417,B,SAB3
AB161417,B,BAI
AB161417,B,BAI
AB161418,B,GB2
AB161418,B,URU2
AB161418,B,URU2
AB161418,B,SAB4
AB161418,B,SAB3
AB161418,B,BAI
AB161419,B,GB4
AB161419,B,GB4
AB161420,B,GB4
AB161420,B,GB4
AB161421,B,GB4
AB161421,B,GB4
AB161422,B,GB1
AB161422,B,GB1
AB161422,B,SAB4
AB161422,B,BAVI
AB161422,B,BAIII
AB161422,B,BAIII
