Accession ID,subtype,genotype
FJ804074,A,GA5
FJ804074,A,GA5
FJ804075,A,GA5
FJ804075,A,GA5
FJ804076,A,GA5
FJ804076,A,GA5
FJ804077,A,GA5
FJ804077,A,GA5
FJ804078,A,GA5
FJ804078,A,GA5
FJ804078,A,GA3
FJ804078,A,GA7
FJ804078,A,GA3
FJ804078,A,GA6
FJ804079,A,GA5
FJ804080,A,GA5
FJ804080,A,GA5
FJ804081,A,GA5
FJ804081,A,GA5
FJ804082,A,GA2
FJ804082,A,GA2
FJ804082,A,GA3
FJ804082,A,SAA1
FJ804082,A,GA3
FJ804082,A,SAA1
FJ804083,B,SAB3
FJ804083,B,GB2
FJ804083,B,BAI
FJ804083,B,BAI
FJ804083,B,BAVI
FJ804083,B,BAVI
FJ804084,B,SAB3
FJ804084,B,GB2
FJ804084,B,BAI
FJ804084,B,BAI
FJ804084,B,BAVI
FJ804084,B,BAVI
FJ804085,A,GA2
FJ804085,A,GA2
FJ804085,A,NA2
FJ804085,A,NA1
FJ804086,A,GA2
FJ804086,A,GA2
FJ804086,A,NA2
FJ804086,A,NA1
FJ804087,A,GA2
FJ804087,A,GA2
FJ804088,A,GA2
FJ804088,A,GA2
FJ804088,A,NA2
FJ804088,A,NA2
FJ804089,B,BAIII
FJ804089,B,BAIII
FJ804089,B,BAI
FJ804089,B,BAI
FJ804089,B,BAVI
FJ804089,B,BAIV
FJ804090,B,BAIII
FJ804090,B,BAI
FJ804090,B,BAIII
FJ804090,B,BAI
FJ804090,B,BAVI
FJ804090,B,BAVI
FJ804091,B,SAB3
FJ804091,B,GB2
FJ804091,B,BAI
FJ804091,B,BAI
FJ804091,B,BAVI
FJ804091,B,BAVI
FJ804092,B,SAB3
FJ804092,B,GB2
FJ804092,B,BAI
FJ804092,B,BAI
FJ804092,B,BAVI
FJ804092,B,BAVI
FJ804093,B,SAB3
FJ804093,B,SAB3
FJ804093,B,BAI
FJ804093,B,BAI
FJ804093,B,BAIII
FJ804093,B,BAIII
FJ804094,B,SAB3
FJ804094,B,BAI
FJ804094,B,BAVI
FJ804094,B,BAI
FJ804094,B,BAIII
FJ804094,B,BAVII
FJ804095,B,SAB1
FJ804095,B,SAB1
FJ804095,B,GB2
FJ804096,B,SAB1
FJ804096,B,SAB1
FJ804096,B,GB2
