Accession ID,subtype,genotype
MF496471,A,NA2
MF496471,A,GA2
MF496471,A,NA2
MF496471,A,GA2
MF496471,A,NA1
MF496472,A,GA5
MF496536,B,BAIV
MF496536,B,BAIII
MF496536,B,BAIII
MF496536,B,BAI
MF496536,B,BAVII
MF496536,B,BAIX
MF496537,B,BAI
MF496537,B,BAI
MF496537,B,BAIII
MF496537,B,BAIV
MF496537,B,BAVII
MF496537,B,BAIII
MF496538,B,BAIII
MF496538,B,BAIV
MF496538,B,BAIII
MF496538,B,BAVII
MF496538,B,BAI
MF496538,B,BAIX
MF496539,B,SAB3
MF496539,B,BAI
MF496539,B,BAI
MF496539,B,BAIII
MF496539,B,BAIV
MF496539,B,BAIII
MF496540,B,BAI
MF496540,B,BAI
MF496540,B,BAIV
MF496540,B,BAVII
MF496540,B,BAIII
MF496540,B,BAIII
MF496468,A,GA5
MF496468,A,GA5
MF496469,A,NA2
MF496469,A,GA2
MF496469,A,NA2
MF496469,A,GA2
MF496470,A,NA2
MF496470,A,GA2
MF496470,A,NA2
MF496470,A,GA2
MF496541,B,BAIII
MF496541,B,BAIV
MF496541,B,BAIII
MF496541,B,BAI
MF496541,B,BAVII
MF496541,B,BAIX
MF496542,B,BAIII
MF496542,B,BAIV
MF496542,B,BAIII
MF496542,B,BAVII
MF496542,B,BAIX
MF496542,B,BAIX
MF496543,B,BAVI
MF496543,B,BAVI
MF496543,B,BAI
MF496543,B,BAI
MF496543,B,BAIII
MF496543,B,BAIII
MF496544,B,SAB3
MF496544,B,BAI
MF496544,B,BAI
MF496544,B,BAIII
MF496544,B,BAIII
MF496544,B,BAIV
MF496545,B,BAIII
MF496545,B,BAVII
MF496545,B,BAIV
MF496545,B,BAI
MF496545,B,BAIII
MF496545,B,BAIX
MF496457,A,GA2
MF496457,A,GA2
MF496457,A,NA2
MF496457,A,NA2
MF496458,A,GA5
MF496458,A,GA5
MF496459,A,GA5
MF496459,A,GA5
MF496460,A,GA5
MF496460,A,GA5
MF496461,A,GA5
MF496461,A,GA5
MF496462,A,GA5
MF496463,A,GA5
MF496464,A,GA5
MF496464,A,GA5
MF496465,A,GA7
MF496465,A,GA7
MF496465,A,GA2
MF496465,A,GA2
MF496466,A,GA5
MF496466,A,GA5
MF496467,A,GA2
MF496467,A,GA2
MF496546,B,BAIII
MF496546,B,BAIV
MF496546,B,BAI
MF496546,B,BAVII
MF496546,B,BAI
MF496546,B,BAIII
MF496547,B,BAVII
MF496547,B,BAIII
MF496547,B,BAI
MF496547,B,BAIV
MF496547,B,BAIII
MF496547,B,BAI
MF496548,B,BAIV
MF496548,B,BAI
MF496548,B,BAVII
MF496548,B,BAIII
MF496548,B,BAI
MF496548,B,BAIII
MF496549,B,BAIII
MF496549,B,BAIV
MF496549,B,BAVII
MF496549,B,BAI
MF496549,B,BAIII
MF496549,B,BAIX
MF496449,A,GA5
MF496449,A,GA5
MF496450,A,GA5
MF496451,A,GA5
MF496452,A,GA5
MF496452,A,GA5
MF496453,A,GA5
MF496453,A,GA5
MF496454,A,GA5
MF496455,A,GA2
MF496455,A,GA2
MF496456,A,GA5
MF496456,A,GA5
MF496550,B,BAIV
MF496550,B,BAVII
MF496550,B,BAIII
MF496550,B,BAI
MF496550,B,BAI
MF496550,B,BAIII
MF496551,B,BAI
MF496551,B,BAVII
MF496551,B,BAIII
MF496551,B,BAIV
MF496551,B,BAIII
MF496551,B,BAIX
MF496552,B,BAVI
MF496552,B,BAVI
MF496552,B,BAI
MF496552,B,BAIII
MF496552,B,BAIII
MF496552,B,BAVII
MF496553,B,BAIV
MF496553,B,BAIII
MF496553,B,BAI
MF496553,B,BAVII
MF496553,B,BAIX
MF496553,B,BAVII
MF496554,B,BAVI
MF496554,B,BAVI
MF496554,B,BAI
MF496554,B,BAI
MF496554,B,BAIII
MF496554,B,BAIII
MF496443,A,NA1
MF496443,A,NA1
MF496443,A,NA1
MF496443,A,NA1
MF496444,A,GA5
MF496444,A,GA5
MF496445,A,GA5
MF496445,A,GA5
MF496446,A,NA1
MF496446,A,NA1
MF496446,A,NA1
MF496446,A,NA1
MF496447,A,GA5
MF496448,A,GA7
MF496448,A,GA7
MF496611,B,BAVII
MF496611,B,BAIX
MF496611,B,BAIII
MF496611,B,BAIV
MF496611,B,BAIII
MF496611,B,BAIX
MF496612,B,BAVII
MF496612,B,BAIV
MF496612,B,BAIII
MF496612,B,BAIX
MF496612,B,BAIII
MF496612,B,BAIX
MF496613,B,BAVII
MF496613,B,BAIII
MF496613,B,BAIV
MF496613,B,BAIX
MF496613,B,BAIII
MF496613,B,BAIX
MF496614,B,BAVI
MF496614,B,BAVI
MF496614,B,BAI
MF496614,B,BAI
MF496614,B,BAIII
MF496614,B,BAIII
MF496615,B,BAVII
MF496615,B,BAIX
MF496615,B,BAIII
MF496615,B,BAIV
MF496615,B,BAIII
MF496615,B,BAIX
MF496616,B,BAVII
MF496616,B,BAIV
MF496616,B,BAIX
MF496616,B,BAIII
MF496616,B,BAIII
MF496616,B,BAIX
MF496438,A,NA1
MF496438,A,NA1
MF496438,A,NA1
MF496438,A,GA2
MF496438,A,NA1
MF496438,A,GA2
MF496439,A,NA1
MF496439,A,NA1
MF496439,A,NA1
MF496439,A,NA1
MF496440,A,NA1
MF496440,A,NA1
MF496440,A,NA1
MF496441,A,NA1
MF496441,A,NA1
MF496441,A,NA1
MF496441,A,NA1
MF496442,A,NA1
MF496442,A,NA1
MF496442,A,NA1
MF496442,A,NA1
MF496442,A,GA2
MF496617,B,BAVII
MF496617,B,BAIX
MF496617,B,BAIII
MF496617,B,BAIV
MF496617,B,BAIII
MF496617,B,BAIX
MF496618,B,BAI
MF496618,B,BAVII
MF496618,B,BAIII
MF496618,B,BAIII
MF496618,B,BAIV
MF496618,B,BAVI
MF496619,B,BAVII
MF496619,B,BAIII
MF496619,B,BAIV
MF496619,B,BAIX
MF496619,B,BAIII
MF496619,B,BAIX
MF496620,B,SAB3
MF496620,B,SAB4
MF496620,B,BAI
MF496620,B,BAIII
MF496620,B,BAIII
MF496620,B,BAIV
MF496621,B,THB
MF496621,B,THB
MF496621,B,GB1
MF496621,B,GB1
MF496622,B,SAB3
MF496622,B,BAI
MF496622,B,BAIII
MF496622,B,BAVI
MF496622,B,BAIII
MF496622,B,BAIV
MF496623,B,BAIX
MF496623,B,BAIX
MF496623,B,BAVII
MF496623,B,BAIX
MF496623,B,BAIII
MF496623,B,BAIII
MF496624,B,BAVII
MF496624,B,BAIX
MF496624,B,BAIII
MF496624,B,BAIV
MF496624,B,BAIX
MF496624,B,BAIII
MF496431,A,NA1
MF496431,A,NA1
MF496431,A,NA1
MF496431,A,NA1
MF496432,A,NA1
MF496432,A,NA1
MF496432,A,NA1
MF496432,A,GA2
MF496432,A,GA2
MF496432,A,NA2
MF496433,A,NA1
MF496433,A,NA1
MF496433,A,NA1
MF496433,A,NA1
MF496434,A,NA1
MF496434,A,NA1
MF496434,A,NA1
MF496435,A,NA1
MF496435,A,NA1
MF496435,A,NA1
MF496435,A,NA1
MF496436,A,NA1
MF496436,A,NA1
MF496436,A,NA1
MF496436,A,NA1
MF496437,A,NA1
MF496437,A,NA1
MF496437,A,NA1
MF496437,A,NA1
MF496625,B,BAVII
MF496625,B,BAIX
MF496625,B,BAIX
MF496625,B,BAIII
MF496625,B,BAIV
MF496625,B,BAIII
MF496389,A,NA1
MF496389,A,NA1
MF496389,A,NA1
MF496389,A,NA1
MF496390,A,NA2
MF496390,A,NA2
MF496390,A,GA2
MF496390,A,GA2
MF496391,A,NA1
MF496391,A,NA1
MF496391,A,NA1
MF496391,A,GA2
MF496391,A,GA2
MF496391,A,NA2
MF496392,A,NA1
MF496392,A,NA1
MF496392,A,NA1
MF496393,A,NA2
MF496393,A,GA2
MF496393,A,GA2
MF496393,A,NA1
MF496393,A,GA7
MF496393,A,GA7
MF496394,A,NA1
MF496394,A,NA1
MF496394,A,NA1
MF496394,A,NA1
MF496395,A,NA1
MF496395,A,NA1
MF496395,A,NA1
MF496395,A,NA1
MF496395,A,GA2
MF496626,B,BAIX
MF496626,B,BAIX
MF496626,B,BAVII
MF496626,B,BAIX
MF496626,B,BAVI
MF496626,B,BAIII
MF496627,B,BAIX
MF496627,B,BAVI
MF496627,B,BAIX
MF496627,B,BAVII
MF496627,B,BAIII
MF496627,B,BAIII
MF496628,B,BAIX
MF496628,B,BAIX
MF496628,B,BAIX
MF496628,B,BAVII
MF496628,B,BAIII
MF496628,B,BAIV
MF496629,B,BAIX
MF496629,B,BAIX
MF496629,B,BAIX
MF496629,B,BAVII
MF496629,B,BAIII
MF496629,B,BAIV
MF496426,A,NA1
MF496426,A,NA1
MF496426,A,NA1
MF496426,A,NA1
MF496427,A,NA1
MF496427,A,NA1
MF496428,A,NA1
MF496428,A,NA1
MF496428,A,NA1
MF496429,A,NA2
MF496429,A,NA2
MF496429,A,GA2
MF496430,A,NA1
MF496430,A,NA1
MF496430,A,NA1
MF496630,B,BAIX
MF496630,B,BAIX
MF496630,B,BAVII
MF496630,B,BAIX
MF496631,B,BAVII
MF496631,B,BAX
MF496631,B,BAIV
MF496631,B,BAIX
MF496631,B,BAX
MF496631,B,BAVII
MF496632,B,BAIX
MF496632,B,BAIX
MF496632,B,BAIX
MF496632,B,BAVII
MF496632,B,BAI
MF496632,B,BAIII
MF496633,B,BAIX
MF496633,B,BAIX
MF496633,B,BAVII
MF496633,B,BAIII
MF496633,B,BAIII
MF496633,B,BAVII
MF496634,B,BAIX
MF496634,B,BAVI
MF496634,B,BAVI
MF496634,B,BAIII
MF496634,B,BAIX
MF496634,B,BAIII
MF496635,B,BAIX
MF496635,B,BAIX
MF496635,B,BAIX
MF496635,B,BAVII
MF496635,B,BAIII
MF496635,B,BAIII
MF496636,B,BAVII
MF496636,B,BAIX
MF496636,B,BAIII
MF496636,B,BAIII
MF496636,B,BAIX
MF496636,B,BAIX
MF496637,B,BAIX
MF496637,B,BAIX
MF496637,B,BAIX
MF496637,B,BAVII
MF496637,B,BAIX
MF496637,B,BAVII
MF496638,B,BAIX
MF496638,B,BAIX
MF496638,B,BAVII
MF496638,B,BAIII
MF496638,B,BAIII
MF496638,B,BAVII
MF496418,A,NA1
MF496418,A,NA1
MF496419,A,NA1
MF496419,A,NA1
MF496419,A,NA1
MF496419,A,NA1
MF496420,A,NA1
MF496420,A,NA1
MF496420,A,NA1
MF496420,A,NA1
MF496421,A,NA1
MF496421,A,NA1
MF496421,A,NA1
MF496421,A,NA1
MF496422,A,NA1
MF496422,A,NA1
MF496422,A,NA1
MF496422,A,NA1
MF496423,A,NA1
MF496423,A,NA1
MF496424,A,NA1
MF496424,A,NA1
MF496424,A,NA1
MF496424,A,NA1
MF496425,A,NA1
MF496425,A,NA1
MF496425,A,NA1
MF496639,B,BAIX
MF496639,B,BAIX
MF496639,B,BAVII
MF496639,B,BAIII
MF496639,B,BAIII
MF496639,B,BAVII
MF496640,B,BAIX
MF496640,B,BAIX
MF496640,B,BAVII
MF496640,B,BAIII
MF496640,B,BAIII
MF496640,B,BAIX
MF496641,B,BAIX
MF496641,B,BAIX
MF496641,B,BAVII
MF496641,B,BAIII
MF496641,B,BAIII
MF496641,B,BAIX
MF496642,B,BAIX
MF496642,B,BAIX
MF496642,B,BAVII
MF496642,B,BAIX
MF496399,A,NA1
MF496399,A,NA1
MF496399,A,NA1
MF496400,A,NA1
MF496400,A,NA1
MF496400,A,NA1
MF496401,A,NA1
MF496401,A,NA1
MF496401,A,NA1
MF496402,A,NA1
MF496402,A,NA1
MF496402,A,NA1
MF496402,A,NA1
MF496402,A,GA2
MF496402,A,GA2
MF496403,A,NA1
MF496403,A,NA1
MF496403,A,NA1
MF496403,A,NA1
MF496404,A,NA1
MF496404,A,NA1
MF496404,A,NA1
MF496404,A,NA1
MF496404,A,GA2
MF496404,A,GA2
MF496405,A,NA1
MF496405,A,NA1
MF496405,A,NA1
MF496405,A,NA1
MF496406,A,NA1
MF496406,A,NA1
MF496406,A,NA1
MF496406,A,NA1
MF496407,A,NA1
MF496407,A,NA1
MF496407,A,NA1
MF496408,A,NA1
MF496408,A,NA1
MF496408,A,NA1
MF496409,A,NA1
MF496409,A,NA1
MF496409,A,NA1
MF496409,A,NA1
MF496409,A,GA2
MF496409,A,GA2
MF496410,A,NA1
MF496410,A,NA1
MF496411,A,NA1
MF496411,A,NA1
MF496411,A,NA1
MF496411,A,NA1
MF496412,A,NA1
MF496412,A,NA1
MF496412,A,NA1
MF496413,A,NA1
MF496413,A,NA1
MF496413,A,NA1
MF496413,A,NA1
MF496414,A,NA1
MF496414,A,NA1
MF496414,A,NA1
MF496414,A,NA1
MF496415,A,NA1
MF496415,A,NA1
MF496415,A,NA1
MF496415,A,NA1
MF496416,A,NA1
MF496416,A,NA1
MF496416,A,NA1
MF496416,A,NA1
MF496417,A,NA1
MF496417,A,NA1
MF496417,A,NA1
MF496417,A,NA1
MF496643,B,BAVII
MF496643,B,BAIII
MF496643,B,BAIII
MF496643,B,BAIV
MF496643,B,BAVI
MF496643,B,BAVI
MF496644,B,BAIX
MF496644,B,BAIX
MF496644,B,BAVII
MF496644,B,BAIX
MF496645,B,BAIX
MF496645,B,BAIX
MF496645,B,BAVII
MF496645,B,BAIX
MF496646,B,BAIX
MF496646,B,BAIX
MF496646,B,BAVII
MF496646,B,BAIX
MF496647,B,BAIX
MF496647,B,BAIX
MF496647,B,BAVII
MF496647,B,BAIX
MF496648,B,BAIX
MF496648,B,BAIX
MF496648,B,BAVII
MF496648,B,BAIX
MF496649,B,BAIX
MF496649,B,BAIX
