Accession ID,genotype
GU386523,A
GU386524,B
GU386525,A
GU386526,A
GU386527,A
GU386528,B
GU386529,A
GU386530,A
GU386531,B
GU386532,A
GU386533,A
GU386534,B
GU386535,A
GU386536,A
GU386537,A
GU386538,A
GU386539,A
GU386540,B
GU386541,B
GU386542,B
GU386543,A
GU386544,B
GU386545,A
GU386546,A
GU386547,B
GU386548,A
GU386549,A
GU386550,B
GU386551,B
GU386552,A
GU386553,A
GU386554,A
GU386555,B
GU386556,A
GU386557,B
GU386558,A
GU386559,B
GU386560,A
GU386561,A
GU386562,A
GU386563,B
GU386564,A
GU386565,A
GU386566,A
GU386567,A
GU386568,B
GU386569,A
GU386570,A
GU386571,A
GU386572,A
GU386573,B
GU386574,A
GU386575,B
GU386576,A
GU386577,B
GU386578,B
GU386579,B
GU386580,B
GU386581,B
GU386582,B
GU386583,A
GU386584,A
GU386585,A
GU386586,B
GU386587,A
GU386588,A
GU386589,B
GU386590,A
GU386591,A
GU386592,A
GU386593,A
GU386594,A
GU386595,A
GU386596,A
GU386597,A
GU386598,A
GU386599,B
GU386600,A
GU386601,A
GU386602,B
GU386603,B
GU386604,A
GU386605,B
GU386606,B
GU386607,B
GU386608,B
GU386609,A
GU386610,A
GU386611,B
GU386612,B
GU386613,B
GU386614,A
GU386615,A
GU386616,B
GU386617,B
GU386618,B
GU386619,B
GU386620,A
GU386621,B
GU386622,B
GU386623,B
GU386624,B
GU386625,B
GU386626,B
GU386627,B
GU386628,B
GU386629,A
GU386630,B
GU386631,B
GU386632,B
GU386633,B
GU386634,A
GU386635,B
GU386636,B
GU386637,B
GU386638,B
GU386639,A
GU386640,B
GU386641,B
GU386642,A
GU386643,B
GU386644,B
GU386645,B
GU386646,A
GU386647,B
GU386648,B
GU386649,B
GU386650,B
GU386651,B
GU386652,A
GU386653,A
GU386654,A
GU386655,A
GU386656,A
GU386657,A
GU386658,B
GU386659,B
GU386660,B
GU386661,A
GU386662,A
GU386663,A
GU386664,B
GU386665,B
GU386666,B
GU386667,A
GU386668,B
GU386669,B
GU386670,A
GU386671,B
GU386672,A
GU386673,B
GU386674,B
GU386675,B
GU386676,B
GU386677,B
GU386678,B
GU386679,B
GU386680,B
GU386681,B
GU386682,B
GU386683,B
GU386684,B
GU386685,B
GU386686,B
GU386687,B
GU386688,B
GU386689,B
GU386690,B
GU386691,B
GU386692,B
GU386693,B
GU386694,A
GU386695,B
GU386696,A
GU386697,A
GU386698,A
GU386699,A
GU386700,A
GU386701,A
GU386702,B
GU386703,B
GU386704,A
GU386705,A
GU386706,B
GU386707,B
GU386708,A
GU386709,B
GU386710,B
GU386711,B
GU386712,B
GU386713,A
GU386714,B
GU386715,A
GU386716,B
GU386717,A
GU386718,A
GU386719,A
GU386720,A
GU386721,B
GU386722,B
GU386723,B
GU386724,B
GU386725,B
GU386726,B
GU386727,B
GU386728,B
GU386729,B
GU386730,B
GU386731,B
GU386732,B
GU386733,B
GU386734,B
GU386735,B
GU386736,B
GU386737,A
GU386738,B
GU386739,A
GU386740,A
GU386741,A
GU386742,B
GU386743,A
GU386744,B
GU386745,A
GU386746,B
GU386747,B
GU386748,A
GU386749,B
GU386750,B
GU386751,B
GU386752,B
GU386753,B
GU386754,A
GU386755,B
GU386756,A
