Accession ID,subtype,genotype
DQ171735,A,GA1
DQ171736,A,GA1
DQ171737,A,GA1
DQ171739,A,GA3
DQ171739,A,GA7
DQ171739,A,GA3
DQ171739,A,GA2
DQ171739,A,GA7
DQ171739,A,GA2
DQ171743,A,GA3
DQ171743,A,GA7
DQ171743,A,GA3
DQ171743,A,GA2
DQ171743,A,GA6
DQ171743,A,GA2
DQ171744,A,GA3
DQ171744,A,GA7
DQ171744,A,GA3
DQ171744,A,GA2
DQ171744,A,GA7
DQ171744,A,GA2
DQ171745,A,GA7
DQ171745,A,GA7
DQ171745,A,GA3
DQ171745,A,GA3
DQ171745,A,GA2
DQ171745,A,GA2
DQ171740,A,GA3
DQ171740,A,GA3
DQ171740,A,GA7
DQ171740,A,GA2
DQ171740,A,GA2
DQ171740,A,SAA1
DQ171751,A,GA7
DQ171751,A,GA2
DQ171751,A,GA3
DQ171751,A,GA7
DQ171751,A,GA2
DQ171751,A,GA3
DQ171752,A,GA7
DQ171752,A,GA3
DQ171752,A,GA7
DQ171752,A,GA2
DQ171752,A,GA3
DQ171752,A,GA2
DQ171760,A,GA3
DQ171760,A,GA2
DQ171760,A,SAA1
DQ171760,A,GA7
DQ171760,A,GA6
DQ171760,A,GA2
DQ171777,A,GA2
DQ171777,A,GA3
DQ171777,A,GA2
DQ171777,A,GA3
DQ171777,A,GA7
DQ171777,A,GA7
DQ171778,A,GA2
DQ171778,A,GA3
DQ171778,A,GA3
DQ171778,A,GA2
DQ171778,A,GA7
DQ171778,A,GA7
DQ171779,A,GA3
DQ171779,A,GA2
DQ171779,A,GA2
DQ171779,A,GA3
DQ171779,A,GA7
DQ171779,A,GA7
DQ171780,A,GA2
DQ171780,A,GA3
DQ171780,A,GA2
DQ171780,A,GA3
DQ171780,A,GA7
DQ171780,A,GA7
DQ171781,A,GA2
DQ171781,A,GA3
DQ171781,A,GA2
DQ171781,A,GA7
DQ171781,A,GA3
DQ171781,A,GA7
DQ171782,A,GA2
DQ171782,A,GA3
DQ171782,A,GA2
DQ171782,A,GA7
DQ171782,A,GA3
DQ171782,A,GA7
DQ171783,A,GA3
DQ171783,A,GA7
DQ171783,A,GA6
DQ171783,A,GA3
DQ171783,A,GA7
DQ171783,A,GA2
DQ171841,B,URU2
DQ171841,B,GB2
DQ171842,B,URU2
DQ171842,B,GB2
DQ171843,B,URU2
DQ171843,B,GB2
DQ171844,B,URU2
DQ171844,B,GB2
DQ171845,B,URU2
DQ171845,B,GB2
DQ171865,B,GB2
DQ171865,B,URU2
DQ171865,B,URU2
DQ171865,B,GB1
DQ171865,B,GB1
DQ171865,B,BAI
DQ171846,B,URU2
DQ171846,B,URU2
DQ171846,B,GB2
DQ171847,B,URU2
DQ171847,B,URU2
DQ171847,B,GB2
DQ171859,B,URU2
DQ171859,B,GB2
DQ171859,B,URU2
DQ171859,B,GB1
DQ171859,B,BAI
DQ171859,B,BAIII
DQ171786,A,GA6
DQ171786,A,GA6
DQ171786,A,GA7
DQ171786,A,SAA1
DQ171786,A,SAA1
DQ171786,A,GA2
DQ171788,A,GA7
DQ171788,A,GA3
DQ171788,A,SAA1
DQ171788,A,GA6
DQ171788,A,SAA1
DQ171788,A,GA2
DQ171787,A,GA6
DQ171787,A,GA2
DQ171787,A,GA3
DQ171787,A,GA3
DQ171787,A,GA2
DQ171787,A,GA7
DQ171791,A,SAA1
DQ171791,A,SAA1
DQ171791,A,GA3
DQ171791,A,GA2
DQ171791,A,GA6
DQ171791,A,GA2
DQ171795,A,SAA1
DQ171795,A,GA7
DQ171795,A,GA3
DQ171795,A,SAA1
DQ171795,A,GA3
DQ171795,A,GA2
DQ171799,A,SAA1
DQ171799,A,GA7
DQ171799,A,GA3
DQ171799,A,SAA1
DQ171799,A,GA3
DQ171799,A,GA2
DQ171800,A,SAA1
DQ171800,A,GA7
DQ171800,A,GA3
DQ171800,A,SAA1
DQ171800,A,GA3
DQ171800,A,GA2
DQ171805,A,SAA1
DQ171805,A,GA7
DQ171805,A,GA3
DQ171805,A,SAA1
DQ171805,A,GA3
DQ171805,A,GA2
DQ171741,A,GA7
DQ171741,A,GA7
DQ171741,A,GA3
DQ171741,A,GA3
DQ171742,A,GA7
DQ171742,A,GA7
DQ171742,A,GA3
DQ171742,A,GA3
DQ171784,A,GA6
DQ171784,A,GA7
DQ171784,A,GA3
DQ171784,A,GA7
DQ171784,A,GA2
DQ171784,A,GA3
DQ171785,A,GA6
DQ171785,A,GA7
DQ171785,A,GA7
DQ171785,A,GA3
DQ171785,A,GA3
DQ171785,A,GA2
DQ171796,A,GA7
DQ171796,A,SAA1
DQ171796,A,SAA1
DQ171796,A,GA3
DQ171796,A,GA3
DQ171796,A,GA2
DQ171797,A,GA7
DQ171797,A,SAA1
DQ171797,A,SAA1
DQ171797,A,GA3
DQ171797,A,GA3
DQ171797,A,GA2
DQ171798,A,GA7
DQ171798,A,SAA1
DQ171798,A,SAA1
DQ171798,A,GA3
DQ171798,A,GA3
DQ171798,A,GA2
DQ171801,A,GA7
DQ171801,A,SAA1
DQ171801,A,GA3
DQ171801,A,SAA1
DQ171801,A,GA3
DQ171801,A,GA2
DQ171802,A,SAA1
DQ171802,A,GA7
DQ171802,A,GA3
DQ171802,A,SAA1
DQ171802,A,GA3
DQ171802,A,GA2
DQ171803,A,SAA1
DQ171803,A,GA7
DQ171803,A,SAA1
DQ171803,A,GA3
DQ171803,A,GA3
DQ171803,A,GA2
DQ171804,A,GA7
