Accession ID,subtype,genotype
KU716111,B,BAIX
KU716111,B,BAVII
KU716111,B,BAIX
KU716111,B,BAIX
KU716111,B,BAVI
KU716111,B,BAVI
KU716108,A,NA1
KU716108,A,NA1
KU716108,A,NA1
KU716108,A,GA2
KU716108,A,GA2
KU716108,A,ON1
KU716109,A,NA1
KU716109,A,NA1
KU716109,A,NA1
KU716112,B,BAIX
KU716112,B,BAIX
KU716112,B,BAIX
KU716112,B,BAVII
KU716112,B,BAIV
KU716112,B,BAVII
KU716113,B,BAIX
KU716113,B,BAIX
KU716113,B,BAIX
KU716113,B,BAVII
KU716113,B,BAIX
KU716113,B,BAVII
KU716114,B,BAIX
KU716114,B,BAVII
KU716114,B,BAIX
KU716114,B,BAIX
KU716114,B,BAIII
KU716114,B,BAVII
KU716110,A,GA1
KU716115,A,NA1
KU716115,A,NA1
KU716115,A,NA1
KU716115,A,NA1
KU716107,B,GB2
KU716107,B,URU2
KU716107,B,URU2
KU716107,B,BAI
