Accession ID,subtype,genotype
MW306451,A,NA1
MW306451,A,NA1
MW306451,A,NA1
MW306452,A,NA1
MW306452,A,NA1
MW306453,A,NA1
MW306453,A,NA1
MW306453,A,NA1
MW306454,A,NA1
MW306454,A,NA1
MW306454,A,NA1
MW306454,A,NA1
MW306500,B,BAIX
MW306500,B,BAIX
MW306500,B,BAVII
MW306500,B,BAIX
MW306500,B,BAX
MW306500,B,BAIV
MW306501,B,BAXII
MW306501,B,BAXII
MW306502,B,BAXII
MW306502,B,BAXII
MW306502,B,BAX
MW306502,B,BAVII
MW306502,B,BAX
MW306502,B,BAVII
MW306458,A,NA1
MW306458,A,NA1
MW306470,A,NA1
MW306470,A,NA1
MW306475,A,NA1
MW306475,A,NA1
MW306475,A,NA1
MW306455,A,NA1
MW306455,A,NA1
MW306456,A,NA1
MW306456,A,NA1
MW306457,A,NA1
MW306457,A,NA1
MW306459,A,NA1
MW306459,A,NA1
MW306460,A,NA1
MW306460,A,NA1
MW306461,A,NA1
MW306461,A,NA1
MW306462,A,NA1
MW306462,A,NA1
MW306462,A,NA1
MW306463,A,NA1
MW306463,A,NA1
MW306464,A,NA1
MW306464,A,NA1
MW306465,A,NA1
MW306465,A,NA1
MW306466,A,NA1
MW306466,A,NA1
MW306467,A,NA1
MW306467,A,NA1
MW306468,A,NA1
MW306468,A,NA1
MW306469,A,NA1
MW306469,A,NA1
MW306469,A,NA1
MW306471,A,NA1
MW306471,A,NA1
MW306472,A,NA1
MW306472,A,NA1
MW306473,A,NA1
MW306473,A,NA1
MW306474,A,NA1
MW306474,A,NA1
MW306493,B,BAIX
MW306493,B,BAIX
MW306493,B,BAVII
MW306493,B,BAIX
MW306493,B,BAIII
MW306493,B,BAVII
MW306494,B,BAIX
MW306494,B,BAIX
MW306494,B,BAIX
MW306494,B,BAVII
MW306494,B,BAX
MW306494,B,BAIV
MW306495,B,BAIX
MW306495,B,BAVII
MW306495,B,BAIX
MW306495,B,BAIX
MW306495,B,BAIV
MW306495,B,BAX
MW306496,B,BAIX
MW306496,B,BAVII
MW306496,B,BAIX
MW306496,B,BAIII
MW306496,B,BAIV
MW306496,B,BAIII
MW306497,B,BAIX
MW306497,B,BAIX
MW306497,B,BAIX
MW306497,B,BAVII
MW306497,B,BAIII
MW306497,B,BAX
MW306498,B,BAIX
MW306498,B,BAIX
MW306498,B,BAVII
MW306498,B,BAIX
MW306498,B,BAIII
MW306498,B,BAX
MW306499,B,BAIX
MW306499,B,BAIX
MW306499,B,BAVII
MW306499,B,BAIX
MW306499,B,BAIV
MW306499,B,BAX
MW306503,B,BAIX
MW306503,B,BAIX
MW306503,B,BAVII
MW306503,B,BAIX
MW306503,B,BAX
MW306503,B,BAIV
MW306506,B,BAIX
MW306506,B,BAIX
MW306506,B,BAIX
MW306506,B,BAIII
MW306506,B,BAIII
MW306506,B,BAX
MW306476,A,NA1
MW306476,A,NA1
MW306477,A,ON1
MW306477,A,ON1
MW306478,A,ON1
MW306478,A,ON1
MW306478,A,ON1
MW306478,A,ON1
MW306478,A,ON1
MW306478,A,NA1
MW306479,A,ON1
MW306479,A,ON1
MW306479,A,ON1
MW306479,A,ON1
MW306479,A,ON1
MW306479,A,NA1
MW306480,A,ON1
MW306481,A,ON1
MW306481,A,ON1
MW306481,A,ON1
MW306481,A,ON1
MW306482,A,ON1
MW306482,A,ON1
MW306483,A,ON1
MW306483,A,ON1
MW306483,A,ON1
MW306483,A,ON1
MW306484,A,ON1
MW306485,A,ON1
MW306485,A,ON1
MW306485,A,ON1
MW306485,A,ON1
MW306485,A,NA1
MW306485,A,ON1
MW306486,A,ON1
MW306487,A,ON1
MW306487,A,ON1
MW306488,A,ON1
MW306488,A,ON1
MW306488,A,ON1
MW306489,A,ON1
MW306489,A,ON1
MW306489,A,ON1
MW306490,A,ON1
MW306490,A,ON1
MW306490,A,ON1
MW306490,A,ON1
MW306490,A,ON1
MW306490,A,NA1
MW306491,A,ON1
MW306491,A,ON1
MW306491,A,ON1
MW306491,A,ON1
MW306491,A,ON1
MW306491,A,NA1
MW306492,A,ON1
MW306492,A,ON1
MW306492,A,ON1
MW306492,A,ON1
MW306492,A,ON1
MW306492,A,NA1
MW306504,B,BAIX
MW306504,B,BAIX
MW306504,B,BAVII
MW306504,B,BAVI
MW306505,B,BAIX
MW306505,B,BAIX
MW306505,B,BAIX
MW306505,B,BAVII
MW306505,B,BAIX
MW306505,B,BAVII
MW306507,B,BAIX
MW306507,B,BAIX
MW306507,B,BAVII
MW306507,B,BAVI
