Accession ID,subtype,genotype
GQ421205,A,NA1
GQ421205,A,NA1
GQ421205,A,NA1
GQ421205,A,NA1
GQ421206,A,NA1
GQ421206,A,NA1
GQ421206,A,NA1
GQ421207,A,NA1
GQ421207,A,NA1
GQ421207,A,NA1
GQ421207,A,NA1
GQ421208,A,NA1
GQ421208,A,NA1
GQ421208,A,NA1
GQ421208,A,NA1
GQ421209,A,NA1
GQ421209,A,NA1
GQ421209,A,NA1
GQ421210,A,NA1
GQ421210,A,NA1
GQ421210,A,NA1
GQ421210,A,NA1
GQ421211,A,NA1
GQ421211,A,NA1
GQ421211,A,NA1
GQ421211,A,NA1
GQ421212,A,NA1
GQ421212,A,NA1
GQ421212,A,NA1
GQ421213,A,NA1
GQ421213,A,NA1
GQ421213,A,NA1
GQ421213,A,NA1
GQ421214,A,NA1
GQ421214,A,NA1
GQ421214,A,NA1
GQ421215,A,NA1
GQ421215,A,NA1
GQ421215,A,NA1
GQ421215,A,NA1
GQ421216,A,NA1
GQ421216,A,NA1
GQ421216,A,NA1
GQ421216,A,NA1
GQ421217,A,NA1
GQ421217,A,GA2
GQ421217,A,NA1
GQ421217,A,GA2
GQ421217,A,NA2
GQ421217,A,NA1
GQ421218,A,NA1
GQ421218,A,NA1
GQ421218,A,NA1
GQ421219,A,NA1
GQ421219,A,NA1
GQ421219,A,NA1
GQ421220,A,NA1
GQ421220,A,NA1
GQ421220,A,NA1
GQ421221,A,NA1
GQ421221,A,NA1
GQ421221,A,NA1
GQ421221,A,NA1
GQ421222,A,NA1
GQ421222,A,NA1
GQ421222,A,NA1
GQ421222,A,NA1
GQ421223,A,NA1
GQ421223,A,NA1
GQ421223,A,NA1
GQ421223,A,NA1
GQ421224,A,NA1
GQ421224,A,NA1
GQ421224,A,NA1
GQ421224,A,NA1
GQ421224,A,GA2
GQ421225,A,NA1
GQ421225,A,NA1
GQ421225,A,NA1
GQ421226,A,NA1
GQ421226,A,NA1
GQ421226,A,NA1
GQ421227,A,NA1
GQ421227,A,NA1
GQ421227,A,NA1
GQ421227,A,NA1
GQ421228,A,NA1
GQ421228,A,NA1
GQ421228,A,NA1
GQ421229,A,NA1
GQ421229,A,NA1
GQ421229,A,NA1
GQ421229,A,NA1
GQ421230,A,NA1
GQ421230,A,NA1
GQ421230,A,NA1
GQ421231,A,NA1
GQ421231,A,NA1
GQ421231,A,NA1
GQ421231,A,NA1
GQ421232,A,NA1
GQ421232,A,NA1
GQ421232,A,NA1
