Accession ID,subtype,genotype
MN945120,B,BAIX
MN945120,B,BAIX
MN945120,B,BAIX
MN945120,B,BAIX
MN945121,B,BAIX
MN945121,B,BAIX
MN945121,B,BAIX
MN945121,B,BAIX
MN945138,A,ON1
MN945138,A,ON1
MN945138,A,ON1
MN945138,A,ON1
MN945086,B,BAIX
MN945086,B,BAIX
MN945086,B,BAIX
MN945086,B,BAIX
MN945088,B,BAIX
MN945088,B,BAIX
MN945088,B,BAVII
MN945088,B,BAIX
MN945090,B,BAIX
MN945090,B,BAIX
MN945090,B,BAIX
MN945090,B,BAIX
MN945091,B,BAIX
MN945091,B,BAIX
MN945091,B,BAIX
MN945091,B,BAIX
MN945092,B,BAIX
MN945092,B,BAIX
MN945092,B,BAIX
MN945092,B,BAIX
MN945093,B,BAIX
MN945093,B,BAIX
MN945093,B,BAIX
MN945093,B,BAIX
MN945124,A,ON1
MN945124,A,ON1
MN945124,A,ON1
MN945124,A,ON1
MN945124,A,ON1
MN945126,A,ON1
MN945126,A,ON1
MN945126,A,ON1
MN945126,A,ON1
MN945126,A,ON1
MN945094,B,BAIX
MN945094,B,BAIX
MN945094,B,BAIX
MN945094,B,BAVI
MN945094,B,BAIX
MN945125,A,ON1
MN945125,A,ON1
MN945125,A,ON1
MN945125,A,ON1
MN945125,A,ON1
MN945127,A,ON1
MN945127,A,ON1
MN945127,A,ON1
MN945127,A,ON1
MN945127,A,ON1
MN945095,B,BAIX
MN945095,B,BAIX
MN945095,B,BAIX
MN945095,B,BAIX
MN945128,A,ON1
MN945128,A,ON1
MN945128,A,ON1
MN945128,A,ON1
MN945097,B,BAIX
MN945097,B,BAIX
MN945097,B,BAIX
MN945097,B,BAIX
MN945099,B,BAIX
MN945099,B,BAIX
MN945099,B,BAIX
MN945099,B,BAIX
MN945100,B,BAIX
MN945100,B,BAIX
MN945100,B,BAIX
MN945100,B,BAIX
MN945129,A,ON1
MN945129,A,ON1
MN945129,A,ON1
MN945129,A,ON1
MN945129,A,ON1
MN945130,A,ON1
MN945130,A,ON1
MN945131,A,ON1
MN945131,A,ON1
MN945131,A,ON1
MN945131,A,ON1
MN945131,A,ON1
MN945101,B,BAIX
MN945101,B,BAIX
MN945101,B,BAIX
MN945101,B,BAIX
MN945102,B,BAIX
MN945102,B,BAVII
MN945102,B,BAIX
MN945102,B,BAIX
MN945102,B,BAVII
MN945103,B,BAIX
MN945103,B,BAIX
MN945103,B,BAIX
MN945103,B,BAVII
MN945103,B,BAIII
MN945103,B,BAIX
MN945104,B,BAIX
MN945104,B,BAIX
MN945104,B,BAIX
MN945104,B,BAVI
MN945104,B,BAIX
MN945105,B,BAIX
MN945105,B,BAVII
MN945105,B,BAIX
MN945105,B,BAIII
MN945105,B,BAIII
MN945105,B,BAIX
MN945106,B,BAIX
MN945106,B,BAIX
MN945106,B,BAIX
MN945106,B,BAVI
MN945106,B,BAIX
MN945122,A,ON1
MN945122,A,ON1
MN945122,A,ON1
MN945122,A,ON1
MN945122,A,ON1
MN945087,B,BAIX
MN945087,B,BAIX
MN945087,B,BAIX
MN945123,A,ON1
MN945123,A,ON1
MN945123,A,ON1
MN945089,B,BAIX
MN945089,B,BAIX
MN945089,B,BAIX
MN945089,B,BAIX
MN945107,B,BAIX
MN945107,B,BAIX
MN945107,B,BAIX
MN945107,B,BAIII
MN945107,B,BAIX
MN945107,B,BAIII
MN945096,B,BAIX
MN945096,B,BAIX
MN945096,B,BAIX
MN945096,B,BAIX
MN945132,A,ON1
MN945132,A,ON1
MN945132,A,ON1
MN945132,A,ON1
MN945132,A,ON1
MN945098,B,BAIX
MN945098,B,BAIX
MN945098,B,BAIX
MN945098,B,BAIX
MN945133,A,ON1
MN945133,A,ON1
MN945133,A,ON1
MN945133,A,ON1
MN945133,A,ON1
MN945108,B,BAIX
MN945108,B,BAIX
MN945108,B,BAIX
MN945108,B,BAIX
MN945134,A,ON1
MN945134,A,ON1
MN945134,A,ON1
MN945109,B,BAIX
MN945109,B,BAIX
MN945109,B,BAIX
MN945135,A,ON1
MN945135,A,ON1
MN945135,A,ON1
MN945135,A,ON1
MN945136,A,ON1
MN945136,A,ON1
MN945136,A,ON1
MN945110,B,BAIX
MN945110,B,BAIX
MN945110,B,BAIX
MN945110,B,BAIX
MN945111,B,BAIX
MN945111,B,BAIX
MN945111,B,BAIX
MN945111,B,BAVII
MN945111,B,BAIII
MN945111,B,BAIX
MN945112,B,BAIX
MN945112,B,BAIX
MN945112,B,BAIII
MN945112,B,BAIII
MN945112,B,BAIX
MN945113,B,BAIX
MN945113,B,BAIX
MN945113,B,BAIX
MN945113,B,BAIX
MN945114,B,BAIX
MN945114,B,BAIX
MN945114,B,BAIX
MN945114,B,BAVII
MN945114,B,BAIII
MN945114,B,BAIX
MN945115,B,BAIX
MN945115,B,BAIX
MN945115,B,BAIX
MN945115,B,BAIX
MN945116,B,BAIX
MN945116,B,BAIX
MN945116,B,BAVI
MN945116,B,BAIX
MN945116,B,BAVII
MN945116,B,BAIX
MN945117,B,BAIX
MN945117,B,BAIX
MN945117,B,BAIX
MN945117,B,BAIX
MN945118,B,BAIX
MN945118,B,BAIX
MN945118,B,BAIX
MN945118,B,BAIX
MN945119,B,BAIX
MN945119,B,BAIX
MN945119,B,BAIX
MN945137,A,ON1
MN945137,A,ON1
MN945137,A,ON1
MN945137,A,ON1
MN945137,A,ON1
