Accession ID,genotype
KY296618,B
KY296708,A
KY296709,A
KY296710,A
KY296711,A
KY296712,A
KY296620,B
KY296619,B
KY296621,B
KY296622,B
KY296713,A
KY296714,A
KY296715,A
KY296716,A
KY296717,A
KY296718,A
KY296719,A
KY296734,A
KY296735,A
KY296740,A
KY296741,A
KY296742,A
KY296743,A
KY296744,A
KY296745,A
KY296746,A
KY296747,A
KY296748,A
KY296750,A
KY296751,A
KY296752,A
KY296753,A
KY296754,A
KY296755,A
KY296756,A
KY296768,A
KY296769,A
KY296770,A
KY296623,B
KY296624,B
KY296625,B
KY296626,B
KY296627,B
KY296628,B
KY296629,B
KY296630,B
KY296631,B
KY296632,B
KY296633,B
KY296634,B
KY296635,B
KY296636,B
KY296637,B
KY296638,B
KY296639,B
KY296640,B
KY296641,B
KY296642,B
KY296643,B
KY296644,B
KY296666,B
KY296675,B
KY296721,A
KY296617,B
KY296645,B
KY296646,B
KY296647,B
KY296648,B
KY296649,B
KY296650,B
KY296651,B
KY296668,B
KY296669,B
KY296670,B
KY296671,B
KY296672,B
KY296673,B
KY296674,B
KY296676,B
KY296689,B
KY296678,B
KY296780,A
KY296781,A
KY296782,A
KY296783,A
KY296784,A
KY296794,A
KY296771,A
KY296772,A
KY296795,A
KY296773,A
KY296774,A
KY296699,B
KY296667,B
KY296796,A
KY296797,A
KY296775,A
KY296776,A
KY296777,A
KY296778,A
KY296736,A
KY296785,A
KY296786,A
KY296787,A
KY296789,A
KY296720,A
KY296788,A
KY296749,A
KY296790,A
KY296737,A
KY296757,A
KY296791,A
KY296761,A
KY296758,A
KY296759,A
KY296760,A
KY296677,B
KY296738,A
KY296739,A
KY296792,A
KY296684,B
KY296765,A
KY296683,B
KY296722,A
KY296707,A
KY296723,A
KY296766,A
KY296724,A
KY296725,A
KY296762,A
KY296682,B
KY296703,B
KY296726,A
KY296686,B
KY296704,B
KY296767,A
KY296687,B
KY296705,B
KY296706,B
KY296779,A
KY296685,B
KY296727,A
KY296701,B
KY296763,A
KY296728,A
KY296729,A
KY296655,B
KY296654,B
KY296702,B
KY296656,B
KY296700,B
KY296679,B
KY296681,B
KY296680,B
KY296657,B
KY296730,A
KY296731,A
KY296663,B
KY296690,B
KY296691,B
KY296661,B
KY296660,B
KY296732,A
KY296692,B
KY296693,B
KY296694,B
KY296695,B
KY296733,A
KY296653,B
KY296662,B
KY296658,B
KY296764,A
KY296696,B
KY296665,B
KY296697,B
KY296698,B
KY296652,B
KY296664,B
KY296688,B
KY296793,A
KY296659,B
