Accession ID,subtype,genotype
MF177907,A,ON1
MF177907,A,ON1
MF177908,A,ON1
MF177908,A,ON1
MF177909,A,ON1
MF177909,A,ON1
MF177910,A,ON1
MF177910,A,ON1
MF177910,A,ON1
MF177910,A,ON1
MF177911,A,ON1
MF177911,A,ON1
MF177912,A,ON1
MF177912,A,ON1
MF177913,A,ON1
MF177913,A,ON1
MF177913,A,ON1
MF177914,A,ON1
MF177914,A,ON1
MF177915,A,ON1
MF177915,A,ON1
MF177915,A,ON1
MF177915,A,ON1
MF177916,A,ON1
MF177916,A,ON1
MF177917,A,ON1
MF177917,A,ON1
MF177918,A,ON1
MF177918,A,ON1
MF177919,A,ON1
MF177919,A,ON1
MF177920,A,ON1
MF177920,A,ON1
MF177921,A,ON1
MF177922,A,ON1
MF177922,A,ON1
MF177923,A,ON1
MF177923,A,ON1
MF177923,A,ON1
MF177924,A,ON1
MF177925,A,ON1
MF177925,A,ON1
MF177926,A,ON1
MF177926,A,ON1
MF177926,A,ON1
MF177927,A,ON1
MF177927,A,ON1
MF177928,A,ON1
MF177928,A,ON1
MF177929,A,ON1
MF177929,A,ON1
MF177930,A,ON1
MF177930,A,ON1
MF177931,A,ON1
MF177931,A,ON1
MF177932,A,ON1
MF177932,A,ON1
MF177942,B,BAIX
MF177942,B,BAIX
MF177942,B,BAVII
MF177942,B,BAIV
MF177942,B,BAI
MF177942,B,BAX
MF177943,B,BAIX
MF177943,B,BAVII
MF177943,B,BAIX
MF177943,B,BAIX
MF177944,B,BAIX
MF177944,B,BAIX
MF177944,B,BAVII
MF177944,B,BAIX
MF177945,B,BAIX
MF177945,B,BAIX
MF177945,B,BAVII
MF177945,B,BAIV
MF177945,B,BAIII
MF177945,B,BAIX
MF177946,B,BAIX
MF177946,B,BAIX
MF177946,B,BAVII
MF177946,B,BAIV
MF177946,B,BAIII
MF177946,B,BAIX
MF177947,B,BAIX
MF177947,B,BAIX
MF177947,B,BAVII
MF177947,B,BAIX
MF177948,B,BAIX
MF177948,B,BAIX
MF177948,B,BAVII
MF177948,B,BAIX
MF177949,B,BAIX
MF177949,B,BAIX
MF177949,B,BAVII
MF177949,B,BAIX
MF177949,B,BAIII
MF177949,B,BAVII
MF177950,B,BAIX
MF177950,B,BAIX
MF177950,B,BAIX
MF177951,B,BAIX
MF177951,B,BAIX
MF177951,B,BAVII
MF177951,B,BAIX
MF177951,B,BAVII
MF177952,B,BAIX
MF177952,B,BAIX
MF177952,B,BAVII
MF177952,B,BAIX
MF177952,B,BAVII
MF177933,A,ON1
MF177934,A,ON1
MF177934,A,ON1
MF177934,A,ON1
MF177934,A,ON1
MF177935,A,ON1
MF177935,A,ON1
MF177935,A,ON1
MF177935,A,ON1
MF177935,A,ON1
MF177936,A,ON1
MF177936,A,ON1
MF177936,A,ON1
MF177936,A,ON1
MF177937,A,ON1
MF177937,A,ON1
MF177937,A,ON1
MF177937,A,ON1
MF177937,A,ON1
MF177938,A,ON1
MF177938,A,ON1
MF177938,A,ON1
MF177938,A,ON1
MF177939,A,ON1
MF177939,A,ON1
MF177939,A,ON1
MF177939,A,ON1
MF177940,A,ON1
MF177940,A,ON1
MF177940,A,ON1
MF177941,A,ON1
MF177941,A,ON1
MF177941,A,ON1
MF177941,A,ON1
