Accession ID,subtype,genotype
MG971434,B,BAIX
MG971434,B,BAIX
MG971434,B,BAIX
MG971434,B,BAVII
MG971434,B,BAIX
MG971421,A,ON1
MG971421,A,ON1
MG971421,A,ON1
MG971421,A,ON1
MG971421,A,ON1
MG971435,B,BAIX
MG971435,B,BAIX
MG971435,B,BAVII
MG971435,B,BAIX
MG971435,B,BAIX
MG971422,A,ON1
MG971422,A,ON1
MG971422,A,ON1
MG971422,A,ON1
MG971422,A,ON1
MG971436,B,BAIX
MG971436,B,BAIX
MG971436,B,BAIX
MG971436,B,BAVII
MG971436,B,BAIV
MG971436,B,BAIX
MG971423,A,NA1
MG971423,A,NA1
MG971423,A,NA1
MG971437,B,BAX
MG971437,B,BAVII
MG971437,B,BAI
MG971437,B,BAI
MG971437,B,BAX
MG971437,B,BAVII
MG971424,A,ON1
MG971424,A,ON1
MG971424,A,ON1
MG971424,A,ON1
MG971424,A,ON1
MG971424,A,NA1
MG971438,B,BAIX
MG971438,B,BAIX
MG971438,B,BAIX
MG971438,B,BAVII
MG971438,B,BAIV
MG971438,B,BAIX
MG971425,A,ON1
MG971425,A,ON1
MG971425,A,ON1
MG971425,A,ON1
MG971425,A,ON1
MG971439,B,BAIX
MG971439,B,BAIX
MG971439,B,BAIX
MG971439,B,BAVII
MG971439,B,BAIX
MG971426,A,ON1
MG971426,A,ON1
MG971426,A,ON1
MG971426,A,ON1
MG971426,A,ON1
MG971427,A,ON1
MG971427,A,ON1
MG971427,A,ON1
MG971427,A,ON1
MG971427,A,ON1
MG971440,B,BAIX
MG971440,B,BAIX
MG971440,B,BAIX
MG971440,B,BAVII
MG971440,B,BAIX
MG971440,B,BAIII
MG971428,A,ON1
MG971428,A,ON1
MG971428,A,ON1
MG971428,A,ON1
MG971428,A,ON1
MG971429,A,ON1
MG971429,A,ON1
MG971429,A,ON1
MG971430,A,ON1
MG971430,A,ON1
MG971430,A,ON1
MG971430,A,ON1
MG971430,A,ON1
MG971442,B,BAIX
MG971442,B,BAIX
MG971442,B,BAVII
MG971442,B,BAIX
MG971442,B,BAIX
MG971446,A,ON1
MG971446,A,ON1
MG971446,A,ON1
MG971431,A,ON1
MG971431,A,ON1
MG971431,A,ON1
MG971441,B,BAIX
MG971441,B,BAIX
MG971441,B,BAIX
MG971441,B,BAVII
MG971441,B,BAIX
MG971441,B,BAIV
MG971447,A,ON1
MG971447,A,ON1
MG971447,A,ON1
MG971447,A,ON1
MG971447,A,ON1
MG971448,A,ON1
MG971448,A,ON1
MG971448,A,ON1
MG971448,A,ON1
MG971448,A,ON1
MG971432,A,ON1
MG971432,A,ON1
MG971460,B,BAIX
MG971460,B,BAIX
MG971460,B,BAVII
MG971460,B,BAIV
MG971460,B,BAIX
MG971460,B,BAVII
MH686533,B,BAX
MH686533,B,BAIX
MH686533,B,BAIX
MH686533,B,BAI
MH686533,B,BAI
MH686533,B,BAIII
MG971443,B,BAIX
MG971443,B,BAIX
MG971443,B,BAVII
MG971443,B,BAIX
MG971443,B,BAIII
MG971443,B,BAVII
MG971449,A,ON1
MG971449,A,ON1
MG971449,A,ON1
MG971461,B,BAIX
MG971461,B,BAIX
MG971461,B,BAVII
MG971461,B,BAIX
MG971461,B,BAIII
MG971461,B,BAVII
MH399223,B,BAIX
MH399223,B,BAIV
MH399223,B,BAIV
MH399223,B,BAI
MH399223,B,SAB2
MH399223,B,BAIII
MG971450,A,ON1
MG971450,A,ON1
MG971450,A,ON1
MG971450,A,ON1
MG971450,A,ON1
MG971451,A,ON1
MG971451,A,ON1
MG971451,A,ON1
MG971451,A,ON1
MG971451,A,ON1
MG971452,A,ON1
MG971452,A,ON1
MG971452,A,ON1
MG971452,A,ON1
MG971452,A,ON1
MG971453,A,ON1
MG971453,A,ON1
MG971453,A,ON1
MG971453,A,ON1
MG971453,A,ON1
MG971454,A,ON1
MG971454,A,ON1
MG971454,A,ON1
MG971454,A,ON1
MG971454,A,ON1
MG971462,B,BAIX
MG971462,B,BAIX
MG971462,B,BAVII
MG971462,B,BAIV
MG971462,B,BAIX
MG971462,B,BAVII
MG971455,A,ON1
MG971455,A,ON1
MG971455,A,ON1
MG971455,A,ON1
MG971455,A,ON1
MG971456,A,ON1
MG971456,A,ON1
MG971456,A,ON1
MG971456,A,ON1
MG971456,A,ON1
MG971457,A,ON1
MG971457,A,ON1
MG971457,A,ON1
MG971457,A,ON1
MG971457,A,ON1
MG971458,A,ON1
MG971458,A,ON1
MG971458,A,ON1
MG971458,A,ON1
MG971458,A,ON1
MG971463,B,BAIX
MG971463,B,BAVII
MG971463,B,BAIX
MG971463,B,BAIX
MG971463,B,BAIII
MG971463,B,BAIX
MG971459,A,ON1
MG971459,A,ON1
MG971459,A,ON1
MG971459,A,ON1
MG971459,A,ON1
MG971464,B,BAIX
MG971464,B,BAIX
MG971464,B,BAVII
MG971464,B,BAIX
MG971464,B,BAIII
MG971464,B,BAVII
MH399224,B,BAIX
MH399224,B,BAX
MH399224,B,BAIX
MH399224,B,BAXII
MH399224,B,BAI
MH399224,B,BAIII
MG971444,B,BAIX
MG971444,B,BAIX
MG971444,B,BAVII
MG971444,B,BAIX
MG971444,B,BAIII
MG971444,B,BAIII
MG971445,B,BAIX
MG971445,B,BAIX
MG971445,B,BAVII
MG971445,B,BAIX
MG971433,A,ON1
MG971433,A,ON1
MG971433,A,ON1
MG971433,A,ON1
