Accession ID,subtype,genotype
JX182791,A,NA1
JX182791,A,NA1
JX182791,A,NA1
JX182792,A,GA5
JX182792,A,GA5
JX182792,A,GA6
JX182793,A,NA1
JX182793,A,NA1
JX182793,A,NA1
JX182794,A,NA1
JX182794,A,NA1
JX182794,A,NA1
JX182795,A,NA1
JX182795,A,NA1
JX182795,A,NA1
JX182795,A,NA1
JX182795,A,GA2
JX182795,A,GA2
JX182796,A,NA1
JX182796,A,NA1
JX182796,A,NA1
JX182797,A,NA1
JX182797,A,NA1
JX182797,A,NA1
JX182797,A,NA1
JX182797,A,GA2
JX182797,A,GA2
JX182798,A,NA1
JX182798,A,NA1
JX182798,A,NA1
JX182799,A,NA1
JX182799,A,NA1
JX182799,A,NA1
JX182800,A,NA1
JX182800,A,NA1
JX182800,A,NA1
JX182801,A,NA1
JX182801,A,NA1
JX182801,A,NA1
JX182801,A,NA1
JX182802,A,NA1
JX182802,A,NA1
JX182802,A,NA1
JX182803,A,NA1
JX182803,A,NA1
JX182803,A,NA1
JX182804,A,NA1
JX182804,A,NA1
JX182804,A,NA1
JX182805,A,NA1
JX182805,A,NA1
JX182805,A,NA1
JX182806,A,NA1
JX182806,A,NA1
JX182806,A,NA1
JX182807,A,NA1
JX182807,A,NA1
JX182807,A,NA1
JX182808,A,NA1
JX182808,A,NA1
JX182808,A,NA1
JX182809,A,NA1
JX182809,A,NA1
JX182809,A,NA1
JX182809,A,NA1
JX182811,A,NA1
JX182811,A,NA1
JX182811,A,NA1
JX182810,A,NA1
JX182810,A,NA1
JX182810,A,NA1
JX182812,A,NA1
JX182812,A,NA1
JX182812,A,NA1
JX182815,A,NA1
JX182815,A,NA1
JX182815,A,NA1
JX182813,A,NA1
JX182813,A,NA1
JX182813,A,NA1
JX182814,A,NA1
JX182814,A,NA1
JX182814,A,NA1
JX182816,A,NA1
JX182816,A,NA1
JX182816,A,NA1
JX182817,A,NA1
JX182817,A,NA1
JX182817,A,NA1
JX182818,A,NA1
JX182818,A,NA1
JX182818,A,NA1
JX182819,A,NA1
JX182819,A,NA1
JX182819,A,NA1
JX182820,A,NA1
JX182820,A,NA1
JX182820,A,NA1
JX182821,A,GA5
JX182822,A,NA1
JX182822,A,NA1
JX182822,A,NA1
JX182823,A,NA1
JX182823,A,NA1
JX182823,A,NA1
JX182824,A,NA1
JX182824,A,NA1
JX182824,A,NA1
JX182825,A,NA1
JX182825,A,NA1
JX182825,A,NA1
JX182826,A,NA1
JX182826,A,NA1
JX182826,A,NA1
JX182827,A,NA1
JX182827,A,NA1
JX182827,A,NA1
JX182828,A,NA1
JX182828,A,NA1
JX182828,A,NA1
JX182829,A,NA1
JX182829,A,NA1
JX182829,A,NA1
JX182830,A,NA1
JX182830,A,NA1
JX182830,A,NA1
JX182831,A,NA1
JX182831,A,NA1
JX182831,A,NA1
JX182832,A,NA1
JX182832,A,NA1
JX182832,A,NA1
JX182833,A,NA1
JX182833,A,NA1
JX182833,A,NA1
JX182834,A,NA1
JX182834,A,NA1
JX182834,A,NA1
JX182835,A,NA1
JX182835,A,NA1
JX182835,A,NA1
JX182838,A,NA1
JX182838,A,NA1
JX182838,A,NA1
JX182836,A,NA1
JX182836,A,NA1
JX182836,A,NA1
JX182839,A,NA1
JX182839,A,NA1
JX182839,A,NA1
JX182839,A,NA1
JX182837,A,NA1
JX182837,A,NA1
JX182837,A,NA1
JX182840,A,NA1
JX182840,A,NA1
JX182840,A,NA1
JX182842,A,NA1
JX182842,A,NA1
JX182842,A,NA1
JX182841,A,NA1
JX182841,A,NA1
JX182841,A,NA1
JX182843,A,GA5
JX182843,A,GA5
JX182846,A,NA1
JX182846,A,NA1
JX182846,A,NA1
JX182844,A,NA1
JX182844,A,NA1
JX182844,A,NA1
JX182845,A,NA1
JX182845,A,NA1
JX182845,A,NA1
JX182847,A,NA1
JX182847,A,NA1
JX182847,A,NA1
JX182848,A,NA1
JX182848,A,NA1
JX182848,A,NA1
JX182849,A,NA1
JX182849,A,NA1
JX182849,A,NA1
JX182849,A,NA1
JX182850,A,NA1
JX182850,A,NA1
JX182850,A,NA1
JX182851,A,NA1
JX182851,A,NA1
JX182851,A,NA1
JX182852,A,NA1
JX182852,A,NA1
JX182852,A,NA1
JX182853,A,NA1
JX182853,A,NA1
JX182853,A,NA1
JX182854,A,NA1
JX182854,A,NA1
JX182854,A,NA1
JX182855,A,NA1
JX182855,A,NA1
JX182855,A,NA1
JX182856,A,NA1
JX182856,A,NA1
JX182856,A,NA1
JX182857,A,NA1
JX182857,A,NA1
JX182857,A,NA1
JX182858,A,NA1
JX182858,A,NA1
JX182858,A,NA1
JX182859,A,NA1
JX182859,A,NA1
JX182859,A,NA1
JX182860,A,NA1
JX182860,A,NA1
JX182860,A,NA1
JX182860,A,NA1
JX182860,A,NA2
JX182861,A,NA1
JX182861,A,NA1
JX182862,A,NA1
JX182862,A,NA1
JX182862,A,NA1
JX182863,A,NA1
JX182863,A,NA1
JX182863,A,NA1
JX182864,A,NA1
JX182864,A,NA1
JX182864,A,NA1
