Accession ID,subtype,genotype
OM062619,A,ON1
OM062619,A,ON1
OM062619,A,ON1
OM062619,A,ON1
OM062620,A,ON1
OM062620,A,ON1
OM062621,A,ON1
OM062621,A,ON1
OM062621,A,ON1
OM062622,A,ON1
OM062622,A,ON1
OM062622,A,ON1
OM062623,A,ON1
OM062623,A,ON1
OM062623,A,ON1
OM062623,A,ON1
OM062623,A,ON1
OM062624,A,ON1
OM062624,A,ON1
OM062624,A,ON1
OM062625,A,ON1
OM062625,A,ON1
OM062626,A,ON1
OM062626,A,ON1
OM062626,A,ON1
OM062627,A,ON1
OM062627,A,ON1
OM062627,A,ON1
OM062628,A,ON1
OM062628,A,ON1
OM062628,A,ON1
OM062629,A,ON1
OM062629,A,ON1
OM062629,A,ON1
OM062629,A,ON1
OM062629,A,ON1
OM062630,A,ON1
OM062630,A,ON1
OM062630,A,ON1
OM062631,A,ON1
OM062631,A,ON1
OM062631,A,ON1
OM062631,A,ON1
OM062631,A,ON1
OM062632,A,ON1
OM062632,A,ON1
OM062632,A,ON1
OM062633,A,ON1
OM062633,A,ON1
OM062633,A,ON1
OM062634,A,ON1
OM062634,A,ON1
OM062635,A,ON1
OM062635,A,ON1
OM062635,A,ON1
OM062635,A,ON1
OM062636,A,ON1
OM062636,A,ON1
OM062636,A,ON1
OM062637,A,ON1
OM062637,A,ON1
OM062637,A,ON1
OM062637,A,ON1
OM062638,A,ON1
OM062638,A,ON1
OM062638,A,ON1
OM062639,A,ON1
OM062639,A,ON1
OM062639,A,ON1
OM062639,A,ON1
OM062639,A,ON1
OM062640,A,ON1
OM062640,A,ON1
OM062640,A,ON1
OM062640,A,ON1
OM062641,A,ON1
OM062641,A,ON1
OM062641,A,ON1
OM062641,A,ON1
OM062642,A,ON1
OM062642,A,ON1
OM062642,A,ON1
OM062642,A,ON1
OM062642,A,ON1
OM062643,A,ON1
OM062643,A,ON1
OM062643,A,ON1
OM062644,A,ON1
OM062644,A,ON1
OM062644,A,ON1
OM062644,A,ON1
OM062644,A,ON1
OM062645,A,ON1
OM062645,A,ON1
OM062645,A,ON1
OM062645,A,ON1
OM062646,A,ON1
OM062646,A,ON1
OM062646,A,ON1
OM062646,A,ON1
OM062647,A,ON1
OM062647,A,ON1
OM062647,A,ON1
OM062648,A,ON1
OM062648,A,ON1
OM062648,A,ON1
OM062649,A,ON1
OM062649,A,ON1
OM062649,A,ON1
OM062650,A,ON1
OM062650,A,ON1
OM062650,A,ON1
OM062650,A,ON1
OM062651,A,ON1
OM062651,A,ON1
OM062651,A,ON1
OM062652,A,ON1
OM062652,A,ON1
OM062652,A,ON1
OM062653,A,ON1
OM062653,A,ON1
OM062653,A,ON1
OM062653,A,ON1
OM062653,A,ON1
OM062654,A,ON1
OM062654,A,ON1
OM062654,A,ON1
OM062654,A,ON1
OM062655,A,ON1
OM062655,A,ON1
OM062655,A,ON1
OM062655,A,ON1
OM062656,A,ON1
OM062656,A,ON1
OM062656,A,ON1
OM062656,A,ON1
OM062656,A,ON1
OM062657,A,ON1
OM062657,A,ON1
OM062657,A,ON1
OM062658,A,ON1
OM062658,A,ON1
OM062658,A,ON1
OM062659,A,ON1
OM062659,A,ON1
OM062659,A,ON1
OM062660,A,ON1
OM062660,A,ON1
OM062660,A,ON1
OM062661,A,ON1
OM062661,A,ON1
OM062661,A,ON1
OM062661,A,ON1
OM062661,A,ON1
OM062662,A,ON1
OM062662,A,ON1
OM062662,A,ON1
OM062662,A,ON1
OM062662,A,ON1
OM062663,A,ON1
OM062663,A,ON1
OM062663,A,ON1
OM062663,A,ON1
OM062664,A,ON1
OM062664,A,ON1
OM062664,A,ON1
OM062664,A,ON1
OM062664,A,ON1
OM062665,A,ON1
OM062665,A,ON1
OM062665,A,ON1
OM062666,A,ON1
OM062666,A,ON1
OM062666,A,ON1
OM062667,A,ON1
OM062667,A,ON1
