Accession ID,subtype,genotype
JQ844869,B,BAVII
JQ844869,B,BAVII
JQ844869,B,BAVIII
JQ844869,B,BAV
JQ844869,B,BAIV
JQ844869,B,BAX
JQ844871,B,BAIX
JQ844871,B,BAIX
JQ844871,B,BAIX
JQ844871,B,BAVII
JQ844871,B,BAIX
JQ844871,B,BAVII
JQ844872,B,BAVII
JQ844872,B,BAVII
JQ844872,B,BAIX
JQ844872,B,BAVIII
JQ844872,B,BAVIII
JQ844872,B,BAV
JQ844873,B,BAIX
JQ844873,B,BAIX
JQ844873,B,BAVII
JQ844873,B,BAIX
JQ844873,B,BAVII
JQ844873,B,BAIV
JQ844857,A,NA1
JQ844857,A,NA1
JQ844858,A,GA5
JQ844858,A,GA5
JQ844859,A,GA5
JQ844862,A,NA1
JQ844862,A,NA1
JQ844862,A,NA1
JQ844862,A,NA1
JQ844865,A,GA5
JQ844865,A,GA5
JQ844866,A,GA5
JQ844867,A,GA5
JQ844868,B,BAIX
JQ844868,B,BAIX
JQ844868,B,BAIX
JQ844868,B,BAVII
JQ844868,B,BAIX
JQ844868,B,BAVII
JQ844855,A,NA1
JQ844855,A,NA1
JQ844856,A,NA1
JQ844856,A,NA1
JQ844860,A,NA1
JQ844860,A,NA1
JQ844860,A,NA1
JQ844861,A,NA1
JQ844861,A,NA1
JQ844863,A,NA1
JQ844863,A,NA1
JQ844863,A,NA1
JQ844863,A,NA1
JQ844864,A,NA1
JQ844864,A,NA1
JQ844864,A,NA1
JQ844864,A,NA1
JQ844870,B,BAX
JQ844870,B,BAX
JQ844870,B,BAVII
JQ844870,B,BAVII
JQ844870,B,BAIX
JQ844870,B,BAIX
JQ844874,B,BAX
JQ844874,B,BAX
JQ844874,B,BAVII
JQ844874,B,BAVII
JQ844874,B,BAIX
JQ844874,B,BAIX
JQ844875,B,BAX
JQ844875,B,BAX
JQ844875,B,BAVII
JQ844875,B,BAVII
JQ844875,B,BAIX
JQ844875,B,BAIX
