Accession ID,genotype
LC365787,A
LC365789,A
LC365788,A
LC365790,A
LC365791,A
LC365792,A
LC365793,A
LC365794,A
LC365795,A
LC365796,A
LC365797,A
LC365798,A
LC365801,A
LC365799,A
LC365800,A
LC365803,A
LC365804,A
LC365802,A
LC365805,A
LC365807,A
LC365806,A
LC365808,A
LC365810,A
LC365809,A
LC365811,A
LC365812,A
LC365813,A
LC365814,A
LC365815,A
LC365818,A
LC365816,A
LC365817,A
LC365819,A
LC365820,A
LC365821,A
LC365822,A
LC365823,A
LC365824,A
LC365825,A
LC365826,A
LC365827,A
LC365829,A
LC365828,A
LC365830,A
LC365832,A
LC365831,A
LC365833,A
LC365835,A
LC365836,A
LC365837,A
LC365834,A
LC365838,A
LC365839,A
LC365840,A
LC365841,A
LC365842,A
LC365843,A
LC365844,A
LC365845,A
LC365847,A
LC365846,A
LC365848,A
LC365849,A
LC365850,A
LC365851,A
LC365852,A
LC365853,A
LC365855,A
LC365856,A
LC365854,A
LC365857,A
LC365858,A
LC365859,A
LC365860,A
LC365862,A
LC365861,A
LC365863,A
LC365864,A
LC365865,A
LC365866,A
LC365867,A
LC365868,A
LC365869,A
LC365870,A
LC365871,A
LC365872,A
LC365873,A
LC365874,A
LC365875,A
LC365876,A
LC365877,A
LC365878,A
LC365879,A
LC365880,A
LC365881,A
LC365888,A
LC365882,A
LC365883,A
LC365884,A
LC365885,A
LC365886,A
LC365887,A
LC365889,A
LC365890,A
LC365891,A
LC365892,A
LC365893,A
LC365898,A
LC365894,A
LC365895,A
LC365897,A
LC365896,A
LC365899,A
LC365900,A
LC365901,A
LC365902,A
LC365903,A
LC365905,A
LC365904,A
LC365906,A
LC365907,A
LC365908,A
LC365909,A
LC365910,A
LC365911,A
LC365912,A
LC365913,A
LC365914,A
LC365915,A
LC365916,A
LC365917,A
LC367132,A
LC367133,A
LC367134,A
LC367135,A
LC367136,A
LC367141,A
LC367138,A
LC367139,A
LC367140,A
LC367137,A
LC367142,A
LC367143,A
LC367144,A
LC367145,A
LC367146,A
LC367147,A
LC367148,A
LC367150,A
LC367149,A
LC367151,A
LC367152,A
LC367153,A
LC367154,A
LC367155,A
LC367156,A
LC367157,A
LC367158,A
LC367159,A
LC367160,A
LC367164,A
LC367161,A
LC367162,A
LC367163,A
LC367165,A
LC367166,A
LC367169,A
LC367167,A
LC367168,A
LC367170,A
LC367171,A
LC367172,A
LC367173,A
LC367174,A
LC367175,A
LC367176,A
LC367177,A
LC367178,A
LC367179,A
LC367180,A
LC367181,A
LC367182,A
LC367184,A
LC367183,A
LC367186,A
LC367185,A
LC367187,A
LC367188,A
LC367189,A
LC367190,A
LC367191,A
LC367192,A
LC367193,A
LC367194,A
LC367195,A
LC367196,A
LC367197,A
LC367198,A
LC367199,A
LC367200,A
LC367201,A
LC367202,A
LC367203,A
LC367204,A
LC367205,A
LC367206,A
LC367207,A
LC367210,A
LC367209,A
LC367208,A
LC367211,A
LC367212,A
LC367213,A
LC367214,A
LC367215,A
LC367216,A
LC367217,A
LC367218,A
LC367219,A
