Accession ID,genotype
EU109312,A
EU109313,A
EU109314,A
EU109315,A
EU109316,A
EU109317,A
EU109318,A
EU109319,A
EU109320,A
EU109321,A
EU109322,A
EU109323,A
EU109324,A
EU109325,A
EU109326,A
EU109327,A
EU109328,A
EU109329,A
EU109330,A
EU109331,A
EU109332,A
EU109333,A
EU109334,A
EU109335,A
EU109336,A
EU109337,A
EU109338,A
EU109339,A
EU109340,A
EU109341,A
EU109342,A
EU109343,A
EU109344,A
EU109345,A
EU109346,A
EU109347,A
EU109348,A
EU109349,A
EU109350,A
EU109351,A
EU109352,A
EU109353,A
EU109354,A
EU109355,A
EU109356,A
EU109357,A
EU109358,A
EU109359,A
EU109360,A
EU109361,A
EU109362,A
EU109363,A
EU109364,A
EU109365,A
EU109366,A
EU109367,A
EU109368,A
EU109369,A
EU109370,A
EU109371,A
EU109372,A
EU109373,A
EU109374,A
EU109375,A
EU109376,A
EU109377,B
EU109378,B
EU109379,B
EU109380,B
EU109381,B
EU109382,B
EU109383,B
EU109384,B
EU109385,B
EU109386,B
EU109387,B
EU109388,B
EU109389,B
EU109390,B
EU109391,B
EU109392,B
EU109393,B
EU109394,B
EU109395,B
EU109396,B
EU109397,B
EU109398,B
EU109399,B
EU109400,B
EU109401,B
EU109402,B
EU109403,B
EU109404,B
EU109405,B
EU109406,B
EU109407,B
EU109408,B
EU109409,B
EU109410,B
EU109411,B
EU109412,B
EU109413,B
EU109414,B
EU109415,B
EU109416,B
EU109417,B
EU109418,B
EU109419,B
EU109420,B
EU109421,B
EU109422,B
EU109423,B
EU109424,B
EU109425,B
