Accession ID,subtype,genotype
MW160753,A,ON1
MW160753,A,ON1
MW160753,A,ON1
MW160753,A,ON1
MW160750,B,BAIX
MW160750,B,BAVII
MW160750,B,BAI
MW160750,B,BAIX
MW160804,B,BAIX
MW160804,B,BAIX
MW160804,B,BAVII
MW160804,B,BAIX
MW160744,B,BAIX
MW160744,B,BAIX
MW160744,B,BAVII
MW160744,B,BAIII
MW160744,B,BAIII
MW160744,B,BAIX
MW160751,B,BAIX
MW160751,B,BAIX
MW160751,B,BAVII
MW160751,B,BAIX
MW160751,B,BAIII
MW160751,B,BAIII
MW160798,B,BAIX
MW160798,B,BAIX
MW160798,B,BAVI
MW160798,B,BAVI
MW160798,B,BAIX
MW160798,B,BAIX
MW160788,B,BAIX
MW160788,B,BAI
MW160788,B,BAIX
MW160755,B,BAIX
MW160755,B,BAVII
MW160755,B,BAI
MW160755,B,BAIX
MW160748,B,BAIX
MW160748,B,BAIX
MW160748,B,BAVII
MW160748,B,BAIX
MW160748,B,BAIII
MW160748,B,BAVII
MW160746,A,ON1
MW160746,A,ON1
MW160746,A,ON1
MW160746,A,ON1
MW160746,A,ON1
MW160754,A,ON1
MW160754,A,ON1
MW160754,A,ON1
MW160754,A,ON1
MW160754,A,ON1
MW160756,A,ON1
MW160756,A,ON1
MW160756,A,ON1
MW160756,A,ON1
MW160756,A,ON1
MW160766,A,ON1
MW160766,A,ON1
MW160766,A,ON1
MW160766,A,ON1
MW160766,A,ON1
MW160797,A,ON1
MW160797,A,ON1
MW160797,A,ON1
MW160797,A,ON1
MW160797,A,ON1
MW160752,B,BAIX
MW160752,B,BAIX
MW160752,B,BAVII
MW160752,B,BAIX
MW160747,A,ON1
MW160747,A,ON1
MW160747,A,ON1
MW160747,A,ON1
MW160747,A,ON1
MW160745,B,BAIX
MW160745,B,BAVI
MW160745,B,BAVI
MW160745,B,BAIX
MW160745,B,BAIX
MW160745,B,BAIX
MW160749,A,ON1
MW160749,A,ON1
MW160749,A,ON1
MW160749,A,ON1
MW160749,A,ON1
MW160791,B,BAIX
MW160791,B,BAVI
MW160791,B,BAVI
MW160791,B,BAIX
MW160791,B,BAIX
MW160791,B,BAIX
MW160758,A,ON1
MW160758,A,ON1
MW160758,A,ON1
MW160758,A,ON1
MW160758,A,ON1
MW160760,B,BAIX
MW160760,B,BAIX
MW160760,B,BAVII
MW160760,B,BAIII
MW160760,B,BAIX
MW160760,B,BAIII
MW160789,B,BAIX
MW160789,B,BAIX
MW160789,B,BAVII
MW160789,B,BAIII
MW160789,B,BAIII
MW160789,B,BAIX
MW160759,A,ON1
MW160759,A,ON1
MW160759,A,ON1
MW160757,B,BAIX
MW160757,B,BAVII
MW160757,B,BAIX
MW160757,B,BAI
MW160757,B,BAIII
MW160757,B,BAIII
MW160806,B,BAIX
MW160806,B,BAIX
MW160806,B,BAVII
MW160806,B,BAIX
MW160796,B,BAIX
MW160796,B,BAVII
MW160796,B,BAI
MW160796,B,BAIX
MW160805,B,BAIX
MW160805,B,BAIX
MW160805,B,BAVII
MW160805,B,BAIX
MW160805,B,BAIII
MW160805,B,BAVII
MW160799,A,ON1
MW160799,A,ON1
MW160799,A,ON1
MW160799,A,ON1
MW160799,A,ON1
MW160790,B,BAIX
MW160790,B,BAVI
MW160790,B,BAVI
MW160790,B,BAIX
MW160790,B,BAIX
MW160790,B,BAIX
MW160803,A,ON1
MW160803,A,ON1
MW160803,A,ON1
MW160803,A,ON1
MW160803,A,ON1
MW160802,B,BAIX
MW160802,B,BAIX
MW160802,B,BAVII
MW160802,B,BAIX
MW160802,B,BAIII
MW160802,B,BAVII
MW160795,A,ON1
MW160795,A,ON1
MW160795,A,ON1
MW160795,A,ON1
MW160795,A,ON1
MW160801,A,ON1
MW160801,A,ON1
MW160801,A,ON1
MW160801,A,ON1
MW160801,A,ON1
MW160794,B,BAIX
MW160794,B,BAIX
MW160794,B,BAVII
MW160794,B,BAIX
MW160800,B,BAIX
MW160800,B,BAIX
MW160800,B,BAVII
MW160800,B,BAIX
MW160800,B,BAIII
MW160793,B,BAIX
MW160793,B,BAIX
MW160793,B,BAVII
MW160793,B,BAIX
MW160792,B,BAIX
MW160792,B,BAVII
MW160792,B,BAI
MW160792,B,BAIX
MW160807,A,ON1
MW160807,A,ON1
MW160807,A,ON1
MW160807,A,ON1
MW160807,A,ON1
MW160811,B,BAIX
MW160811,B,BAIX
MW160811,B,BAVII
MW160811,B,BAIX
MW160813,B,BAIX
MW160813,B,BAIX
MW160813,B,BAVII
MW160813,B,BAIX
MW160820,A,ON1
MW160820,A,ON1
MW160820,A,ON1
MW160820,A,ON1
MW160820,A,ON1
MW160821,B,BAIX
MW160821,B,BAIX
MW160821,B,BAVII
MW160821,B,BAIX
MW160821,B,BAIII
MW160821,B,BAVII
MW160824,A,ON1
MW160824,A,ON1
MW160824,A,ON1
MW160824,A,ON1
MW160824,A,ON1
MW160828,A,ON1
MW160828,A,ON1
MW160828,A,ON1
MW160828,A,ON1
MW160828,A,ON1
MW160763,B,BAIX
MW160763,B,BAIX
MW160763,B,BAVII
MW160763,B,BAIX
MW160763,B,BAIII
MW160763,B,BAVII
MW160777,B,BAIX
MW160777,B,BAIX
MW160777,B,BAIV
MW160777,B,BAIX
MW160770,B,BAIX
MW160770,B,BAIX
MW160770,B,BAVII
MW160770,B,BAIX
MW160770,B,BAIX
MW160817,B,BAIX
MW160817,B,BAIX
MW160825,A,ON1
MW160825,A,ON1
MW160825,A,ON1
MW160825,A,ON1
MW160825,A,ON1
MW160832,B,BAIX
MW160832,B,BAIX
MW160832,B,BAVII
MW160832,B,BAIX
MW160832,B,BAIX
MW160832,B,BAIII
MW160836,B,BAIX
MW160836,B,BAIX
MW160836,B,BAIX
MW160836,B,BAIX
MW160837,B,BAIX
MW160837,B,BAIX
MW160837,B,BAIX
MW160837,B,BAVII
MW160837,B,BAIX
MW160780,B,BAIX
MW160780,B,BAIX
MW160780,B,BAIX
MW160780,B,BAIX
MW160781,B,BAIX
MW160781,B,BAIX
MW160781,B,BAVII
MW160781,B,BAIX
MW160781,B,BAIX
MW160781,B,BAIII
MW160764,A,ON1
MW160764,A,ON1
MW160764,A,ON1
MW160764,A,ON1
MW160764,A,ON1
MW160769,A,ON1
MW160769,A,ON1
MW160769,A,ON1
MW160769,A,ON1
MW160769,A,ON1
MW160775,B,BAIX
MW160775,B,BAIX
