Accession ID,subtype,genotype
AB683223,B,BAVII
AB683223,B,BAIX
AB683223,B,BAIX
AB683223,B,BAVI
AB683223,B,BAIX
AB683223,B,BAVII
AB683222,B,BAVII
AB683222,B,BAIX
AB683222,B,BAIX
AB683222,B,BAVI
AB683222,B,BAIX
AB683222,B,BAVII
AB683224,B,BAIX
AB683224,B,BAIX
AB683224,B,BAIX
AB683224,B,BAVII
AB683224,B,BAIV
AB683224,B,BAIX
AB683199,A,NA1
AB683199,A,NA1
AB683199,A,NA1
AB683200,A,NA1
AB683200,A,NA1
AB683200,A,NA1
AB683188,A,NA1
AB683188,A,NA1
AB683188,A,NA1
AB683189,A,NA1
AB683189,A,NA1
AB683189,A,NA1
AB683190,A,NA1
AB683190,A,NA1
AB683190,A,NA1
AB683191,A,NA1
AB683191,A,NA1
AB683191,A,NA1
AB683191,A,NA1
AB683201,A,NA1
AB683201,A,NA1
AB683201,A,NA1
AB683202,A,NA1
AB683202,A,NA1
AB683202,A,NA1
AB683203,A,NA1
AB683203,A,NA1
AB683203,A,NA1
AB683225,B,BAIX
AB683225,B,BAIX
AB683225,B,BAIX
AB683225,B,BAVII
AB683225,B,BAIV
AB683225,B,BAIX
AB683236,B,BAVII
AB683236,B,BAX
AB683236,B,BAIX
AB683236,B,BAIX
AB683236,B,BAIX
AB683236,B,BAIV
AB683204,A,NA1
AB683204,A,NA1
AB683204,A,NA1
AB683192,A,NA1
AB683192,A,NA1
AB683193,A,NA1
AB683193,A,NA1
AB683193,A,NA1
AB683194,A,NA1
AB683194,A,NA1
AB683205,A,NA1
AB683205,A,NA1
AB683205,A,NA1
AB683206,A,NA1
AB683206,A,NA1
AB683206,A,NA1
AB683207,A,NA1
AB683207,A,NA1
AB683207,A,NA1
AB683208,A,NA1
AB683208,A,NA1
AB683208,A,NA1
AB683209,A,NA1
AB683209,A,NA1
AB683209,A,NA1
AB683210,A,NA1
AB683210,A,NA1
AB683210,A,NA1
AB683195,A,NA1
AB683195,A,NA1
AB683195,A,NA1
AB683195,A,NA1
AB683237,B,BAIX
AB683237,B,BAIX
AB683237,B,BAVII
AB683237,B,BAIX
AB683237,B,BAIII
AB683237,B,BAIV
AB683226,B,BAXII
AB683226,B,BAXII
AB683226,B,BAVII
AB683226,B,BAIV
AB683226,B,BAVI
AB683226,B,BAIX
AB683211,A,NA1
AB683211,A,NA1
AB683211,A,NA1
AB683227,B,BAIX
AB683227,B,BAIX
AB683227,B,BAIX
AB683227,B,BAVII
AB683227,B,BAVI
AB683227,B,BAIII
AB683228,B,BAIX
AB683228,B,BAVII
AB683228,B,BAIX
AB683228,B,BAIX
AB683228,B,BAVI
AB683228,B,BAVI
AB683212,A,NA1
AB683212,A,NA1
AB683212,A,NA1
AB683229,B,BAIX
AB683229,B,BAIX
AB683229,B,BAIX
AB683229,B,BAVII
AB683229,B,BAIX
AB683213,A,NA1
AB683213,A,NA1
AB683213,A,NA1
AB683230,B,BAIX
AB683230,B,BAIX
AB683230,B,BAIX
AB683230,B,BAVII
AB683230,B,BAVI
AB683230,B,BAVI
AB683214,A,NA1
AB683214,A,NA1
AB683214,A,NA1
AB683215,A,NA1
AB683215,A,NA1
AB683215,A,NA1
AB683216,A,NA1
AB683216,A,NA1
AB683217,A,NA1
AB683217,A,NA1
AB683217,A,NA1
AB683231,B,BAXII
AB683231,B,BAXII
AB683231,B,BAVII
AB683231,B,BAIV
AB683231,B,BAVI
AB683231,B,BAIX
AB683218,A,NA1
AB683218,A,NA1
AB683218,A,NA1
AB683219,A,NA1
AB683219,A,NA1
AB683219,A,NA1
AB683232,B,BAIX
AB683232,B,BAIX
AB683232,B,BAIX
AB683232,B,BAVII
AB683232,B,BAIV
AB683232,B,BAIX
AB683233,B,BAIX
AB683233,B,BAIX
AB683233,B,BAIX
AB683233,B,BAVII
AB683233,B,BAIV
AB683233,B,BAIX
AB683220,A,NA1
AB683220,A,NA1
AB683220,A,NA1
AB683196,A,NA1
AB683196,A,NA1
AB683197,A,NA1
AB683197,A,NA1
AB683197,A,NA1
AB683221,A,NA1
AB683221,A,NA1
AB683221,A,NA1
AB683234,B,BAIX
AB683234,B,BAIX
AB683234,B,BAIX
AB683234,B,BAVII
AB683234,B,BAIV
AB683234,B,BAIX
AB683235,B,BAIX
AB683235,B,BAIX
AB683235,B,BAIX
AB683235,B,BAVII
AB683235,B,BAIV
AB683235,B,BAIX
AB683198,A,NA1
AB683198,A,NA1
AB683198,A,NA1
AB683198,A,NA2
AB683198,A,NA2
AB683198,A,ON1
