Accession ID,subtype,genotype
KX946342,A,NA1
KX946343,A,NA1
KX946343,A,NA1
KX946343,A,NA1
KX946344,A,NA1
KX946344,A,NA1
KX946344,A,NA1
KX946345,A,NA1
KX946345,A,NA1
KX946345,A,NA1
KX946345,A,NA1
KX946346,A,NA1
KX946346,A,NA1
KX946346,A,NA1
KX946346,A,NA1
KX946347,A,NA1
KX946347,A,NA1
KX946347,A,NA1
KX946348,A,NA1
KX946348,A,NA1
KX946348,A,NA1
KX946348,A,NA2
KX946349,A,NA1
KX946349,A,NA1
KX946349,A,NA1
KX946350,A,NA1
KX946351,A,NA1
KX946351,A,NA1
KX946351,A,NA1
KX946351,A,NA1
KX946352,A,NA1
KX946352,A,NA1
KX946352,A,NA1
KX946352,A,NA1
KX946353,A,NA1
KX946353,A,NA1
KX946353,A,NA1
KX946354,A,NA1
KX946354,A,NA1
KX946354,A,NA1
KX946354,A,NA2
KX946354,A,GA2
KX946354,A,GA2
KX946355,A,NA1
KX946355,A,NA1
KX946355,A,NA1
KX946356,A,NA1
KX946356,A,NA1
KX946356,A,NA1
KX946356,A,NA1
KX946357,A,NA1
KX946357,A,NA1
KX946357,A,NA1
KX946357,A,NA1
KX946358,A,NA1
KX946358,A,NA1
KX946358,A,NA1
KX946359,A,NA1
KX946359,A,NA1
KX946359,A,NA1
KX946359,A,NA1
KX946360,A,NA1
KX946360,A,NA1
KX946360,A,NA1
KX946360,A,NA1
KX946361,A,NA1
KX946361,A,NA1
KX946361,A,NA1
KX946362,A,NA1
KX946363,A,NA1
KX946363,A,NA1
KX946363,A,NA1
KX946364,A,NA1
KX946364,A,NA1
KX946364,A,NA1
KX946364,A,NA1
KX946365,A,NA1
KX946365,A,NA1
KX946365,A,NA1
KX946365,A,NA1
KX946366,A,NA1
KX946367,A,NA1
KX946367,A,NA1
KX946367,A,NA1
KX946367,A,NA1
KX946368,A,NA1
KX946368,A,NA1
KX946368,A,NA1
KX946368,A,NA1
KX946369,A,NA1
KX946369,A,NA1
KX946369,A,NA1
KX946369,A,NA1
KX946370,A,NA1
KX946370,A,NA1
KX946370,A,NA1
KX946370,A,NA1
KX946371,A,NA1
KX946371,A,NA1
KX946372,A,NA1
KX946372,A,NA1
KX946372,A,NA1
KX946373,A,NA1
KX946373,A,NA1
KX946374,A,NA1
KX946374,A,NA1
KX946374,A,NA1
KX946375,A,NA1
KX946375,A,NA1
KX946376,A,NA1
KX946376,A,NA1
KX946376,A,NA1
KX946376,A,NA1
KX946377,A,NA1
KX946377,A,NA1
KX946377,A,NA1
KX946377,A,NA1
KX946378,A,NA1
KX946379,A,NA1
KX946379,A,NA1
KX946379,A,NA1
KX946379,A,NA1
KX946380,A,NA1
KX946380,A,NA1
KX946380,A,NA1
KX946380,A,NA1
KX946381,A,NA1
KX946381,A,NA1
KX946381,A,NA1
KX946381,A,NA1
KX946382,A,NA1
KX946382,A,NA1
KX946382,A,NA1
KX946382,A,NA1
KX946383,A,NA1
KX946383,A,NA1
KX946383,A,NA1
KX946383,A,GA2
KX946384,A,NA1
KX946384,A,NA1
KX946384,A,NA1
KX946384,A,NA1
KX946385,A,NA1
KX946385,A,NA1
KX946385,A,NA1
KX946385,A,NA1
KX946386,A,NA1
KX946386,A,NA1
KX946386,A,NA1
KX946387,A,NA1
KX946387,A,NA1
KX946387,A,NA1
KX946387,A,NA1
KX946388,A,NA1
KX946388,A,NA1
KX946388,A,NA1
KX946388,A,NA1
KX946389,A,NA1
KX946389,A,NA1
KX946390,A,NA1
KX946390,A,NA1
KX946390,A,NA1
KX946390,A,NA1
KX946391,A,NA1
KX946391,A,NA1
KX946391,A,NA1
KX946392,A,NA1
KX946392,A,NA1
KX946392,A,NA1
KX946393,A,NA1
KX946393,A,NA1
KX946393,A,NA1
KX946393,A,NA1
KX946394,A,NA1
KX946394,A,NA1
KX946395,A,NA1
KX946395,A,NA1
KX946395,A,NA1
KX946395,A,NA1
KX946396,A,NA1
KX946396,A,NA1
KX946396,A,NA1
KX946396,A,NA1
KX946397,A,NA1
KX946397,A,NA1
KX946397,A,NA1
KX946397,A,NA1
KX946398,A,NA1
KX946398,A,NA1
KX946398,A,NA1
KX946398,A,NA1
KX946399,A,NA1
KX946399,A,NA1
KX946399,A,NA1
KX946399,A,NA1
KX946400,A,NA1
KX946400,A,NA1
KX946400,A,NA1
KX946400,A,NA1
KX946401,A,NA1
KX946401,A,NA1
KX946401,A,NA1
KX946401,A,NA1
KX946402,A,NA1
KX946402,A,NA1
KX946402,A,NA1
KX946402,A,NA1
KX946403,A,NA1
KX946403,A,NA1
KX946403,A,NA1
KX946403,A,NA1
KX946404,A,NA1
KX946404,A,NA1
KX946404,A,NA1
KX946404,A,NA1
KX946405,A,NA1
KX946405,A,NA1
KX946405,A,NA1
KX946405,A,NA1
KX946406,A,NA1
KX946406,A,NA1
KX946406,A,NA1
KX946406,A,NA1
KX946407,A,NA1
KX946407,A,NA1
KX946407,A,NA1
KX946407,A,NA1
KX946408,A,NA1
KX946408,A,NA1
KX946408,A,NA1
KX946409,A,NA1
KX946409,A,NA1
KX946409,A,NA1
KX946410,A,NA1
KX946410,A,NA1
KX946410,A,NA1
KX946411,A,NA1
KX946411,A,NA1
KX946411,A,NA1
KX946412,A,NA1
KX946412,A,NA1
KX946412,A,NA1
KX946413,A,NA1
KX946413,A,NA1
KX946413,A,NA1
KX946414,A,NA1
KX946414,A,NA1
KX946414,A,NA1
KX946415,A,NA1
