Accession ID,subtype,genotype
MZ515849,B,BAIX
MZ515849,B,BAIX
MZ515849,B,BAIX
MZ515849,B,BAVII
MZ515849,B,BAIX
MZ515849,B,BAIII
MZ515843,B,BAIX
MZ515843,B,BAVII
MZ515843,B,BAIII
MZ515843,B,BAIII
MZ515843,B,BAIX
MZ515843,B,BAVII
MZ515926,B,BAIX
MZ515926,B,BAIX
MZ515926,B,BAIX
MZ515926,B,BAIX
MZ516087,A,ON1
MZ516087,A,ON1
MZ515840,A,ON1
MZ515840,A,ON1
MZ516025,B,BAIX
MZ516025,B,BAIX
MZ516025,B,BAVII
MZ516025,B,BAIX
MZ516141,B,BAIX
MZ516141,B,BAIX
MZ516141,B,BAVII
MZ516141,B,BAIX
MZ516126,B,BAIX
MZ516126,B,BAIX
MZ516126,B,BAVII
MZ516126,B,BAIX
MZ515892,B,BAIX
MZ515892,B,BAIX
MZ515892,B,BAVII
MZ515892,B,BAIX
MZ515729,B,BAIX
MZ515729,B,BAIX
MZ515729,B,BAVII
MZ515729,B,BAIX
MZ515578,B,BAIX
MZ515578,B,BAVII
MZ515578,B,BAIII
MZ515578,B,BAIII
MZ515578,B,BAIX
MZ515578,B,BAVII
MZ515952,B,BAIX
MZ515952,B,BAIX
MZ515952,B,BAVII
MZ515952,B,BAIX
MZ516032,B,BAIX
MZ516032,B,BAIX
MZ516032,B,BAVII
MZ516032,B,BAIII
MZ516032,B,BAIII
MZ516032,B,BAIX
MZ515612,B,BAIX
MZ515612,B,BAIX
MZ515612,B,BAVI
MZ515612,B,BAIX
MZ515710,B,BAIX
MZ515710,B,BAIX
MZ515710,B,BAIX
MZ515710,B,BAIX
MZ516058,A,ON1
MZ516058,A,ON1
MZ516058,A,ON1
MZ516058,A,ON1
MZ516058,A,ON1
MZ515973,A,ON1
MZ515973,A,ON1
MZ515973,A,ON1
MZ515973,A,ON1
MZ515973,A,ON1
MZ515817,B,BAIX
MZ515817,B,BAIX
MZ515817,B,BAIX
MZ515817,B,BAVII
MZ515817,B,BAIX
MZ515817,B,BAIII
MZ515713,B,BAIX
MZ515713,B,BAIX
MZ515713,B,BAIX
MZ515713,B,BAVII
MZ515713,B,BAIX
MZ515713,B,BAIII
MZ515939,A,ON1
MZ515939,A,ON1
MZ515939,A,ON1
MZ515939,A,ON1
MZ515939,A,ON1
MZ515939,A,NA1
MZ516108,A,ON1
MZ516108,A,ON1
MZ516108,A,ON1
MZ516108,A,ON1
MZ516108,A,ON1
MZ515793,B,BAIX
MZ515793,B,BAIX
MZ515793,B,BAVII
MZ515793,B,BAIX
MZ516082,B,BAIX
MZ516082,B,BAVII
MZ516082,B,BAIII
MZ516082,B,BAIII
MZ516082,B,BAIX
MZ516082,B,BAVII
MZ515603,B,BAIX
MZ515603,B,BAVII
MZ515603,B,BAIII
MZ515603,B,BAIII
MZ515603,B,BAIX
MZ515603,B,BAVII
MZ516043,A,ON1
MZ516043,A,ON1
MZ516043,A,ON1
MZ516045,B,BAIX
MZ516045,B,BAVII
MZ516045,B,BAIX
MZ516045,B,BAIX
MZ516045,B,BAIX
MZ516045,B,BAVII
MZ515554,B,BAIX
MZ515554,B,BAIX
MZ515554,B,BAVII
MZ515554,B,BAIX
MZ515918,B,BAIX
MZ515918,B,BAIX
MZ515918,B,BAVII
MZ515918,B,BAIX
MZ515918,B,BAIII
MZ515918,B,BAVII
MZ516077,A,ON1
MZ516077,A,ON1
MZ516077,A,ON1
MZ516077,A,ON1
MZ515743,B,BAIX
MZ515743,B,BAIX
MZ515743,B,BAIX
MZ515743,B,BAIX
MZ515665,B,BAIX
MZ515665,B,BAIX
MZ515665,B,BAIX
MZ515665,B,BAIX
MZ515730,B,BAIX
MZ515730,B,BAIX
MZ515730,B,BAIX
MZ515730,B,BAIX
MZ515674,B,BAIX
MZ515674,B,BAVII
MZ515674,B,BAIII
MZ515674,B,BAIX
MZ515674,B,BAIII
MZ515674,B,BAVII
MZ515770,B,BAIX
MZ515770,B,BAIX
MZ515770,B,BAVII
MZ515770,B,BAIX
MZ515886,B,BAIX
MZ515886,B,BAIX
MZ515886,B,BAIX
MZ515886,B,BAIX
MZ516089,B,BAIX
MZ516089,B,BAIX
MZ516089,B,BAIX
MZ516089,B,BAIX
MZ515683,B,BAIX
MZ515683,B,BAIX
MZ515683,B,BAIX
MZ515683,B,BAIX
MZ515831,B,BAIX
MZ515831,B,BAVII
MZ515831,B,BAIII
MZ515831,B,BAIII
MZ515831,B,BAIX
MZ515831,B,BAVII
MZ515869,B,BAIX
MZ515869,B,BAIX
MZ515869,B,BAVII
MZ515869,B,BAIX
MZ515587,B,BAIX
MZ515587,B,BAIX
MZ515587,B,BAVII
MZ515587,B,BAIX
MZ515792,B,BAIX
MZ515792,B,BAIX
MZ515792,B,BAIX
MZ515792,B,BAIX
MZ515623,A,ON1
MZ515623,A,ON1
MZ515623,A,ON1
MZ515623,A,ON1
MZ515623,A,ON1
MZ515670,B,BAIX
MZ515670,B,BAIX
MZ515670,B,BAIX
MZ515670,B,BAIX
MZ515977,B,BAIX
MZ515977,B,BAIX
MZ515977,B,BAIX
MZ515977,B,BAIX
MZ515562,B,BAIX
MZ515562,B,BAIX
MZ515562,B,BAIX
MZ515562,B,BAIX
MZ515808,B,BAIX
MZ515808,B,BAIX
MZ515808,B,BAIX
MZ515808,B,BAIX
MZ516060,B,BAIX
MZ516060,B,BAIX
MZ516060,B,BAIX
MZ516060,B,BAIX
MZ515663,B,BAIX
MZ515663,B,BAIX
MZ515663,B,BAIX
MZ515663,B,BAIX
MZ516034,B,BAIX
MZ516034,B,BAIX
MZ516034,B,BAIX
MZ516034,B,BAIX
MZ515789,A,ON1
MZ515789,A,ON1
MZ515789,A,ON1
MZ515789,A,ON1
MZ515789,A,ON1
MZ515811,A,ON1
MZ515811,A,ON1
MZ515811,A,ON1
MZ515811,A,ON1
MZ515811,A,ON1
MZ515955,B,BAIX
MZ515955,B,BAIX
MZ515955,B,BAIX
MZ515955,B,BAIX
MZ515862,A,ON1
MZ515862,A,ON1
MZ515862,A,ON1
MZ515862,A,ON1
MZ515862,A,ON1
MZ516106,A,ON1
MZ516106,A,ON1
MZ516106,A,ON1
MZ516106,A,ON1
MZ516106,A,ON1
MZ515641,A,ON1
MZ515641,A,ON1
MZ515641,A,ON1
MZ515641,A,ON1
MZ515641,A,ON1
MZ515915,A,ON1
MZ515915,A,ON1
MZ515915,A,ON1
MZ515915,A,ON1
MZ515915,A,ON1
MZ515995,B,BAIX
MZ515995,B,BAIX
MZ515995,B,BAIX
MZ515995,B,BAIX
MZ516019,A,ON1
MZ516019,A,ON1
MZ516019,A,ON1
MZ516019,A,ON1
MZ516019,A,ON1
MZ515996,B,BAIX
MZ515996,B,BAIX
MZ515996,B,BAVII
MZ515996,B,BAIX
MZ516050,B,BAIX
MZ516050,B,BAIX
MZ516050,B,BAIX
MZ516050,B,BAIX
MZ515565,B,BAIX
MZ515565,B,BAVII
MZ515565,B,BAI
MZ515565,B,BAIX
MZ515565,B,BAIII
MZ515565,B,BAIII
MZ515787,B,BAIX
MZ515787,B,BAIX
MZ515787,B,BAIX
MZ515787,B,BAIX
