Accession ID,subtype,genotype
KY773693,A,NA1
KY773693,A,NA1
KY773693,A,NA1
KY773693,A,NA1
KY773699,A,GA5
KY773703,B,BAIX
KY773703,B,BAIX
KY773703,B,BAVII
KY773703,B,BAVII
KY773703,B,BAIII
KY773703,B,BAIII
KY773694,A,NA1
KY773694,A,NA1
KY773694,A,NA1
KY773695,B,BAIX
KY773695,B,BAIX
KY773695,B,BAIX
KY773695,B,BAIX
KY773695,B,BAVII
KY773695,B,BAVII
KY773702,A,GA5
KY773700,A,NA1
KY773700,A,NA1
KY773697,A,NA1
KY773697,A,NA1
KY773697,A,NA1
KY773705,B,BAIX
KY773705,B,BAIX
KY773705,B,BAIX
KY773705,B,BAIX
KY773705,B,BAVII
KY773705,B,BAVII
KY773706,B,BAX
KY773706,B,BAX
KY773706,B,BAVII
KY773706,B,BAVII
KY773706,B,BAVIII
KY773706,B,BAVIII
KY773701,B,BAIX
KY773701,B,BAIX
KY773701,B,BAIX
KY773701,B,BAVII
KY773701,B,BAVII
KY773701,B,BAIX
KY773698,A,ON1
KY773698,A,ON1
KY773698,A,ON1
KY773704,A,GA1
KY773696,A,ON1
KY773696,A,ON1
KY773696,A,ON1
KY773696,A,ON1
