Accession ID,subtype,genotype
MH181878,A,NA1
MH181878,A,NA1
MH181878,A,NA1
MH181878,A,NA1
MH181879,A,NA1
MH181879,A,NA1
MH181879,A,NA1
MH181908,A,ON1
MH181908,A,ON1
MH181908,A,ON1
MH181908,A,ON1
MH181880,A,NA1
MH181880,A,NA1
MH181881,A,NA1
MH181881,A,NA1
MH181882,A,NA1
MH181882,A,NA1
MH181883,A,NA1
MH181883,A,NA1
MH181883,A,NA1
MH181909,A,ON1
MH181909,A,ON1
MH181909,A,ON1
MH181909,A,ON1
MH181910,A,ON1
MH181910,A,ON1
MH181910,A,ON1
MH181910,A,ON1
MH181911,A,ON1
MH181911,A,ON1
MH181911,A,ON1
MH181911,A,ON1
MH181912,A,ON1
MH181912,A,ON1
MH181912,A,ON1
MH181912,A,ON1
MH181913,A,ON1
MH181913,A,ON1
MH181913,A,ON1
MH181913,A,ON1
MH181914,A,ON1
MH181914,A,ON1
MH181914,A,ON1
MH181914,A,ON1
MH181885,A,NA1
MH181885,A,NA1
MH181885,A,NA1
MH181915,A,ON1
MH181915,A,ON1
MH181916,A,ON1
MH181916,A,ON1
MH181916,A,ON1
MH181916,A,ON1
MH181917,A,ON1
MH181917,A,ON1
MH181886,A,NA1
MH181886,A,NA1
MH181918,A,ON1
MH181918,A,ON1
MH181918,A,ON1
MH181918,A,ON1
MH181888,A,NA1
MH181888,A,NA1
MH181889,A,NA1
MH181889,A,NA1
MH181889,A,NA1
MH181890,A,NA1
MH181890,A,NA1
MH181891,A,NA1
MH181891,A,NA1
MH181891,A,NA1
MH181919,A,ON1
MH181919,A,ON1
MH181919,A,ON1
MH181919,A,ON1
MH181920,A,ON1
MH181920,A,ON1
MH181920,A,ON1
MH181920,A,ON1
MH181921,A,ON1
MH181921,A,ON1
MH181921,A,ON1
MH181921,A,ON1
MH181922,A,ON1
MH181922,A,ON1
MH181922,A,ON1
MH181923,A,ON1
MH181923,A,ON1
MH181923,A,ON1
MH181923,A,ON1
MH181924,A,ON1
MH181924,A,ON1
MH181924,A,ON1
MH181925,A,ON1
MH181925,A,ON1
MH181925,A,ON1
