Accession ID,genotype
JX477455,A
JX477456,A
JX477457,A
JX477458,A
JX477537,B
JX477538,B
JX477539,B
JX477540,B
JX477459,A
JX477541,B
JX477542,B
JX477543,B
JX477460,A
JX477461,A
JX477462,A
JX477463,A
JX477464,A
JX477465,A
JX477466,A
JX477467,A
JX477468,A
JX477469,A
JX477470,A
JX477471,A
JX477544,B
JX477545,B
JX477546,B
JX477547,B
JX477472,A
JX477473,A
JX477474,A
JX477475,A
JX477476,A
JX477477,A
JX477478,A
JX477479,A
JX477480,A
JX477481,A
JX477548,B
JX477482,A
JX477483,A
JX477484,A
JX477485,A
JX477486,A
JX477487,A
JX477488,A
JX477489,A
JX477490,A
JX477491,A
JX477492,A
JX477493,A
JX477549,B
JX477550,B
JX477551,B
JX477552,B
JX477494,A
JX477553,B
JX477554,B
JX477555,B
JX477556,B
JX477557,B
JX477558,B
JX477559,B
JX477560,B
JX477495,A
JX477496,A
JX477497,A
JX477498,A
JX477499,A
JX477500,A
JX477501,A
JX477502,A
JX477503,A
JX477504,A
JX477505,A
JX477506,A
JX477561,B
JX477507,A
JX477508,A
JX477509,A
JX477510,A
JX477562,B
JX477563,B
JX477564,B
JX477565,B
JX477566,B
JX477567,B
JX477568,B
JX477569,B
JX477511,A
JX477512,A
JX477513,A
JX477514,A
JX477515,A
JX477516,A
JX477517,A
JX477518,A
JX477519,A
JX477520,A
JX477521,A
JX477522,A
JX477523,A
JX477524,A
JX477525,A
JX477526,A
JX477527,A
JX477570,B
JX477571,B
JX477572,B
JX477573,B
JX477574,B
JX477575,B
JX477576,B
JX477528,A
JX477529,A
JX477530,A
JX477577,B
JX477578,B
JX477579,B
JX477580,B
JX477581,B
JX477582,B
JX477583,B
JX477584,B
JX477585,B
JX477586,B
JX477531,A
JX477532,A
JX477533,A
JX477534,A
JX477535,A
JX477536,A
JX477587,B
JX477588,B
JX477589,B
JX477590,B
JX477591,B
JX477592,B
JX477593,B
JX477594,B
