Accession ID,subtype,genotype
KY078394,A,NA1
KY078394,A,NA1
KY078394,A,NA1
KY078395,A,NA1
KY078396,A,NA1
KY078396,A,NA1
KY078396,A,NA1
KY078415,B,BAIX
KY078415,B,BAIX
KY078415,B,BAIX
KY078415,B,BAIX
KY078415,B,BAVII
KY078415,B,BAVII
KY078416,B,BAIX
KY078416,B,BAIX
KY078416,B,BAVII
KY078416,B,BAIX
KY078416,B,BAVII
KY078416,B,BAX
KY078432,B,BAI
KY078432,B,BAIV
KY078432,B,BAVII
KY078432,B,BAVI
KY078432,B,BAII
KY078432,B,BAII
KY078397,A,NA1
KY078397,A,NA1
KY078397,A,NA1
KY078398,A,NA1
KY078399,A,NA1
KY078399,A,NA1
KY078399,A,NA1
KY078399,A,NA1
KY078399,A,GA2
KY078406,B,BAIX
KY078406,B,BAIX
KY078406,B,BAIX
KY078406,B,BAVII
KY078406,B,BAIX
KY078406,B,BAVII
KY078407,B,BAIX
KY078407,B,BAIX
KY078407,B,BAIX
KY078407,B,BAVII
KY078407,B,BAIX
KY078407,B,BAVII
KY078417,B,BAIX
KY078417,B,BAIX
KY078417,B,BAIX
KY078417,B,BAIX
KY078417,B,BAVII
KY078417,B,BAVII
KY078418,B,BAIX
KY078418,B,BAIX
KY078418,B,BAIX
KY078418,B,BAIX
KY078418,B,BAVII
KY078418,B,BAVII
KY078433,B,BAIX
KY078433,B,BAIX
KY078433,B,BAVII
KY078433,B,BAIX
KY078433,B,BAIX
KY078433,B,BAVII
KY078400,A,NA1
KY078400,A,NA1
KY078400,A,NA1
KY078400,A,NA1
KY078401,A,NA1
KY078401,A,NA1
KY078401,A,NA1
KY078402,A,NA1
KY078402,A,NA1
KY078402,A,NA1
KY078408,B,BAIX
KY078408,B,BAIX
KY078408,B,BAIX
KY078408,B,BAVII
KY078408,B,BAIX
KY078408,B,BAVII
KY078409,B,BAIX
KY078409,B,BAIX
KY078409,B,BAIX
KY078409,B,BAIX
KY078409,B,BAVII
KY078409,B,BAVII
