Accession ID,subtype,genotype
AF548797,A,SAA1
AF548797,A,SAA1
AF548798,A,GA2
AF548798,A,GA2
AF548798,A,NA2
AF548798,A,NA1
AF548798,A,NA2
AF548798,A,NA1
AF548799,A,GA2
AF548799,A,GA2
AF548799,A,NA2
AF548799,A,NA2
AF548799,A,NA1
AF548799,A,NA1
AF548800,A,GA2
AF548800,A,NA1
AF548800,A,NA2
AF548800,A,GA2
AF548800,A,NA2
AF548800,A,NA1
AF548801,A,GA2
AF548801,A,GA2
AF548801,A,NA2
AF548801,A,NA1
AF548801,A,NA2
AF548801,A,NA1
AF548802,A,GA2
AF548802,A,GA2
AF548802,A,NA1
AF548802,A,NA2
AF548802,A,NA2
AF548803,B,GB3
AF548803,B,BAI
AF548804,B,GB3
AF548804,B,SAB3
AF548804,B,BAI
AF548804,B,BAI
AF548804,B,BAIII
AF548804,B,BAIII
AF548805,B,GB3
AF548805,B,SAB3
AF548805,B,BAI
AF548805,B,BAI
AF548805,B,BAIII
AF548805,B,BAXII
AF548806,B,URU
AF548806,B,URU
AF548806,B,SAB3
AF548806,B,BAI
AF548806,B,BAI
AF548806,B,BAVII
AF548807,B,URU
AF548807,B,URU
AF548807,B,SAB3
AF548807,B,BAI
AF548807,B,BAI
AF548807,B,BAVII
AF548808,B,SAB3
AF548808,B,SAB3
AF548808,B,GB3
AF548808,B,BAI
AF548808,B,BAI
AF548808,B,BAIII
AF548809,B,SAB3
AF548809,B,SAB3
AF548809,B,BAI
