Accession ID,subtype,genotype
AB808757,A,ON1
AB808757,A,ON1
AB808758,A,ON1
AB808758,A,ON1
AB808761,A,ON1
AB808761,A,ON1
AB808759,A,ON1
AB808759,A,ON1
AB808760,A,ON1
AB808760,A,ON1
AB808778,A,ON1
AB808762,A,ON1
AB808762,A,ON1
AB808763,A,ON1
AB808763,A,ON1
AB808764,A,ON1
AB808764,A,ON1
AB808765,A,ON1
AB808765,A,ON1
AB808766,A,ON1
AB808766,A,ON1
AB808767,A,ON1
AB808767,A,ON1
AB808768,A,ON1
AB808768,A,ON1
AB808780,A,ON1
AB808780,A,ON1
AB808780,A,ON1
AB808769,A,ON1
AB808769,A,ON1
AB808770,A,ON1
AB808770,A,ON1
AB808771,A,ON1
AB808771,A,ON1
AB808779,A,ON1
AB808779,A,ON1
AB808779,A,ON1
AB808773,A,ON1
AB808772,A,ON1
AB808772,A,ON1
AB808772,A,ON1
AB808772,A,ON1
AB808772,A,ON1
AB808774,A,ON1
AB808774,A,ON1
AB808774,A,ON1
AB808774,A,ON1
AB808774,A,ON1
AB808775,A,ON1
AB808775,A,ON1
AB808775,A,ON1
AB808775,A,ON1
AB808775,A,ON1
AB808777,A,ON1
AB808777,A,ON1
AB808777,A,ON1
AB808776,A,ON1
