Accession ID,subtype,genotype
AF516107,A,GA5
AF516107,A,GA5
AF516108,A,GA3
AF516108,A,GA3
AF516108,A,GA7
AF516108,A,GA6
AF516109,A,GA3
AF516109,A,GA3
AF516109,A,GA7
AF516109,A,GA6
AF516110,A,GA5
AF516110,A,GA5
AF516111,A,GA5
AF516111,A,GA5
AF516112,A,GA5
AF516112,A,GA5
AF516113,A,GA5
AF516113,A,GA5
AF516114,A,GA5
AF516114,A,GA5
AF516115,A,GA1
AF516116,A,GA1
AF516117,A,GA5
AF516117,A,GA5
AF516118,A,GA2
AF516118,A,GA2
AF516119,A,GA5
AF516119,A,GA5
AF516120,A,GA2
AF516120,A,GA2
AF516120,A,NA2
AF516120,A,NA2
AF516121,A,GA2
AF516121,A,GA2
AF516122,A,GA2
AF516122,A,GA2
AF516122,A,SAA1
AF516123,A,GA2
AF516123,A,GA2
AF516123,A,NA2
AF516124,A,GA5
AF516124,A,GA5
AF516125,A,GA5
AF516125,A,GA5
AF516126,A,GA2
AF516126,A,GA2
AF516126,A,GA3
AF516127,A,GA2
AF516127,A,GA2
AF516127,A,GA3
AF516127,A,NA2
AF516127,A,GA7
AF516127,A,GA7
AF516128,A,GA2
AF516128,A,GA2
AF516129,A,GA2
AF516129,A,GA2
AF516130,A,GA2
AF516130,A,GA2
AF516130,A,GA3
AF516131,A,GA2
AF516131,A,GA2
AF516131,A,GA3
AF516132,A,GA2
AF516132,A,GA2
AF516132,A,GA3
AF516133,A,GA2
AF516133,A,GA2
AF516133,A,NA2
AF516133,A,NA2
AF516134,A,GA2
AF516134,A,GA2
AF516134,A,GA3
AF516134,A,GA7
AF516135,A,GA5
AF516135,A,GA5
AF516136,A,GA5
AF516137,A,GA5
