Accession ID,genotype
FR681614,A
FR681615,A
FR681616,A
FR681629,B
FR681630,B
FR681646,A
FR681650,A
FR681651,A
FR681661,B
FR681662,B
FR681674,A
FR681675,A
FR681687,B
FR681695,A
FR681696,A
FR681697,A
FR681712,B
FR681617,A
FR681647,A
FR681676,A
FR681698,A
FR681713,B
FR681631,B
FR681663,B
FR681688,B
FR681714,B
FR681618,A
FR681619,A
FR681620,A
FR681621,A
FR681632,B
FR681648,A
FR681649,A
FR681664,B
FR681665,B
FR681677,A
FR681678,A
FR681679,A
FR681689,B
FR681699,A
FR681700,A
FR681701,A
FR681702,A
FR681715,B
FR681716,B
FR681633,B
FR681634,B
FR681635,B
FR681666,B
FR681667,B
FR681717,B
FR681718,B
FR681719,B
FR681622,A
FR681636,B
FR681652,A
FR681680,A
FR681703,A
FR686497,B
FR681637,B
FR681653,A
FR681668,B
FR681681,A
FR681690,B
FR681704,A
FR681720,B
FR681638,B
FR681669,B
FR681691,B
FR681721,B
FR681623,A
FR681639,B
FR681640,B
FR681641,B
FR681654,A
FR681655,A
FR681670,B
FR681671,B
FR681705,A
FR681722,B
FR681723,B
FR681724,B
FR681725,B
FR681726,B
FR681624,A
FR681625,A
FR681626,A
FR681627,A
FR681642,B
FR681643,B
FR681644,B
FR681645,B
FR681656,A
FR681657,A
FR681658,A
FR681659,A
FR681672,B
FR681673,B
FR681682,A
FR681683,A
FR681684,A
FR681685,A
FR681692,B
FR681693,B
FR681694,B
FR681706,A
FR681707,A
FR681708,A
FR681709,A
FR681710,A
FR681727,B
FR681728,B
FR681729,B
FR681730,B
FR681731,B
FR681628,A
FR681660,A
FR681686,A
FR681711,A
FR681732,B
