Accession ID,subtype,genotype
Z33410,A,GA5
Z33410,A,GA5
Z33411,A,GA7
Z33411,A,GA7
Z33411,A,GA2
Z33411,A,GA3
Z33411,A,GA2
Z33411,A,GA3
Z33412,A,GA2
Z33412,A,GA3
Z33412,A,GA3
Z33412,A,GA2
Z33412,A,GA7
Z33412,A,GA7
Z33414,A,GA5
Z33414,A,GA5
Z33415,A,GA2
Z33415,A,GA2
Z33415,A,NA2
Z33416,A,GA3
Z33416,A,GA3
Z33417,A,GA7
Z33417,A,GA2
Z33417,A,GA7
Z33417,A,GA3
Z33417,A,GA2
Z33417,A,GA3
Z33418,A,GA5
Z33418,A,GA5
Z33419,A,GA5
Z33419,A,GA5
Z33420,A,GA7
Z33420,A,GA7
Z33420,A,GA3
Z33420,A,GA2
Z33420,A,GA3
Z33420,A,GA2
Z33421,A,GA3
Z33421,A,GA2
Z33421,A,GA2
Z33421,A,GA6
Z33421,A,GA7
Z33421,A,GA7
Z33422,A,GA2
Z33422,A,GA2
Z33423,A,GA5
Z33423,A,GA5
Z33424,A,GA2
Z33424,A,GA2
Z33425,A,GA2
Z33425,A,GA2
Z33426,A,GA3
Z33426,A,GA3
Z33427,A,GA1
Z33428,A,GA1
Z33429,A,GA1
Z33430,A,GA5
Z33430,A,GA5
Z33431,A,GA1
Z33431,A,NA2
Z33431,A,GA3
Z33431,A,GA3
Z33431,A,GA6
Z33431,A,GA6
Z33432,A,GA1
