Accession ID,subtype,genotype
DQ227363,B,BAI
DQ227363,B,BAI
DQ227363,B,BAIII
DQ227363,B,BAIII
DQ227363,B,BAIV
DQ227363,B,BAVII
DQ227364,B,BAI
DQ227364,B,BAI
DQ227364,B,BAIII
DQ227364,B,BAIII
DQ227364,B,BAIV
DQ227364,B,BAVII
DQ227365,B,BAI
DQ227365,B,BAI
DQ227365,B,BAIII
DQ227365,B,BAIII
DQ227365,B,BAIV
DQ227365,B,BAVII
DQ227366,B,BAI
DQ227366,B,BAI
DQ227366,B,BAIII
DQ227366,B,BAIII
DQ227366,B,BAIV
DQ227366,B,BAVII
DQ227367,B,BAI
DQ227367,B,BAI
DQ227367,B,BAIII
DQ227367,B,BAIII
DQ227367,B,BAIV
DQ227367,B,BAVII
DQ227368,B,BAI
DQ227368,B,BAI
DQ227368,B,BAIII
DQ227368,B,BAIII
DQ227368,B,BAIV
DQ227368,B,BAVII
DQ227369,B,BAI
DQ227369,B,BAI
DQ227369,B,BAIII
DQ227369,B,BAIII
DQ227369,B,BAIV
DQ227369,B,BAVII
DQ227370,B,BAIII
DQ227370,B,BAIII
DQ227370,B,BAI
DQ227370,B,BAI
DQ227370,B,BAIV
DQ227370,B,BAVII
DQ227371,B,BAI
DQ227371,B,BAI
DQ227371,B,BAIII
DQ227371,B,BAIII
DQ227371,B,BAIV
DQ227371,B,BAVII
DQ227372,B,BAI
DQ227372,B,BAI
DQ227372,B,BAIII
DQ227372,B,BAIII
DQ227372,B,BAIV
DQ227372,B,BAVII
DQ227373,B,BAI
DQ227373,B,BAI
DQ227373,B,BAIII
DQ227373,B,BAIII
DQ227373,B,BAIV
DQ227373,B,BAVII
DQ227374,B,BAI
DQ227374,B,BAI
DQ227374,B,BAIII
DQ227374,B,BAIII
DQ227374,B,BAIV
DQ227374,B,BAVII
DQ227375,B,BAIII
DQ227375,B,BAIII
DQ227375,B,BAI
DQ227375,B,BAI
DQ227375,B,BAIV
DQ227375,B,BAVII
DQ227376,B,BAIII
DQ227376,B,BAIII
DQ227376,B,BAI
DQ227376,B,BAI
DQ227376,B,BAIV
DQ227376,B,BAVII
DQ227377,B,BAI
DQ227377,B,BAI
DQ227377,B,BAIII
DQ227377,B,BAVI
DQ227377,B,BAIII
DQ227377,B,BAVII
DQ227378,B,BAI
DQ227378,B,BAI
DQ227378,B,BAIII
DQ227378,B,BAIII
DQ227378,B,BAIV
DQ227378,B,BAVII
DQ227379,B,BAI
DQ227379,B,BAI
DQ227379,B,BAIII
DQ227379,B,BAIII
DQ227379,B,BAIV
DQ227379,B,BAVII
DQ227380,B,BAI
DQ227380,B,BAI
DQ227380,B,BAIII
DQ227380,B,BAIII
DQ227380,B,BAIV
DQ227380,B,BAVII
DQ227381,B,BAIII
DQ227381,B,BAIII
DQ227381,B,BAI
DQ227381,B,BAI
DQ227381,B,BAIV
DQ227381,B,BAVII
DQ227382,B,BAI
DQ227382,B,BAI
DQ227382,B,BAIII
DQ227382,B,BAIII
DQ227382,B,BAIV
DQ227382,B,BAVII
DQ227383,B,BAIII
DQ227383,B,BAIII
DQ227383,B,BAI
DQ227383,B,BAIV
DQ227383,B,BAI
DQ227383,B,BAVII
DQ227384,B,BAIII
DQ227384,B,BAIII
