Accession ID,subtype,genotype
JX885106,B,BAVI
JX885106,B,BAVII
JX885106,B,BAI
JX885106,B,BAIX
JX885106,B,BAIX
JX885106,B,GB2
JX885107,B,THB
JX885107,B,THB
JX885107,B,GB1
JX885107,B,GB1
JX885108,B,BAVI
JX885108,B,BAVII
JX885108,B,BAIX
JX885108,B,BAI
JX885108,B,BAIX
JX885108,B,GB2
JX885109,B,BAIX
JX885109,B,BAIX
JX885109,B,BAIX
JX885109,B,BAVII
JX885109,B,BAVI
JX885109,B,BAX
JX885110,B,THB
JX885110,B,THB
JX885111,B,BAIX
JX885111,B,BAIX
JX885111,B,BAIX
JX885111,B,BAVII
JX885111,B,BAVI
JX885111,B,BAVI
JX885112,A,NA1
JX885112,A,NA1
JX885112,A,NA1
JX885112,A,NA1
JX885113,A,NA1
JX885113,A,NA1
JX885113,A,NA1
JX885113,A,GA2
JX885113,A,GA2
JX885113,A,NA2
JX885114,B,URU2
JX885114,B,GB2
JX885114,B,URU2
JX885114,B,GB1
JX885114,B,GB1
JX885114,B,BAIX
JX885115,B,BAVI
JX885115,B,BAIII
JX885115,B,BAI
JX885115,B,BAI
JX885115,B,BAIV
JX885115,B,BAII
JX885117,B,THB
JX885117,B,THB
JX885118,B,BAIX
JX885118,B,BAIX
JX885118,B,BAIX
JX885118,B,BAVII
JX885118,B,BAVI
JX885118,B,BAX
JX885119,B,THB
JX885119,B,THB
JX885116,B,BAIX
JX885116,B,BAIX
JX885116,B,BAIX
JX885116,B,BAVII
JX885116,B,BAXII
JX885116,B,BAVI
JX885120,B,BAIX
JX885120,B,BAIX
JX885120,B,BAIX
JX885120,B,BAVII
JX885120,B,BAVI
JX885120,B,BAX
JX885121,A,NA1
JX885121,A,NA1
JX885121,A,NA1
JX885121,A,NA1
JX885122,B,THB
JX885122,B,THB
JX885123,A,NA1
JX885123,A,NA1
JX885123,A,NA1
JX885123,A,NA1
JX885124,B,THB
JX885124,B,THB
JX885125,A,NA1
JX885125,A,NA1
JX885125,A,NA1
JX885126,B,THB
JX885126,B,THB
JX885127,A,NA1
JX885127,A,NA1
JX885127,A,NA1
JX885127,A,NA1
JX885128,A,NA1
JX885128,A,NA1
JX885128,A,NA1
JX885128,A,NA1
JX885129,A,NA1
JX885129,A,NA1
JX885129,A,NA1
JX885129,A,NA1
JX885130,A,NA1
JX885130,A,NA1
JX885130,A,NA1
JX885130,A,NA1
