Accession ID,subtype,genotype
MN365302,B,BAIX
MN365302,B,BAIX
MN365302,B,BAIX
MN365302,B,BAVII
MN365302,B,BAIII
MN365302,B,BAIII
MN365338,B,BAIX
MN365338,B,BAIX
MN365338,B,BAIX
MN365338,B,BAVII
MN365338,B,BAIII
MN365338,B,BAIII
MN365364,B,BAIX
MN365364,B,BAIX
MN365364,B,BAIX
MN365364,B,BAVII
MN365364,B,BAIII
MN365364,B,BAIII
MN365569,B,BAIX
MN365569,B,BAIX
MN365569,B,BAIII
MN365569,B,BAI
MN365569,B,BAIII
MN365569,B,BAIV
MN365421,B,BAIX
MN365421,B,BAIX
MN365421,B,BAIX
MN365421,B,BAVII
MN365421,B,BAVI
MN365421,B,BAI
MN365568,B,BAIX
MN365568,B,BAIX
MN365568,B,BAI
MN365568,B,BAIII
MN365568,B,BAIII
MN365568,B,BAIV
MN365365,B,BAIX
MN365365,B,BAIX
MN365365,B,BAIX
MN365365,B,BAVII
MN365365,B,BAIII
MN365365,B,BAIII
MN365366,B,BAIX
MN365366,B,BAIX
MN365366,B,BAIX
MN365366,B,BAVII
MN365366,B,BAIII
MN365366,B,BAIII
MN365390,B,BAIX
MN365390,B,BAIX
MN365390,B,BAVII
MN365390,B,BAIII
MN365390,B,BAIII
MN365390,B,BAIX
MN365391,B,BAIX
MN365391,B,BAIX
MN365391,B,BAVII
MN365391,B,BAIII
MN365391,B,BAIII
MN365391,B,BAIX
MN365392,B,BAIX
MN365392,B,BAIX
MN365392,B,BAVII
MN365392,B,BAIII
MN365392,B,BAIII
MN365392,B,BAIX
MN365506,B,BAIX
MN365506,B,BAIX
MN365506,B,BAVII
MN365506,B,BAIII
MN365506,B,BAIII
MN365506,B,BAIX
MN365475,B,BAIX
MN365475,B,BAIX
MN365475,B,BAIX
MN365475,B,BAVII
MN365475,B,BAIX
MN365475,B,BAVII
MN365570,B,BAIX
MN365570,B,BAIX
MN365570,B,BAVII
MN365570,B,BAIII
MN365570,B,BAIII
MN365570,B,BAIX
MN365571,B,BAIX
MN365571,B,BAIX
MN365571,B,BAVII
MN365571,B,BAIII
MN365571,B,BAIII
MN365571,B,BAIX
MN365536,B,BAIX
MN365536,B,BAIX
MN365536,B,BAVII
MN365536,B,BAIII
MN365536,B,BAIX
MN365536,B,BAVII
MN365537,B,BAIX
MN365537,B,BAIX
MN365537,B,BAVII
MN365537,B,BAIII
MN365537,B,BAIII
MN365537,B,BAIX
MN365476,B,BAIX
MN365476,B,BAIX
MN365476,B,BAVII
MN365476,B,BAIII
MN365476,B,BAIX
MN365476,B,BAVII
MN365572,B,BAIX
MN365572,B,BAIX
MN365572,B,BAVII
MN365572,B,BAIII
MN365572,B,BAIX
MN365572,B,BAVII
MN365573,B,BAIX
MN365573,B,BAIX
MN365573,B,BAIX
MN365573,B,BAVII
MN365573,B,BAVI
MN365573,B,BAI
MN365303,B,BAIX
MN365303,B,BAIX
MN365303,B,BAVII
MN365303,B,BAIII
MN365303,B,BAIX
MN365303,B,BAVII
MN365304,B,BAIX
MN365304,B,BAIX
MN365304,B,BAVII
MN365304,B,BAIII
MN365304,B,BAIX
MN365304,B,BAVII
MN365367,B,BAIX
MN365367,B,BAIX
MN365367,B,BAIX
MN365367,B,BAVII
