Accession ID,subtype,genotype
AF086899,A,GA5
AF086899,A,GA5
AF086899,A,GA6
AF086899,A,SAA1
AF086899,A,GA3
AF086899,A,GA3
AF086868,A,GA5
AF086868,A,GA5
AF086869,A,GA1
AF086870,A,GA5
AF086870,A,GA5
AF086871,A,GA6
AF086871,A,GA5
AF086871,A,GA6
AF086871,A,GA5
AF086871,A,GA3
AF086871,A,GA3
AF086872,A,GA2
AF086872,A,GA2
AF086872,A,GA3
AF086872,A,GA3
AF086872,A,NA2
AF086872,A,NA2
AF086873,A,GA5
AF086873,A,GA5
AF086874,A,GA5
AF086874,A,GA5
AF086875,B,GB4
AF086875,B,GB4
AF086875,B,BAI
AF086875,B,BAIV
AF086875,B,BAIV
AF086875,B,BAVII
AF086876,B,GB4
AF086876,B,GB4
AF086876,B,BAI
AF086876,B,BAI
AF086876,B,BAV
AF086876,B,BAV
AF086877,B,GB4
AF086877,B,GB4
AF086877,B,BAI
AF086877,B,BAI
AF086877,B,GB2
AF086877,B,BAV
AF086878,B,BAI
AF086878,B,BAI
AF086878,B,URU
AF086878,B,URU
AF086878,B,BAV
AF086878,B,BAIII
AF086882,A,GA5
AF086882,A,GA5
AF086879,B,BAI
AF086879,B,BAI
AF086879,B,BAV
AF086879,B,BAVI
AF086879,B,BAIII
AF086879,B,BAIII
AF086880,A,GA2
AF086880,A,GA2
AF086881,A,GA6
AF086881,A,GA6
AF086883,A,GA5
AF086883,A,GA5
AF086883,A,GA6
AF086883,A,GA6
AF086883,A,GA3
AF086883,A,GA3
AF086884,A,GA5
AF086884,A,GA5
AF086885,A,GA1
AF086886,A,GA3
AF086886,A,GA3
AF086886,A,GA7
AF086887,B,BAI
AF086887,B,BAI
AF086887,B,BAV
AF086887,B,BAVII
AF086887,B,BAIII
AF086887,B,BAIII
AF086888,A,GA5
AF086888,A,GA5
AF086889,B,SAB1
AF086889,B,SAB1
AF086889,B,BAI
AF086889,B,BAI
AF086889,B,BAV
AF086889,B,BAIII
AF086890,B,BAI
AF086890,B,BAI
AF086890,B,URU
AF086890,B,URU
AF086890,B,BAV
AF086890,B,BAIII
AF086891,A,GA7
AF086891,A,GA7
AF086891,A,GA3
AF086891,A,GA3
AF086892,B,BAI
AF086892,B,URU
AF086892,B,URU
AF086892,B,BAV
AF086892,B,THB
AF086892,B,THB
AF086893,B,BAI
AF086893,B,BAI
AF086893,B,BAVI
AF086893,B,BAV
AF086893,B,BAIII
AF086893,B,BAIII
AF086894,B,BAI
AF086894,B,BAI
AF086894,B,URU
AF086894,B,URU
AF086894,B,BAV
AF086894,B,BAIII
AF086895,A,GA5
AF086895,A,GA5
AF086896,A,GA5
AF086896,A,GA5
AF086896,A,GA6
AF086896,A,GA3
AF086896,A,SAA1
AF086896,A,SAA1
AF086897,A,GA7
AF086897,A,GA7
AF086897,A,GA6
AF086898,A,GA5
AF086898,A,GA5
