Accession ID,subtype,genotype
KR607978,B,BAIX
KR607978,B,BAIX
KR607978,B,BAIX
KR607978,B,BAVII
KR607978,B,BAIX
KR607978,B,BAVII
KR607979,B,BAIX
KR607979,B,BAIX
KR607979,B,BAIX
KR607979,B,BAVII
KR607979,B,BAIX
KR607979,B,BAVII
KR607980,B,BAIX
KR607980,B,BAIX
KR607980,B,BAIX
KR607980,B,BAVII
KR607980,B,BAIV
KR607980,B,BAIII
KR607981,B,BAX
KR607981,B,BAVII
KR607981,B,BAIX
KR607981,B,BAI
KR607981,B,BAI
KR607981,B,BAVII
KR607982,B,BAVII
KR607982,B,BAX
KR607982,B,BAIX
KR607982,B,BAI
KR607982,B,BAI
KR607982,B,BAIX
KR607983,B,BAIX
KR607983,B,BAIX
KR607983,B,BAIX
KR607983,B,BAVII
KR607983,B,BAIX
KR607983,B,BAIV
KR607984,B,BAIX
KR607984,B,BAIX
KR607984,B,BAIX
KR607984,B,BAVII
KR607984,B,BAIV
KR607984,B,BAIX
KR607995,A,GA2
KR607995,A,GA2
KR607996,A,GA2
KR607996,A,GA2
KR607996,A,GA3
KR607996,A,GA3
KR607996,A,GA7
KR607996,A,GA6
