Accession ID,subtype,genotype
LC384997,B,BAIX
LC384997,B,BAIX
LC384997,B,BAVII
LC384997,B,BAIX
LC384999,B,BAIX
LC384999,B,BAIX
LC384999,B,BAVII
LC384999,B,BAIX
LC385001,B,BAIX
LC385001,B,BAIX
LC385001,B,BAIX
LC385001,B,BAVII
LC385001,B,BAIX
LC385005,B,BAIX
LC385005,B,BAIX
LC385005,B,BAVII
LC385005,B,BAIX
LC385000,B,BAIX
LC385000,B,BAIX
LC385000,B,BAIX
LC385000,B,BAVII
LC385000,B,BAIX
LC385002,B,BAIX
LC385002,B,BAVII
LC385002,B,BAIX
LC385002,B,BAVII
LC385007,B,BAIX
LC385007,B,BAIX
LC385007,B,BAIX
LC385007,B,BAVII
LC385007,B,BAIX
LC385007,B,BAIV
LC384998,B,BAIX
LC384998,B,BAIX
LC384998,B,BAIX
LC384998,B,BAIV
LC384998,B,BAIII
LC384998,B,BAIX
LC385003,B,BAIX
LC385003,B,BAIX
LC385003,B,BAIX
LC385003,B,BAVII
LC385003,B,BAIX
LC385008,B,BAIX
LC385008,B,BAIX
LC385008,B,BAVII
LC385008,B,BAIX
LC385008,B,BAIX
LC385006,B,BAIX
LC385006,B,BAIX
LC385006,B,BAVII
LC385006,B,BAI
LC385006,B,BAIII
LC385006,B,BAIX
LC385004,B,BAIX
LC385004,B,BAIX
LC385004,B,BAVII
LC385004,B,BAI
LC385004,B,BAIX
LC385004,B,BAIX
