Accession ID,subtype,genotype
KX497066,A,ON1
KX497066,A,ON1
KX497066,A,ON1
KX497066,A,ON1
KX497066,A,ON1
KX497067,A,ON1
KX497067,A,ON1
KX497067,A,ON1
KX497067,A,ON1
KX497067,A,ON1
KX497068,A,ON1
KX497068,A,ON1
KX497068,A,ON1
KX497068,A,ON1
KX497068,A,ON1
KX497069,A,ON1
KX497069,A,ON1
KX497069,A,ON1
KX497070,A,ON1
KX497070,A,ON1
KX497070,A,ON1
KX497072,A,ON1
KX497072,A,ON1
KX497072,A,ON1
KX497072,A,ON1
KX497072,A,ON1
KX497073,A,ON1
KX497073,A,ON1
KX497073,A,ON1
KX497073,A,ON1
KX497073,A,ON1
KX497075,A,ON1
KX497075,A,ON1
KX497075,A,ON1
KX497076,A,ON1
KX497076,A,ON1
KX497077,A,ON1
KX497077,A,ON1
KX497077,A,ON1
KX497077,A,ON1
KX497079,A,ON1
KX497079,A,ON1
KX497079,A,ON1
KX497079,A,ON1
KX497080,A,ON1
KX497080,A,ON1
KX497080,A,ON1
KX497080,A,ON1
KX497080,A,ON1
KX497081,A,ON1
KX497081,A,ON1
KX497081,A,ON1
KX497082,A,ON1
KX497082,A,ON1
KX497082,A,ON1
KX497082,A,ON1
KX497082,A,ON1
KX497083,A,ON1
KX497083,A,ON1
KX497083,A,ON1
KX497083,A,ON1
KX497083,A,ON1
KX497085,A,ON1
KX497085,A,ON1
KX497085,A,ON1
KX497085,A,ON1
KX497085,A,ON1
KX497087,A,ON1
KX497087,A,ON1
KX497087,A,ON1
KX497087,A,ON1
KX497089,A,ON1
KX497089,A,ON1
KX497089,A,ON1
KX497090,A,ON1
KX497090,A,ON1
KX497091,A,GA5
KX497091,A,GA5
KX497094,A,ON1
KX497094,A,ON1
KX497094,A,ON1
KX497094,A,ON1
KX497094,A,ON1
KX497095,B,BAIX
KX497095,B,BAIX
KX497095,B,BAIX
KX497095,B,BAVII
KX497095,B,BAVII
KX497096,B,BAIX
KX497096,B,BAIX
KX497096,B,BAIX
KX497096,B,BAVII
KX497096,B,BAVII
KX497096,B,BAVIII
KX497097,B,BAIX
KX497097,B,BAIX
KX497097,B,BAIX
KX497097,B,BAVII
KX497097,B,BAVII
KX497097,B,BAIV
KX497098,B,BAIX
KX497098,B,BAIX
KX497098,B,BAIX
KX497098,B,BAVII
KX497098,B,BAVII
KX497098,B,BAVIII
KX497099,B,BAIX
KX497099,B,BAIX
KX497099,B,BAIX
KX497099,B,BAVII
KX497099,B,BAVII
KX497099,B,BAVIII
KX497100,B,BAIX
KX497100,B,BAIX
KX497100,B,BAIX
KX497100,B,BAIX
KX497100,B,BAVII
KX497100,B,BAVII
KX497101,B,BAIX
KX497101,B,BAIX
KX497101,B,BAIX
KX497101,B,BAVII
KX497101,B,BAVII
KX497101,B,BAVIII
KX497102,B,BAIX
KX497102,B,BAIX
KX497102,B,BAIX
KX497102,B,BAVII
KX497102,B,BAVII
KX497102,B,BAVIII
KX497103,B,BAIX
KX497103,B,BAIX
KX497103,B,BAIX
KX497103,B,BAVII
KX497103,B,BAVII
KX497103,B,BAIX
KX497104,B,BAIX
KX497104,B,BAIX
KX497104,B,BAIX
KX497104,B,BAVII
KX497104,B,BAIX
KX497104,B,BAVII
KX497105,B,BAIX
KX497105,B,BAIX
KX497105,B,BAIX
KX497105,B,BAVII
KX497105,B,BAVII
KX497105,B,BAIV
KX497106,B,BAIX
KX497106,B,BAIX
KX497106,B,BAIX
KX497106,B,BAVII
KX497106,B,BAVII
KX497108,B,BAIX
KX497108,B,BAIX
KX497108,B,BAIX
KX497108,B,BAVII
KX497108,B,BAVII
KX497108,B,BAVIII
KX497112,B,BAIX
KX497112,B,BAIX
KX497112,B,BAIX
KX497112,B,BAVII
KX497112,B,BAVII
KX497115,B,BAIX
KX497115,B,BAIX
KX497115,B,BAIX
KX497115,B,BAVII
KX497115,B,BAVII
KX497115,B,BAVIII
KX497116,B,BAIX
KX497116,B,BAIX
KX497116,B,BAIX
KX497116,B,BAVII
KX497116,B,BAVII
KX497116,B,BAV
KX497118,B,BAIX
KX497118,B,BAIX
KX497118,B,BAIX
KX497118,B,BAVII
KX497118,B,BAVII
KX497118,B,BAVIII
KX497119,B,BAIX
KX497119,B,BAIX
KX497119,B,BAIX
KX497119,B,BAVII
KX497119,B,BAVII
KX497119,B,BAIV
KX497120,B,BAIX
KX497120,B,BAIX
KX497120,B,BAIX
KX497120,B,BAVII
KX497120,B,BAVII
KX497120,B,BAVIII
KX497122,B,BAX
KX497122,B,BAX
KX497122,B,BAVII
KX497122,B,BAVII
KX497122,B,BAIV
KX497122,B,BAIX
KX497123,B,BAIX
KX497123,B,BAIX
KX497123,B,BAVII
KX497123,B,BAIX
KX497123,B,BAVII
KX497123,B,BAIV
KX497124,B,BAIX
KX497124,B,BAIX
KX497124,B,BAIX
KX497124,B,BAVII
KX497124,B,BAIX
KX497124,B,BAVII
KX497126,B,BAIX
KX497126,B,BAIX
KX497126,B,BAIX
KX497126,B,BAVII
KX497126,B,BAVII
KX497126,B,BAIII
KX497127,B,BAIX
KX497127,B,BAIX
KX497127,B,BAVII
KX497127,B,BAIX
KX497127,B,BAVII
KX497127,B,BAIV
KX497128,B,BAIX
KX497128,B,BAIX
KX497128,B,BAIX
KX497128,B,BAVII
KX497128,B,BAVII
KX497128,B,BAVIII
KX497130,B,BAIX
KX497130,B,BAIX
KX497130,B,BAIX
KX497130,B,BAVII
KX497130,B,BAVII
KX497130,B,BAVI
KX497071,A,ON1
KX497071,A,ON1
KX497071,A,ON1
KX497071,A,ON1
KX497071,A,ON1
KX497074,A,ON1
KX497074,A,ON1
KX497074,A,ON1
KX497074,A,ON1
KX497074,A,ON1
KX497078,A,ON1
KX497078,A,ON1
KX497078,A,ON1
KX497078,A,ON1
KX497084,A,ON1
KX497084,A,ON1
KX497084,A,ON1
KX497084,A,ON1
KX497084,A,ON1
KX497086,A,ON1
KX497086,A,ON1
KX497086,A,ON1
KX497088,A,ON1
KX497088,A,ON1
KX497088,A,ON1
KX497088,A,ON1
KX497088,A,ON1
KX497092,A,GA5
KX497093,A,NA1
KX497093,A,NA1
KX497093,A,NA1
KX497107,B,BAIX
KX497107,B,BAIX
KX497107,B,BAIX
KX497107,B,BAVII
KX497107,B,BAVII
KX497107,B,BAVIII
KX497109,B,BAIX
KX497109,B,BAIX
KX497109,B,BAVII
KX497109,B,BAIX
KX497109,B,BAVII
KX497109,B,BAV
KX497110,B,BAIX
KX497110,B,BAIX
KX497110,B,BAIX
KX497110,B,BAVII
KX497110,B,BAVII
KX497110,B,BAVIII
KX497111,B,BAIX
KX497111,B,BAIX
KX497111,B,BAIX
KX497111,B,BAVII
KX497111,B,BAVII
KX497111,B,BAVIII
KX497113,B,BAIX
KX497113,B,BAIX
KX497113,B,BAIX
KX497113,B,BAVII
KX497113,B,BAIX
KX497113,B,BAVII
KX497114,B,BAIX
KX497114,B,BAIX
KX497114,B,BAIX
KX497114,B,BAVII
KX497114,B,BAVII
KX497114,B,BAVIII
KX497117,B,BAIX
KX497117,B,BAIX
KX497117,B,BAIX
KX497117,B,BAVII
KX497117,B,BAVII
KX497117,B,BAVIII
KX497121,B,BAIX
KX497121,B,BAIX
KX497121,B,BAIX
KX497121,B,BAVII
KX497121,B,BAIX
KX497121,B,BAVII
KX497125,B,BAIX
KX497125,B,BAIX
KX497125,B,BAVII
KX497125,B,BAIX
KX497125,B,BAVII
KX497125,B,BAV
KX497129,B,BAIX
KX497129,B,BAIX
KX497129,B,BAIX
KX497129,B,BAVII
KX497129,B,BAVII
KX497129,B,BAVIII
KX497131,B,BAX
KX497131,B,BAX
KX497131,B,BAVII
KX497131,B,BAVII
KX497131,B,BAIV
KX497131,B,BAIV
