Accession ID,subtype,genotype
KJ643462,A,GA5
KJ643463,A,GA5
KJ643464,A,GA5
KJ643465,A,GA5
KJ643466,A,GA5
KJ643467,A,GA5
KJ643468,A,GA5
KJ643469,A,GA5
KJ643470,A,GA5
KJ643471,A,GA5
KJ643473,A,GA5
KJ643474,A,GA5
KJ643475,A,GA5
KJ643476,A,GA5
KJ643477,A,GA5
KJ643478,A,GA5
KJ643479,A,GA5
KJ643480,A,GA5
KJ643481,A,GA5
KJ643482,A,GA5
KJ643483,A,GA5
KJ643484,A,GA5
KJ643485,A,GA5
KJ643486,A,GA5
KJ643487,A,GA5
KJ643488,A,GA5
KJ643490,A,GA5
KJ643491,A,GA5
KJ643492,A,GA5
KJ643493,A,GA5
KJ643494,A,GA5
KJ643495,A,GA5
KJ643496,A,GA5
KJ643497,A,GA5
KJ643498,A,GA5
KJ643499,A,GA5
KJ643500,A,GA5
KJ643501,A,GA5
KJ643502,A,GA5
KJ643503,A,GA5
KJ643504,A,GA5
KJ643505,A,GA5
KJ643506,A,GA5
KJ643507,A,GA5
KJ643508,A,GA5
KJ643510,A,GA5
KJ643511,A,GA5
KJ643512,A,GA5
KJ643513,A,GA5
KJ643514,A,GA5
KJ643515,A,GA5
KJ643516,A,GA5
KJ643517,A,GA5
KJ643518,A,GA5
KJ643519,A,GA5
KJ643520,A,GA5
KJ643521,A,GA5
KJ643522,A,GA5
KJ643523,A,GA5
KJ643524,A,GA5
KJ643525,A,GA5
KJ643526,A,GA5
KJ643527,A,GA5
KJ643528,A,GA5
KJ643529,A,GA5
KJ643530,A,GA5
KJ643531,A,GA5
KJ643532,A,GA5
KJ643533,A,GA5
KJ643534,A,GA5
KJ643535,A,GA5
KJ643536,A,GA5
KJ643537,A,GA5
KJ643538,A,GA5
KJ643540,A,GA5
KJ643541,A,GA5
KJ643542,A,GA5
KJ643543,A,GA5
KJ643544,A,GA5
KJ643545,A,GA5
KJ643546,A,GA5
KJ643547,A,GA5
KJ643548,A,GA5
KJ643549,A,GA5
KJ643550,A,GA5
KJ643551,A,GA5
KJ643552,A,GA5
KJ643553,A,GA5
KJ643554,A,GA5
KJ643555,A,GA5
KJ643556,A,GA5
KJ643557,A,GA5
KJ643558,A,GA5
KJ643559,A,GA5
KJ643560,A,GA5
KJ643561,A,GA5
KJ643562,A,GA5
KJ643563,A,GA5
KJ643564,A,GA5
KJ643565,A,GA5
KJ643566,A,GA5
KJ643567,A,GA5
KJ643568,A,GA5
KJ643569,A,GA5
KJ643570,A,GA5
KJ643571,A,GA5
KJ643572,A,GA5
KJ643573,A,GA5
KJ643574,A,GA5
KJ643575,A,GA5
KJ643576,A,GA5
KJ643577,A,GA5
KJ643578,A,GA5
KJ643579,A,GA5
KJ643580,A,GA5
KJ643581,A,GA5
KJ643582,A,GA5
KJ643583,A,GA5
KJ643584,A,GA5
KJ643585,A,GA5
KJ643586,A,GA5
KJ643587,A,GA5
KJ643588,A,GA5
