Accession ID,subtype,genotype
MG642045,B,URU2
MG642045,B,GB2
MG642045,B,URU2
MG642045,B,BAI
MG642045,B,BAI
MG642045,B,BAVII
MG642028,A,GA6
MG642028,A,GA3
MG642028,A,GA3
MG642028,A,SAA1
MG642028,A,SAA1
MG642028,A,GA2
MG642032,A,SAA1
MG642032,A,GA6
MG642032,A,SAA1
MG642032,A,GA3
MG642032,A,GA3
MG642032,A,GA2
MG642037,B,URU2
MG642037,B,GB2
MG642037,B,URU2
MG642040,A,SAA1
MG642040,A,SAA1
MG642040,A,GA3
MG642040,A,GA6
MG642040,A,GA3
MG642040,A,GA2
MG642047,B,URU2
MG642047,B,URU2
MG642047,B,GB2
MG642053,B,URU2
MG642053,B,GB2
MG642058,A,SAA1
MG642058,A,GA3
MG642058,A,GA6
MG642058,A,SAA1
MG642058,A,GA3
MG642058,A,GA2
MG642060,A,GA1
MG642074,A,SAA1
MG642074,A,GA6
MG642074,A,SAA1
MG642074,A,GA2
MG642074,A,GA3
MG642074,A,GA2
MG642024,A,GA6
MG642024,A,GA3
MG642024,A,SAA1
MG642024,A,GA3
MG642024,A,SAA1
MG642024,A,GA2
MG642065,B,GB2
MG642065,B,URU2
MG642065,B,URU2
MG642065,B,URU
MG642065,B,URU
MG642065,B,BAI
MG642025,B,URU2
MG642025,B,GB2
MG642025,B,URU2
MG642025,B,URU
MG642025,B,URU
MG642025,B,SAB3
MG642026,A,GA3
MG642026,A,GA3
MG642026,A,GA2
MG642026,A,GA2
MG642026,A,GA7
MG642026,A,GA7
MG642031,A,GA3
MG642031,A,SAA1
MG642031,A,GA3
MG642031,A,GA6
MG642031,A,GA7
MG642031,A,GA2
MG642043,B,GB1
MG642043,B,GB1
MG642044,B,URU2
MG642044,B,GB2
MG642044,B,URU2
MG642044,B,URU
MG642044,B,URU
MG642056,A,GA3
MG642056,A,GA3
MG642056,A,GA2
MG642056,A,GA7
MG642056,A,GA2
MG642056,A,GA7
MG642063,A,GA3
MG642063,A,GA6
MG642063,A,GA7
MG642063,A,GA2
MG642063,A,GA2
MG642063,A,SAA1
MG642078,B,GB2
MG642078,B,URU2
MG642078,B,URU2
MG642078,B,URU
MG642078,B,URU
MG642079,A,GA3
MG642079,A,SAA1
MG642079,A,GA3
MG642079,A,GA6
MG642079,A,GA7
MG642079,A,GA2
MG642081,A,GA3
MG642081,A,GA3
MG642081,A,GA2
MG642081,A,GA7
MG642081,A,GA2
MG642081,A,GA7
MG642059,B,URU2
MG642059,B,URU2
MG642059,B,GB2
MG642035,A,GA6
MG642035,A,GA6
MG642035,A,GA3
MG642035,A,GA7
MG642035,A,SAA1
MG642035,A,SAA1
MG642046,B,GB1
MG642046,B,GB1
MG642046,B,GB2
MG642046,B,URU2
MG642046,B,SAB3
MG642046,B,BAI
MG642057,B,GB1
MG642057,B,GB1
MG642057,B,URU2
MG642057,B,GB2
MG642057,B,BAVI
MG642057,B,BAIII
MG642071,A,GA6
MG642071,A,GA6
MG642071,A,GA3
MG642071,A,SAA1
MG642071,A,GA7
MG642071,A,SAA1
MG642034,A,GA3
MG642034,A,GA3
MG642034,A,GA7
MG642034,A,GA2
MG642034,A,GA7
MG642034,A,GA2
MG642038,A,GA1
MG642039,B,GB1
MG642039,B,GB1
MG642039,B,URU2
MG642039,B,GB2
MG642039,B,BAVI
MG642039,B,BAIII
MG642042,B,GB1
MG642042,B,GB1
MG642042,B,GB2
MG642042,B,URU2
MG642042,B,BAVI
MG642042,B,BAIII
MG642069,A,GA1
MG642051,B,GB1
MG642051,B,GB1
MG642051,B,GB2
MG642051,B,URU2
MG642051,B,SAB3
MG642051,B,BAI
MG642070,A,GA3
MG642070,A,GA2
MG642070,A,GA2
MG642070,A,GA3
MG642070,A,GA7
MG642070,A,GA6
MG642075,A,GA1
MG642067,A,GA1
MG642068,B,GB1
MG642068,B,GB1
MG642068,B,GB2
MG642068,B,URU2
MG642068,B,SAB3
MG642068,B,BAI
MG642076,B,GB1
MG642076,B,GB1
MG642076,B,URU2
MG642076,B,GB2
MG642076,B,SAB3
MG642076,B,BAI
MG642077,A,GA6
MG642077,A,GA6
MG642077,A,SAA1
MG642077,A,SAA1
MG642077,A,GA3
MG642077,A,GA7
MG642083,A,GA3
MG642083,A,GA3
MG642083,A,SAA1
MG642083,A,GA7
MG642083,A,GA2
MG642083,A,SAA1
MG642030,A,GA7
MG642030,A,GA7
MG642030,A,GA3
MG642030,A,GA3
MG642030,A,GA2
MG642036,B,GB1
MG642036,B,GB1
MG642036,B,GB2
MG642082,B,GB1
MG642082,B,GB1
MG642082,B,GB2
MG642048,A,GA5
MG642048,A,GA5
MG642055,A,GA5
MG642055,A,GA5
MG642066,B,GB1
MG642066,B,GB1
MG642066,B,GB2
MG642066,B,BAI
MG642027,B,GB1
MG642027,B,GB1
MG642054,B,GB1
MG642054,B,GB1
MG642072,B,GB1
MG642072,B,GB1
MG642049,B,GB2
MG642033,A,GA2
MG642033,A,GA2
MG642033,A,NA2
MG642050,A,GA2
MG642050,A,GA2
MG642050,A,NA2
MG642052,A,GA5
MG642052,A,GA5
MG642061,A,GA5
MG642061,A,GA5
MG642080,A,GA2
MG642080,A,GA2
MG642080,A,NA2
MG642064,B,GB4
MG642064,B,GB4
MG642062,B,GB4
MG642062,B,GB4
