Accession ID,subtype,genotype
HQ731711,B,URU2
HQ731711,B,URU2
HQ731711,B,GB2
HQ731711,B,SAB3
HQ731712,A,GA1
HQ731713,A,GA1
HQ731724,B,URU2
HQ731724,B,URU2
HQ731724,B,GB2
HQ731724,B,BAI
HQ731724,B,BAI
HQ731724,B,BAIII
HQ731714,B,URU2
HQ731714,B,GB2
HQ731714,B,URU2
HQ731715,A,GA3
HQ731715,A,GA6
HQ731715,A,SAA1
HQ731715,A,GA3
HQ731715,A,GA2
HQ731715,A,GA2
HQ731716,A,GA3
HQ731716,A,GA6
HQ731716,A,GA2
HQ731716,A,GA7
HQ731716,A,GA2
HQ731716,A,SAA1
HQ731717,B,GB1
HQ731717,B,GB1
HQ731717,B,GB2
HQ731720,A,GA3
HQ731720,A,GA2
HQ731720,A,GA2
HQ731720,A,GA7
HQ731720,A,GA3
HQ731720,A,GA7
HQ731708,B,GB2
HQ731708,B,GB1
HQ731708,B,GB1
HQ731708,B,URU2
HQ731708,B,URU2
HQ731708,B,BAI
HQ731709,B,URU2
HQ731709,B,GB2
HQ731719,A,GA5
HQ731719,A,GA7
HQ731719,A,GA3
HQ731719,A,GA3
HQ731719,A,GA6
HQ731719,A,GA7
HQ731718,B,GB1
HQ731718,B,GB1
HQ731718,B,URU2
HQ731718,B,GB2
HQ731718,B,BAI
HQ731718,B,BAI
HQ731721,A,GA3
HQ731721,A,GA3
HQ731721,A,GA2
HQ731722,B,GB4
HQ731722,B,GB4
HQ731723,A,GA5
HQ731723,A,GA5
HQ731701,A,GA5
HQ731701,A,GA5
HQ731703,A,GA7
HQ731703,A,GA7
HQ731699,A,SAA1
HQ731699,A,SAA1
HQ731710,A,GA2
HQ731710,A,GA2
HQ731710,A,NA2
HQ731710,A,NA1
HQ731710,A,NA2
HQ731710,A,NA1
HQ731687,A,GA5
HQ731687,A,GA5
HQ731688,B,BAVII
HQ731688,B,BAIX
HQ731688,B,BAIX
HQ731688,B,BAIX
HQ731688,B,BAX
HQ731688,B,BAVII
HQ731689,A,GA5
HQ731689,A,GA5
HQ731690,B,BAX
HQ731690,B,BAVII
HQ731690,B,BAIX
HQ731690,B,BAIV
HQ731690,B,BAIX
HQ731690,B,BAX
HQ731691,A,NA1
HQ731691,A,NA1
HQ731692,A,GA5
HQ731692,A,GA5
HQ731693,A,GA5
HQ731693,A,GA5
HQ731694,A,NA1
