Accession ID,subtype,genotype
MK182708,A,NA1
MK182708,A,NA1
MK182710,A,NA1
MK182710,A,NA1
MK182709,A,ON1
MK182709,A,ON1
MK182709,A,ON1
MK182709,A,ON1
MK182709,A,NA1
MK182709,A,NA1
MK182713,A,NA1
MK182713,A,NA1
MK182711,A,NA1
MK182711,A,NA1
MK182711,A,NA1
MK182711,A,NA1
MK182712,A,NA1
MK182712,A,NA1
MK182714,A,ON1
MK182714,A,ON1
MK182714,A,ON1
MK182714,A,ON1
MK182714,A,NA1
MK182714,A,NA1
MK182715,A,ON1
MK182715,A,ON1
MK182715,A,ON1
MK182715,A,NA1
MK182715,A,NA1
MK182715,A,NA1
MK182716,A,ON1
MK182716,A,ON1
MK182716,A,ON1
MK182716,A,ON1
MK182716,A,ON1
MK182717,A,NA1
MK182717,A,NA1
MK182717,A,NA1
MK182718,A,ON1
MK182718,A,ON1
MK182719,A,GA5
MK182720,A,GA5
