Accession ID,subtype,genotype
KC461269,A,NA1
KC461269,A,NA1
KC461269,A,NA1
KC461269,A,NA1
KC461293,B,THB
KC461293,B,THB
KC461267,B,BAIX
KC461267,B,BAIX
KC461267,B,BAIX
KC461267,B,BAIX
KC461267,B,BAVII
KC461267,B,BAVII
KC461294,B,THB
KC461294,B,THB
KC461262,B,BAIX
KC461262,B,BAIX
KC461262,B,BAIX
KC461262,B,BAIX
KC461262,B,BAVII
KC461262,B,BAVII
KC461282,A,NA1
KC461282,A,NA1
KC461282,A,NA1
KC461295,B,GB3
KC461295,B,SAB3
KC461295,B,SAB3
KC461295,B,BAI
KC461295,B,BAI
KC461295,B,BAIII
KC461263,B,BAIX
KC461263,B,BAIX
KC461263,B,BAIX
KC461263,B,BAVII
KC461263,B,BAVII
KC461263,B,BAVIII
KC461285,A,NA1
KC461285,A,NA1
KC461285,A,NA1
KC461284,A,NA1
KC461284,A,NA1
KC461284,A,NA1
KC461284,A,NA1
KC461287,A,NA1
KC461287,A,NA1
KC461287,A,NA1
KC461287,A,NA1
KC461286,A,NA1
KC461286,A,NA1
KC461286,A,NA1
KC461268,A,NA1
KC461268,A,NA1
KC461268,A,NA1
KC461270,A,NA1
KC461270,A,NA1
KC461270,A,NA1
KC461288,B,THB
KC461288,B,THB
KC461289,B,THB
KC461289,B,THB
KC461290,B,THB
KC461290,B,THB
KC461271,A,NA1
KC461271,A,NA1
KC461271,A,NA1
KC461271,A,NA1
KC461276,A,NA1
KC461276,A,NA1
KC461276,A,NA1
KC461291,B,THB
KC461291,B,THB
KC461272,A,NA1
KC461272,A,NA1
KC461272,A,NA1
KC461272,A,NA1
KC461274,A,NA1
KC461274,A,NA1
KC461274,A,NA1
KC461292,B,THB
KC461292,B,THB
KC461283,A,NA1
KC461283,A,NA1
KC461283,A,NA1
KC461279,A,NA1
KC461279,A,NA1
KC461279,A,NA1
KC461273,A,NA1
KC461273,A,NA1
KC461273,A,NA1
KC461273,A,NA1
KC461281,A,NA1
KC461281,A,NA1
KC461281,A,NA1
KC461264,B,BAIX
KC461264,B,BAIX
KC461264,B,BAIX
KC461264,B,BAVII
KC461264,B,BAVII
KC461264,B,BAVIII
KC461275,A,NA1
KC461275,A,NA1
KC461275,A,NA1
KC461275,A,NA1
KC461265,B,BAIX
KC461265,B,BAIX
KC461265,B,BAIX
KC461265,B,BAVII
KC461265,B,BAVII
KC461265,B,BAIII
KC461278,A,NA1
KC461278,A,NA1
KC461278,A,NA1
KC461277,A,NA1
KC461277,A,NA1
KC461277,A,NA1
KC461277,A,NA1
KC461280,A,NA1
KC461280,A,NA1
KC461280,A,NA1
KC461280,A,NA1
KC461266,B,BAIX
KC461266,B,BAIX
KC461266,B,BAIX
KC461266,B,BAVII
KC461266,B,BAIX
KC461266,B,BAVII
