Accession ID,subtype,genotype
KP284664,A,NA1
KP284664,A,NA1
KP284664,A,NA1
KP284665,A,NA1
KP284665,A,NA1
KP284665,A,NA1
KP284697,A,NA1
KP284697,A,NA1
KP284697,A,NA1
KP284698,A,NA1
KP284698,A,NA1
KP284698,A,NA1
KP284698,A,NA1
KP284699,A,NA1
KP284699,A,NA1
KP284699,A,NA1
KP284699,A,NA1
KP284700,A,NA1
KP284700,A,NA1
KP284700,A,NA1
KP284700,A,NA1
KP284700,A,GA2
KP284700,A,GA2
KP284701,A,NA1
KP284701,A,NA1
KP284701,A,NA1
KP284702,A,NA1
KP284702,A,NA1
KP284702,A,NA1
KP284720,B,BAVII
KP284720,B,BAVII
KP284720,B,BAX
KP284720,B,BAI
KP284720,B,BAV
KP284720,B,BAV
KP284721,B,BAIX
KP284721,B,BAVII
KP284721,B,BAIX
KP284721,B,BAVII
KP284721,B,BAVI
KP284721,B,BAIII
KP284703,A,NA1
KP284703,A,NA1
KP284703,A,NA1
KP284704,A,NA1
KP284704,A,NA1
KP284704,A,NA1
KP284704,A,NA1
KP284706,A,NA1
KP284706,A,NA1
KP284706,A,NA1
KP284707,A,NA1
KP284707,A,NA1
KP284707,A,NA1
KP284707,A,NA1
KP284708,A,NA1
KP284708,A,NA1
KP284708,A,NA1
KP284709,A,NA1
KP284709,A,NA1
KP284709,A,NA1
KP284710,A,NA1
KP284710,A,NA1
KP284710,A,NA1
KP284710,A,NA1
KP284711,A,NA1
KP284711,A,NA1
KP284711,A,NA1
KP284712,A,NA1
KP284712,A,NA1
KP284712,A,NA1
KP284712,A,NA1
KP284741,B,BAIX
KP284741,B,BAVII
KP284741,B,BAVII
KP284741,B,BAIX
KP284741,B,BAIX
KP284741,B,BAIX
KP284652,A,GA2
KP284652,A,GA2
KP284652,A,NA1
KP284652,A,NA2
KP284652,A,NA2
KP284652,A,NA1
KP284653,A,NA1
KP284653,A,NA1
KP284653,A,NA1
KP284653,A,NA1
KP284653,A,GA2
KP284654,A,NA1
KP284654,A,NA1
KP284654,A,NA1
KP284655,A,NA1
KP284655,A,NA1
KP284655,A,NA1
KP284655,A,NA1
KP284655,A,GA2
KP284655,A,GA2
KP284656,A,NA1
KP284656,A,NA1
KP284656,A,NA1
KP284657,A,NA1
KP284657,A,NA1
KP284657,A,NA1
KP284666,A,NA1
KP284666,A,NA1
KP284666,A,NA1
KP284722,B,BAIX
KP284722,B,BAIX
KP284722,B,BAIX
KP284722,B,BAIX
KP284722,B,BAVII
KP284722,B,BAVII
KP284667,A,NA1
KP284667,A,NA1
KP284667,A,NA1
KP284667,A,NA1
KP284713,B,BAIX
KP284713,B,BAIX
KP284713,B,BAIX
KP284713,B,BAVII
KP284713,B,BAVII
KP284713,B,BAVIII
KP284714,B,BAIX
KP284714,B,BAIX
KP284714,B,BAIX
KP284714,B,BAVII
KP284714,B,BAVII
KP284714,B,BAVIII
KP284727,B,BAX
KP284727,B,BAX
KP284727,B,BAVII
KP284727,B,BAVII
KP284727,B,BAIII
KP284727,B,BAV
KP284582,A,ON1
KP284728,B,BAIX
KP284728,B,BAIX
KP284728,B,BAIX
KP284728,B,BAVII
KP284728,B,BAVII
KP284728,B,BAVIII
KP284729,B,BAX
KP284729,B,BAX
KP284729,B,BAI
KP284729,B,BAVII
KP284729,B,BAVII
KP284729,B,BAV
KP284730,B,BAX
KP284730,B,BAX
KP284730,B,BAVII
KP284730,B,BAI
KP284730,B,BAVII
KP284730,B,BAV
KP284731,B,BAX
KP284731,B,BAX
KP284731,B,BAI
KP284731,B,BAVII
KP284731,B,BAVII
KP284731,B,BAV
KP284732,B,BAX
KP284732,B,BAX
KP284732,B,BAVII
KP284732,B,BAI
KP284732,B,BAVII
KP284732,B,BAV
KP284669,A,NA1
KP284669,A,NA1
KP284734,B,BAIX
KP284734,B,BAIX
KP284734,B,BAIX
KP284734,B,BAVII
KP284734,B,BAVII
KP284734,B,BAVIII
KP284651,A,NA1
KP284651,A,NA1
KP284651,A,NA1
KP284651,A,NA1
KP284658,A,NA1
KP284659,A,NA1
KP284659,A,NA1
KP284659,A,NA1
KP284660,A,NA1
KP284660,A,NA1
KP284660,A,NA1
KP284660,A,NA1
KP284670,A,NA1
KP284670,A,NA1
KP284670,A,NA1
KP284670,A,NA1
KP284671,A,NA1
KP284671,A,NA1
KP284671,A,NA1
KP284671,A,NA1
KP284672,A,NA1
KP284672,A,NA1
KP284672,A,NA1
KP284672,A,NA1
KP284673,A,NA1
KP284673,A,NA1
KP284673,A,NA1
KP284673,A,NA1
KP284674,A,NA1
KP284674,A,NA1
KP284674,A,NA1
KP284674,A,NA1
KP284675,A,NA1
KP284675,A,NA1
KP284675,A,NA1
KP284675,A,NA1
KP284676,A,NA1
KP284676,A,NA1
KP284676,A,NA1
KP284677,A,NA1
KP284677,A,NA1
KP284677,A,NA1
KP284677,A,NA1
KP284678,A,NA1
KP284679,A,NA1
KP284679,A,NA1
KP284679,A,NA1
KP284680,A,NA1
KP284680,A,NA1
KP284680,A,NA1
KP284680,A,NA1
KP284681,A,NA1
KP284681,A,NA1
KP284681,A,NA1
KP284681,A,NA1
KP284682,A,NA1
KP284682,A,NA1
KP284682,A,NA1
KP284682,A,NA1
KP284683,A,NA1
