Accession ID,subtype,genotype
JQ933942,A,NA1
JQ933942,A,NA1
JQ933943,A,NA1
JQ933943,A,NA1
JQ933943,A,NA1
JQ933944,A,NA1
JQ933944,A,NA1
JQ933944,A,NA1
JQ933945,A,NA1
JQ933945,A,NA1
JQ933945,A,NA1
JQ933946,A,NA1
JQ933946,A,NA1
JQ933946,A,NA1
JQ933947,A,NA1
JQ933947,A,NA1
JQ933947,A,NA1
JQ933948,A,NA1
JQ933948,A,NA1
JQ933948,A,NA1
JQ933948,A,NA1
JQ933949,A,NA1
JQ933949,A,NA1
JQ933949,A,NA1
JQ933950,A,NA1
JQ933950,A,NA1
JQ933950,A,NA1
JQ933950,A,NA1
JQ933951,B,BAXII
JQ933951,B,BAXII
JQ933951,B,BAVII
JQ933951,B,BAVII
JQ933951,B,BAIX
JQ933951,B,BAX
JQ933952,B,BAXII
JQ933952,B,BAXII
JQ933952,B,BAVII
JQ933952,B,BAVII
JQ933952,B,BAIX
JQ933952,B,BAIX
JQ933953,B,BAXII
JQ933953,B,BAXII
JQ933953,B,BAVII
JQ933953,B,BAVII
JQ933953,B,BAIX
JQ933953,B,BAV
JQ933954,B,BAXII
JQ933954,B,BAXII
JQ933954,B,BAVII
JQ933954,B,BAIX
JQ933955,B,BAXII
JQ933955,B,BAXII
JQ933955,B,BAVII
JQ933955,B,BAIX
JQ933955,B,BAVII
JQ933955,B,BAV
JQ933956,B,BAXII
JQ933956,B,BAXII
JQ933956,B,BAVII
JQ933956,B,BAIX
JQ933956,B,BAVII
JQ933956,B,BAX
JQ933957,B,BAXII
JQ933957,B,BAXII
JQ933957,B,BAVII
JQ933957,B,BAVII
JQ933957,B,BAX
JQ933958,B,BAXII
JQ933958,B,BAXII
JQ933958,B,BAVII
JQ933958,B,BAIX
JQ933958,B,BAX
JQ933958,B,BAVII
JQ933959,B,BAXII
JQ933959,B,BAXII
JQ933959,B,BAVII
JQ933959,B,BAVII
JQ933959,B,BAIX
JQ933959,B,BAX
JQ933960,B,BAXII
JQ933960,B,BAXII
JQ933960,B,BAVII
JQ933960,B,BAVII
JQ933960,B,BAVI
JQ933960,B,BAX
JQ933961,B,BAXII
JQ933961,B,BAXII
JQ933961,B,BAVII
JQ933961,B,BAVII
JQ933961,B,BAIX
JQ933961,B,BAV
JQ933962,B,BAXII
JQ933962,B,BAXII
JQ933962,B,BAVII
JQ933962,B,BAVII
JQ933962,B,BAV
JQ933963,B,BAXII
JQ933963,B,BAXII
JQ933963,B,BAVII
JQ933963,B,BAVII
JQ933963,B,BAX
JQ933963,B,BAIX
JQ933964,B,BAXII
JQ933964,B,BAXII
JQ933964,B,BAVII
JQ933964,B,BAVII
JQ933964,B,BAX
JQ933964,B,BAIX
JQ933965,B,BAXII
JQ933965,B,BAXII
JQ933965,B,BAVII
JQ933965,B,BAVII
JQ933965,B,BAX
JQ933965,B,BAIX
JQ933966,B,BAXII
JQ933966,B,BAXII
JQ933966,B,BAVII
JQ933966,B,BAVII
JQ933966,B,BAIX
JQ933966,B,BAX
JQ933967,B,BAXII
JQ933967,B,BAXII
JQ933967,B,BAVII
JQ933967,B,BAVII
JQ933967,B,BAX
JQ933967,B,BAIX
JQ933968,B,BAXII
JQ933968,B,BAXII
JQ933968,B,BAVII
JQ933968,B,BAVII
JQ933968,B,BAX
JQ933968,B,BAIX
JQ933969,B,BAXII
JQ933969,B,BAXII
JQ933969,B,BAVII
JQ933969,B,BAVII
JQ933969,B,BAIX
JQ933969,B,BAX
JQ933970,B,BAII
JQ933970,B,BAII
JQ933971,B,BAIX
JQ933971,B,BAIX
JQ933971,B,BAIX
JQ933971,B,BAIX
JQ933971,B,BAVII
JQ933971,B,BAVII
JQ933972,B,BAIX
JQ933972,B,BAIX
JQ933972,B,BAIX
JQ933972,B,BAIX
JQ933972,B,BAVII
JQ933972,B,BAVII
JQ933973,B,BAIX
JQ933973,B,BAIX
JQ933973,B,BAIX
JQ933973,B,BAVII
JQ933973,B,BAIX
JQ933973,B,BAVII
