Accession ID,subtype,genotype
AB900745,B,BAIX
AB900745,B,BAIX
AB900745,B,BAVII
AB900745,B,BAIX
AB900746,B,BAIX
AB900746,B,BAIX
AB900746,B,BAVII
AB900746,B,BAIX
AB900747,B,BAVII
AB900747,B,BAIX
AB900747,B,BAX
AB900747,B,BAIX
AB900747,B,BAVIII
AB900747,B,BAVIII
AB900748,B,BAIX
AB900748,B,BAIX
AB900748,B,BAVII
AB900748,B,BAIX
AB900749,B,BAIX
AB900749,B,BAIX
AB900749,B,BAVII
AB900749,B,BAIX
AB900750,B,BAVII
AB900750,B,BAX
AB900750,B,BAIX
AB900750,B,BAIX
AB900750,B,BAX
AB900750,B,BAVII
AB900751,B,BAIX
AB900751,B,BAIX
AB900751,B,BAIX
AB900751,B,BAVII
AB900751,B,BAIV
AB900751,B,BAIX
AB900752,B,BAIX
AB900752,B,BAIX
AB900752,B,BAVII
AB900752,B,BAIX
AB900753,B,BAVII
AB900753,B,BAX
AB900753,B,BAIV
AB900753,B,BAVII
AB900753,B,BAVIII
AB900753,B,BAVIII
AB900754,B,BAVII
AB900754,B,BAX
AB900754,B,BAIX
AB900754,B,BAIX
AB900754,B,BAX
AB900754,B,BAVII
AB900755,B,BAIX
AB900755,B,BAIX
AB900755,B,BAIX
AB900755,B,BAVII
AB900755,B,BAIV
AB900755,B,BAIX
AB900756,B,BAX
AB900756,B,BAVII
AB900756,B,BAI
AB900756,B,BAI
AB900756,B,BAX
AB900756,B,BAVII
AB900757,B,BAVII
AB900757,B,BAX
AB900757,B,BAIV
AB900757,B,BAVII
AB900757,B,BAVIII
AB900757,B,BAVIII
AB900758,B,BAIX
AB900758,B,BAIX
AB900758,B,BAIX
AB900759,B,BAIX
AB900759,B,BAIX
AB900759,B,BAVI
AB900759,B,BAVI
AB900759,B,BAVII
AB900759,B,BAIX
AB900760,B,BAIX
AB900760,B,BAIX
AB900760,B,BAVII
AB900760,B,BAIII
AB900760,B,BAIX
AB900760,B,BAIII
AB900761,B,BAIX
AB900761,B,BAIX
AB900761,B,BAIX
AB900761,B,BAVII
AB900761,B,BAIX
AB900761,B,BAIII
AB900762,B,BAIX
AB900762,B,BAIX
AB900762,B,BAVII
AB900762,B,BAIX
