Accession ID,subtype,genotype
KU736767,A,ON1
KU736767,A,ON1
KU736767,A,ON1
KU736767,A,ON1
KU736767,A,ON1
KU736768,A,ON1
KU736768,A,ON1
KU736768,A,ON1
KU736768,A,ON1
KU736768,A,ON1
KU736769,A,NA1
KU736769,A,NA1
KU736770,A,ON1
KU736770,A,ON1
KU736770,A,ON1
KU736770,A,ON1
KU736770,A,ON1
KU736771,A,NA1
KU736771,A,NA1
KU736772,A,ON1
KU736772,A,ON1
KU736772,A,ON1
KU736772,A,ON1
KU736772,A,ON1
KU736773,A,ON1
KU736773,A,ON1
KU736773,A,ON1
KU736773,A,ON1
KU736773,A,ON1
KU736777,B,BAIX
KU736777,B,BAVII
KU736777,B,BAIX
KU736777,B,BAIX
KU736777,B,BAVII
KU736777,B,BAVIII
KU736774,A,ON1
KU736774,A,ON1
KU736774,A,ON1
KU736774,A,ON1
KU736774,A,ON1
KU736775,A,ON1
KU736775,A,ON1
KU736775,A,ON1
KU736775,A,ON1
KU736775,A,ON1
KU736778,B,BAIX
KU736778,B,BAIX
KU736778,B,BAIX
KU736778,B,BAVII
KU736778,B,BAIX
KU736776,A,ON1
KU736776,A,ON1
KU736776,A,ON1
KU736776,A,ON1
KU736776,A,ON1
KU736779,B,BAIX
KU736779,B,BAIX
KU736779,B,BAIX
KU736779,B,BAVII
KU736779,B,BAIX
KU736780,B,BAIX
KU736780,B,BAIX
KU736780,B,BAVII
KU736780,B,BAI
KU736780,B,BAIX
KU736780,B,BAIX
KU736781,B,BAIX
KU736781,B,BAIX
KU736781,B,BAIX
KU736782,B,BAIX
KU736782,B,BAIX
KU736782,B,BAIX
KU736782,B,BAIII
KU736782,B,BAIII
KU736782,B,BAXII
KU736783,B,BAIX
KU736783,B,BAIX
KU736783,B,BAVII
KU736783,B,BAIX
KU736783,B,BAIV
KU736784,B,BAIX
KU736784,B,BAIX
KU736784,B,BAIX
KU736784,B,BAIII
KU736784,B,BAIII
KU736784,B,BAIX
