Accession ID,subtype,genotype
KU950574,B,BAVII
KU950574,B,BAIX
KU950574,B,BAIX
KU950574,B,BAIX
KU950574,B,BAIV
KU950574,B,BAX
KU950614,B,BAVII
KU950614,B,BAIX
KU950614,B,BAIX
KU950614,B,BAIX
KU950614,B,BAIV
KU950614,B,BAX
KU950457,B,BAVII
KU950457,B,BAIX
KU950457,B,BAIX
KU950457,B,BAIV
KU950457,B,BAX
KU950457,B,BAIII
KU950561,A,GA5
KU950561,A,GA5
KU950573,A,GA2
KU950573,A,GA2
KU950573,A,GA3
KU950573,A,GA3
KU950573,A,NA2
KU950573,A,NA2
KU950557,A,ON1
KU950557,A,ON1
KU950557,A,ON1
KU950570,A,ON1
KU950570,A,ON1
KU950570,A,ON1
KU950521,A,ON1
KU950521,A,ON1
KU950521,A,ON1
KU950521,A,ON1
KU950521,A,ON1
KU950682,B,BAIX
KU950682,B,BAIX
KU950682,B,BAIX
KU950682,B,BAVII
KU950682,B,BAIX
KU950682,B,BAIV
KU950536,A,NA1
KU950536,A,NA1
KU950536,A,NA1
KU950649,A,NA1
KU950649,A,NA1
KU950649,A,NA1
KU950507,A,NA1
KU950507,A,NA1
KU950507,A,NA1
KU950592,A,ON1
KU950592,A,ON1
KU950592,A,ON1
KU950592,A,ON1
KU950592,A,ON1
KU950619,B,BAX
KU950619,B,BAI
KU950619,B,BAVII
KU950619,B,BAI
KU950619,B,BAIX
KU950619,B,BAIX
KU950657,B,BAXII
KU950657,B,BAXII
KU950657,B,BAVII
KU950657,B,BAIX
KU950657,B,BAIX
KU950657,B,BAX
KU950660,A,ON1
KU950660,A,ON1
KU950652,A,NA1
KU950652,A,NA1
KU950469,A,NA1
KU950469,A,NA1
KU950469,A,NA1
KU950654,A,ON1
KU950654,A,ON1
KU950654,A,ON1
KU950654,A,ON1
KU950654,A,ON1
KU950677,A,ON1
KU950677,A,ON1
KU950677,A,ON1
KU950677,A,ON1
KU950493,A,ON1
KU950493,A,ON1
KU950493,A,ON1
KU950493,A,ON1
KU950493,A,ON1
KU950564,A,GA5
KU950564,A,GA5
KU950658,A,NA1
KU950658,A,NA1
KU950658,A,NA1
KU950673,A,ON1
KU950673,A,ON1
KU950673,A,ON1
KU950673,A,ON1
KU950673,A,ON1
KU950546,A,NA1
KU950546,A,NA1
KU950546,A,NA1
KU950634,A,NA1
KU950634,A,NA1
KU950634,A,NA1
KU950475,A,ON1
KU950475,A,ON1
KU950475,A,ON1
KU950475,A,ON1
KU950475,A,ON1
KU950631,A,ON1
KU950631,A,ON1
KU950502,A,ON1
KU950502,A,ON1
KU950502,A,ON1
KU950616,A,GA5
KU950616,A,GA5
KU950692,A,ON1
