Accession ID,subtype,genotype
FJ391374,A,GA2
FJ391374,A,NA1
FJ391374,A,NA2
FJ391374,A,GA2
FJ391374,A,NA2
FJ391374,A,NA1
FJ391237,A,GA5
FJ391375,A,NA2
FJ391375,A,NA2
FJ391375,A,GA2
FJ391375,A,GA2
FJ391375,A,NA1
FJ391376,A,GA2
FJ391376,A,NA2
FJ391376,A,GA2
FJ391376,A,NA2
FJ391376,A,NA1
FJ391238,A,GA5
FJ391238,A,GA5
FJ391239,A,GA5
FJ391239,A,GA5
FJ391240,A,GA5
FJ391241,A,GA5
FJ391241,A,GA5
FJ391377,A,GA2
FJ391377,A,NA2
FJ391377,A,GA2
FJ391377,A,NA2
FJ391377,A,NA1
FJ391378,A,NA2
FJ391378,A,NA2
FJ391378,A,GA2
FJ391378,A,GA2
FJ391378,A,NA1
FJ391242,A,GA5
FJ391242,A,GA5
FJ391245,A,GA5
FJ391245,A,GA5
FJ391243,A,GA5
FJ391244,A,GA5
FJ391244,A,GA5
FJ391380,A,GA2
FJ391380,A,NA2
FJ391380,A,GA2
FJ391380,A,NA2
FJ391380,A,NA1
FJ391380,A,NA1
FJ391246,A,GA5
FJ391246,A,GA5
FJ391247,A,GA5
FJ391247,A,GA5
FJ391379,A,GA2
FJ391379,A,NA2
FJ391379,A,GA2
FJ391379,A,NA2
FJ391379,A,NA1
FJ391447,A,GA7
FJ391447,A,GA7
FJ391248,A,GA5
FJ391381,A,GA2
FJ391381,A,NA2
FJ391381,A,GA2
FJ391381,A,NA2
FJ391381,A,NA1
FJ391381,A,NA1
FJ391249,A,GA5
FJ391249,A,GA5
FJ391382,A,GA2
FJ391382,A,GA2
FJ391382,A,NA1
FJ391382,A,NA2
FJ391382,A,NA2
FJ391382,A,NA1
FJ391250,A,GA5
FJ391252,A,GA5
FJ391252,A,GA5
FJ391251,A,GA5
FJ391251,A,GA5
FJ391253,A,GA5
FJ391254,A,GA5
FJ391254,A,GA5
FJ391383,A,NA2
FJ391383,A,NA2
FJ391383,A,GA2
FJ391383,A,NA1
FJ391383,A,GA2
FJ391383,A,NA1
FJ391255,A,GA5
FJ391256,A,GA5
FJ391256,A,SAA1
FJ391256,A,GA3
FJ391256,A,GA2
FJ391256,A,GA3
FJ391256,A,GA6
FJ391257,A,GA5
FJ391257,A,GA5
FJ391258,A,GA5
FJ391258,A,GA5
FJ391385,A,GA2
FJ391385,A,GA2
FJ391385,A,NA2
FJ391385,A,NA2
FJ391385,A,NA1
FJ391385,A,NA1
FJ391386,A,GA2
FJ391386,A,GA2
FJ391386,A,NA2
FJ391386,A,NA2
FJ391386,A,NA1
FJ391384,A,GA2
FJ391384,A,NA2
FJ391384,A,NA2
FJ391384,A,GA2
FJ391384,A,NA1
FJ391259,A,GA5
FJ391259,A,GA5
FJ391389,A,GA2
FJ391389,A,GA2
FJ391389,A,NA2
FJ391389,A,NA2
FJ391389,A,NA1
FJ391389,A,NA1
FJ391390,A,GA2
FJ391390,A,NA2
FJ391390,A,GA2
FJ391390,A,NA2
FJ391390,A,NA1
FJ391261,A,GA5
FJ391260,A,GA5
FJ391387,A,GA2
FJ391387,A,NA2
FJ391387,A,NA2
FJ391387,A,GA2
FJ391387,A,NA1
FJ391388,A,GA2
FJ391388,A,NA2
FJ391388,A,GA2
FJ391262,A,GA5
FJ391269,A,GA5
FJ391269,A,GA5
FJ391263,A,GA5
FJ391264,A,GA5
FJ391264,A,GA5
FJ391266,A,GA5
FJ391265,A,GA5
FJ391265,A,GA5
FJ391391,A,GA2
FJ391391,A,NA2
FJ391391,A,GA2
FJ391391,A,NA2
FJ391391,A,NA1
FJ391267,A,GA5
FJ391267,A,GA5
FJ391268,A,GA5
FJ391268,A,GA5
FJ391392,A,GA2
FJ391392,A,NA2
FJ391392,A,GA2
