Accession ID,subtype,genotype
KF981469,B,BAX
KF981469,B,BAVII
KF981469,B,BAX
KF981469,B,BAVII
KF981469,B,BAVIII
KF981469,B,BAVIII
KF981464,B,BAVII
KF981464,B,BAI
KF981464,B,BAIX
KF981464,B,BAIV
KF981464,B,BAVII
KF981464,B,BAIII
KF981463,B,BAIX
KF981463,B,BAIX
KF981463,B,BAVII
KF981463,B,BAIX
KF981463,B,BAX
KF981463,B,BAVII
KF981462,B,BAVII
KF981462,B,BAX
KF981462,B,BAIX
KF981462,B,BAVII
KF981462,B,BAVIII
KF981462,B,BAVIII
KF981465,B,BAIX
KF981465,B,BAIX
KF981465,B,BAVII
KF981465,B,BAVI
KF981465,B,BAVI
KF981465,B,BAIX
KF981468,B,BAVII
KF981468,B,BAIX
KF981468,B,BAIX
KF981468,B,BAIX
KF981468,B,BAVII
KF981468,B,BAIX
KF981466,B,BAVII
KF981466,B,BAX
KF981466,B,BAIX
KF981466,B,BAIX
KF981466,B,BAVII
KF981466,B,BAVIII
KF981454,A,NA1
KF981454,A,NA1
KF981454,A,NA1
KF981454,A,NA1
KF981455,A,NA1
KF981455,A,NA1
KF981455,A,NA1
KF981467,B,BAVII
KF981467,B,BAIX
KF981467,B,BAIX
KF981467,B,BAIII
KF981467,B,BAIX
KF981467,B,BAVII
KF981452,A,GA5
KF981459,A,NA1
KF981459,A,NA1
KF981461,B,BAII
KF981461,B,BAII
KF981453,A,NA1
KF981453,A,NA1
KF981453,A,NA1
KF981456,A,NA1
KF981456,A,NA1
KF981456,A,NA1
KF981456,A,GA2
KF981456,A,GA2
KF981456,A,ON1
KF981457,A,NA1
KF981457,A,NA1
KF981457,A,NA1
KF981460,B,BAVI
KF981460,B,BAVI
KF981460,B,BAI
KF981460,B,BAVII
KF981460,B,BAIII
KF981460,B,BAIV
KF981458,A,NA1
KF981458,A,NA1
KF981458,A,NA1
