Accession ID,subtype,genotype
AY773286,A,GA5
AY773286,A,GA5
AY773287,A,GA5
AY773287,A,GA5
AY773288,A,GA2
AY773288,A,GA2
AY773288,A,NA2
AY773288,A,NA2
AY773288,A,NA1
AY773288,A,NA1
AY773289,B,SAB1
AY773289,B,SAB1
AY773290,A,GA5
AY773290,A,GA5
AY773291,B,SAB1
AY773291,B,SAB1
AY773292,B,SAB1
AY773292,B,SAB1
AY773293,A,GA5
AY773293,A,GA5
AY773294,A,GA5
AY773294,A,GA5
AY773295,A,GA5
AY773295,A,GA5
AY773296,A,GA5
AY773296,A,GA5
AY773297,A,GA5
AY773297,A,GA5
AY773298,A,GA5
AY773298,A,GA5
AY773299,A,GA2
AY773299,A,GA2
AY773299,A,NA1
AY773299,A,NA2
AY773299,A,NA2
AY773299,A,NA1
AY773300,A,GA5
AY773300,A,GA5
AY773301,A,GA5
AY773301,A,GA5
