Accession ID,subtype,genotype
AJ290196,B,SAB3
AJ290196,B,BAI
AJ290196,B,BAI
AJ290196,B,BAIII
AJ290196,B,BAIII
AJ290196,B,BAVII
AJ290197,B,SAB3
AJ290197,B,BAI
AJ290197,B,BAI
AJ290197,B,BAIII
AJ290197,B,BAIII
AJ290197,B,BAVII
AJ290198,B,SAB3
AJ290198,B,BAI
AJ290198,B,BAI
AJ290198,B,BAIII
AJ290198,B,BAIII
AJ290198,B,BAVII
AJ290199,A,GA5
AJ290200,B,SAB3
AJ290200,B,BAI
AJ290200,B,BAI
AJ290200,B,BAIII
AJ290200,B,BAIII
AJ290200,B,BAXII
AJ290201,B,GB4
AJ290201,B,GB4
AJ290202,B,GB4
AJ290202,B,GB4
AJ290203,B,GB4
AJ290203,B,GB4
AJ290204,B,SAB3
AJ290204,B,GB3
AJ290204,B,BAI
AJ290204,B,BAI
AJ290204,B,BAIII
AJ290204,B,BAIII
AJ290205,B,SAB3
AJ290205,B,BAI
AJ290205,B,BAI
AJ290205,B,BAIII
AJ290205,B,BAIII
AJ290205,B,BAVII
AJ290206,B,GB4
AJ290206,B,GB4
AJ290207,B,SAB3
AJ290207,B,BAI
AJ290207,B,BAI
AJ290207,B,BAIII
AJ290207,B,BAIII
AJ290207,B,BAVII
AJ290208,A,GA7
AJ290208,A,GA7
AJ290209,B,GB4
AJ290209,B,GB4
AJ290210,B,SAB3
AJ290210,B,BAI
AJ290210,B,BAI
AJ290210,B,BAIII
AJ290210,B,BAIII
AJ290210,B,BAVII
AJ290211,B,SAB3
AJ290211,B,BAI
AJ290211,B,BAI
AJ290211,B,BAIII
AJ290211,B,BAIII
AJ290211,B,BAVII
AJ290212,A,GA5
AJ290212,A,GA5
AJ290212,A,GA3
AJ290213,B,SAB3
AJ290213,B,BAI
AJ290213,B,BAI
AJ290213,B,BAIII
AJ290213,B,BAIII
AJ290213,B,BAVII
AJ290214,B,GB4
AJ290214,B,GB4
AJ290215,B,SAB3
AJ290215,B,BAI
AJ290215,B,BAI
AJ290215,B,BAIII
AJ290215,B,BAIII
AJ290215,B,BAVII
AJ290216,B,SAB3
AJ290216,B,BAI
AJ290216,B,BAI
AJ290216,B,BAIII
AJ290216,B,BAIII
AJ290216,B,BAVII
AJ290217,A,GA5
AJ290217,A,GA5
AJ290218,A,GA5
AJ290218,A,GA5
AJ290219,B,GB4
AJ290219,B,GB4
AJ290220,A,GA7
AJ290220,A,GA7
AJ290220,A,GA3
AJ290220,A,GA3
AJ290221,A,GA7
AJ290221,A,GA7
AJ290222,B,GB4
AJ290222,B,GB4
AJ290223,B,SAB3
AJ290223,B,BAI
AJ290223,B,BAI
AJ290223,B,BAIII
AJ290223,B,BAIII
AJ290223,B,BAIV
AJ290224,B,SAB3
AJ290224,B,BAI
AJ290224,B,BAI
AJ290224,B,BAIII
AJ290224,B,BAIII
AJ290224,B,BAVII
