Accession ID,subtype,genotype
KU954996,A,NA1
KU954996,A,NA1
KU954996,A,NA1
KU954996,A,NA1
KU954785,B,THB
KU954785,B,THB
KU954786,B,BAI
KU954786,B,BAIII
KU954786,B,BAIV
KU954786,B,BAVII
KU954786,B,BAIII
KU954786,B,BAVII
KU954787,B,URU2
KU954787,B,URU2
KU954787,B,SAB3
KU954787,B,BAI
KU954787,B,BAI
KU954787,B,BAIII
KU954788,B,SAB3
KU954788,B,SAB4
KU954788,B,URU2
KU954788,B,URU2
KU954788,B,BAI
KU954788,B,BAI
KU954789,B,THB
KU954789,B,THB
KU955004,A,NA1
KU955004,A,NA1
KU955004,A,NA1
KU955005,A,NA1
KU955005,A,NA1
KU955005,A,NA1
KU955005,A,NA1
KU962485,B,THB
KU962485,B,THB
KU962486,B,BAIX
KU962486,B,BAIX
KU962486,B,BAIX
KU962486,B,BAIX
KU962486,B,BAVII
KU962486,B,BAVII
KU962487,B,BAX
KU962487,B,BAX
KU962488,B,URU2
KU962488,B,URU2
KU962488,B,SAB3
KU962488,B,URU
KU962488,B,URU
KU962488,B,BAI
KU962489,B,BAIX
KU962489,B,BAIX
KU962489,B,BAVII
KU962489,B,BAIX
KU962489,B,BAVII
KU962489,B,BAIX
KU962896,A,NA1
KU962896,A,NA1
KU962896,A,NA1
KU962896,A,NA1
KU962896,A,GA2
KU962896,A,NA2
KU962897,A,NA1
KU962897,A,NA1
KU962897,A,NA1
KU954799,B,BAVII
KU954799,B,BAI
KU954799,B,BAIV
KU954799,B,BAIX
KU954799,B,BAIX
KU954799,B,BAVII
KU954875,B,BAVII
KU954875,B,BAI
KU954875,B,BAIV
KU954875,B,BAIX
KU954875,B,BAIX
KU954875,B,BAVII
KU954876,B,BAVII
KU954876,B,BAI
KU954876,B,BAIV
KU954876,B,BAIX
KU954876,B,BAVI
KU954876,B,BAVII
KU954877,B,BAVII
KU954877,B,BAI
KU954877,B,BAIV
KU954877,B,BAIII
KU954877,B,BAIII
KU954877,B,BAVII
KU954878,B,BAVII
KU954878,B,BAI
KU954878,B,BAIV
KU954878,B,BAVI
KU954878,B,BAIX
KU954878,B,BAVII
KU955003,A,NA1
KU955003,A,NA1
KU955003,A,NA1
KU955003,A,NA1
KU955022,A,NA1
KU955022,A,NA1
KU955022,A,NA1
KU955056,A,NA1
KU955056,A,NA1
KU955056,A,NA1
KU955056,A,NA1
KU955056,A,GA2
KU955056,A,GA2
KU955077,A,NA1
KU955077,A,NA1
KU955077,A,NA1
KU955077,A,NA1
KU955082,A,NA1
KU955082,A,NA1
KU955082,A,NA1
KU955082,A,NA1
KU955083,A,NA1
KU955083,A,NA1
KU955083,A,NA1
KU955083,A,NA1
KU955084,A,NA1
KU955084,A,NA1
KU955084,A,NA1
KU955084,A,NA1
KU955085,A,NA1
KU955085,A,NA1
KU955085,A,NA1
KU955085,A,NA1
KU955086,A,NA1
KU955086,A,NA1
KU955086,A,NA1
KU955086,A,NA1
KU955087,A,NA1
KU955087,A,NA1
KU955087,A,NA1
KU955087,A,NA1
KU955088,A,NA1
KU955088,A,NA1
KU955088,A,NA1
KU955089,A,NA1
KU955089,A,NA1
KU955089,A,NA1
KU955091,A,NA1
KU955091,A,NA1
KU955091,A,NA1
KU955093,A,NA1
KU955093,A,NA1
KU955093,A,NA1
KU955093,A,NA1
KU955099,A,NA1
KU955099,A,NA1
KU955099,A,NA1
KU955099,A,NA1
KU955100,A,NA1
KU955100,A,NA1
KU955100,A,NA1
KU955102,A,NA1
KU955102,A,NA1
KU955102,A,NA1
KU955102,A,NA1
KU955106,A,NA1
KU955106,A,NA1
KU955108,A,NA2
KU955108,A,NA2
KU955109,A,NA1
KU955109,A,NA1
KU955109,A,NA1
KU955110,A,NA1
KU955110,A,NA1
KU955110,A,NA1
KU955111,A,NA2
KU955111,A,NA2
KU955112,A,NA1
KU955112,A,NA1
KU955112,A,NA1
KU955112,A,NA1
KU955113,A,NA1
KU955113,A,NA1
KU955113,A,NA1
KU955114,A,NA1
KU955114,A,NA1
KU955114,A,NA1
KU955114,A,NA1
KU955115,A,NA1
KU955115,A,NA1
KU955115,A,NA1
KU955115,A,NA1
KU955116,A,NA1
KU955116,A,NA1
KU955116,A,NA1
KU955116,A,NA1
KU955117,A,GA2
KU955117,A,GA2
KU955118,A,NA1
KU955118,A,NA1
KU955118,A,NA1
KU955118,A,NA1
KU955119,A,NA1
KU955119,A,NA1
KU955119,A,NA1
KU955119,A,GA2
KU955120,A,NA1
KU955120,A,NA1
KU955120,A,NA1
KU955143,A,NA1
KU955143,A,NA1
KU955143,A,NA1
KU955150,A,NA1
KU955150,A,NA1
KU955150,A,NA1
KU955150,A,NA1
KU955153,A,NA1
KU955153,A,NA1
KU955153,A,NA1
KU955160,A,NA1
KU955160,A,NA1
KU955160,A,NA1
KU955161,A,NA1
KU955161,A,NA1
KU955161,A,NA1
KU955161,A,NA1
KU955162,A,NA1
KU955162,A,NA1
KU955162,A,NA1
KU955162,A,NA1
KU955163,A,NA1
KU955163,A,NA1
