Accession ID,subtype,genotype
AY472086,A,GA2
AY472086,A,GA2
AY472086,A,GA3
AY472086,A,GA7
AY472087,A,GA2
AY472087,A,GA2
AY472087,A,GA3
AY472088,A,GA2
AY472088,A,GA2
AY472088,A,GA3
AY472089,A,GA2
AY472089,A,GA2
AY472089,A,NA2
AY472089,A,NA2
AY472090,A,GA2
AY472090,A,GA2
AY472090,A,NA2
AY472090,A,NA2
AY472091,A,GA2
AY472091,A,GA2
AY472091,A,NA2
AY472091,A,NA2
AY472092,A,GA7
AY472092,A,GA7
AY472092,A,GA2
AY472092,A,GA3
AY472092,A,GA2
AY472092,A,GA3
AY472093,A,GA7
AY472093,A,GA7
AY472093,A,GA3
AY472093,A,GA3
AY472094,A,GA5
AY472094,A,GA5
AY472095,A,GA2
AY472095,A,GA2
AY472096,A,GA2
AY472096,A,GA2
AY472096,A,NA2
AY472096,A,NA2
AY472097,A,GA7
AY472097,A,GA7
AY472097,A,GA3
AY472097,A,GA3
AY472098,B,BAI
AY472098,B,BAIII
AY472098,B,BAIII
AY472098,B,BAVII
AY472098,B,BAIX
AY472098,B,BAIX
AY472099,B,BAI
AY472099,B,BAI
AY472099,B,BAIII
AY472099,B,BAIII
AY472099,B,BAIV
AY472099,B,BAVII
AY472100,B,SAB3
AY472100,B,SAB3
AY472100,B,GB2
AY472100,B,BAI
AY472100,B,BAI
AY472100,B,BAVII
AY472101,B,BAI
AY472101,B,BAIII
AY472101,B,BAIII
AY472101,B,BAVII
AY472101,B,BAIX
AY472101,B,BAIX
AY472102,A,GA7
AY472102,A,GA7
AY472102,A,GA2
AY472102,A,GA3
AY472102,A,GA2
AY472102,A,GA3
