Accession ID,subtype,genotype
LC060582,B,BAVII
LC060582,B,BAVIII
LC060582,B,BAIX
LC060582,B,BAIX
LC060582,B,BAIX
LC060582,B,BAIX
LC060581,B,BAX
LC060581,B,BAX
LC060581,B,BAVII
LC060581,B,BAVII
LC060581,B,BAIX
LC060581,B,BAIX
LC060575,B,BAIX
LC060575,B,BAIX
LC060575,B,BAVII
LC060575,B,BAV
LC060575,B,BAIII
LC060575,B,BAIII
LC060579,B,BAX
LC060579,B,BAX
LC060579,B,BAVII
LC060579,B,BAVII
LC060579,B,BAIX
LC060579,B,BAIX
LC060567,B,BAIX
LC060567,B,BAIX
LC060567,B,BAIX
LC060567,B,BAVII
LC060567,B,BAVII
LC060567,B,BAVIII
LC060573,B,BAIX
LC060573,B,BAIX
LC060573,B,BAVII
LC060573,B,BAVI
LC060573,B,BAIX
LC060573,B,BAVII
LC060572,B,BAIX
LC060572,B,BAVI
LC060572,B,BAIX
LC060572,B,BAVI
LC060572,B,BAVII
LC060572,B,BAVII
LC060576,B,BAIX
LC060576,B,BAIX
LC060576,B,BAVII
LC060576,B,BAVI
LC060576,B,BAVII
LC060576,B,BAI
LC060577,B,BAIX
LC060577,B,BAIX
LC060577,B,BAIX
LC060577,B,BAIX
LC060577,B,BAVII
LC060577,B,BAVII
LC060578,B,BAIX
LC060578,B,BAIX
LC060578,B,BAVII
LC060578,B,BAVII
LC060578,B,BAIX
LC060578,B,BAVI
LC060583,B,BAX
LC060583,B,BAX
LC060583,B,BAVII
LC060583,B,BAVII
LC060583,B,BAIX
LC060583,B,BAIV
LC060585,B,BAIX
LC060585,B,BAIX
LC060585,B,BAIX
LC060585,B,BAVII
LC060585,B,BAVII
LC060585,B,BAVIII
LC060586,B,BAIX
LC060586,B,BAIX
LC060586,B,BAIX
LC060586,B,BAIX
LC060586,B,BAVII
LC060586,B,BAVII
LC060564,B,BAIX
LC060564,B,BAIX
LC060564,B,BAVII
LC060564,B,BAVII
LC060564,B,BAVIII
LC060564,B,BAVIII
LC060565,B,BAIX
LC060565,B,BAIX
LC060565,B,BAVII
LC060565,B,BAVII
LC060565,B,BAIX
LC060565,B,BAVIII
LC060566,B,BAIX
LC060566,B,BAIX
LC060566,B,BAIX
LC060566,B,BAIX
LC060566,B,BAVII
LC060566,B,BAVII
LC060580,B,BAX
LC060580,B,BAX
LC060580,B,BAI
LC060580,B,BAVII
LC060580,B,BAI
LC060580,B,BAVII
LC060568,B,BAIX
LC060568,B,BAIX
LC060568,B,BAVII
LC060568,B,BAIX
LC060568,B,BAVII
LC060568,B,BAVIII
LC060569,B,BAIX
LC060569,B,BAIX
LC060569,B,BAVII
LC060569,B,BAVII
LC060569,B,BAX
LC060569,B,BAX
LC060570,B,BAIX
LC060570,B,BAIX
LC060570,B,BAVII
LC060570,B,BAVII
LC060570,B,BAVIII
LC060570,B,BAVIII
LC060571,B,BAIX
LC060571,B,BAIX
LC060571,B,BAIX
LC060571,B,BAVII
LC060571,B,BAVII
LC060571,B,BAVIII
LC060574,B,BAIX
LC060574,B,BAIX
LC060574,B,BAIX
LC060574,B,BAVII
LC060574,B,BAVII
LC060574,B,BAVIII
LC060584,B,BAIX
LC060584,B,BAIX
LC060584,B,BAVII
LC060584,B,BAVII
LC060584,B,BAIX
LC060584,B,BAX
LC060587,B,BAIX
LC060587,B,BAIX
LC060587,B,BAIX
LC060587,B,BAVII
LC060587,B,BAIX
LC060587,B,BAVII
LC060588,B,BAIX
LC060588,B,BAIX
LC060588,B,BAIX
LC060588,B,BAIX
LC060588,B,BAVII
LC060588,B,BAVII
LC060589,B,BAIX
LC060589,B,BAIX
LC060589,B,BAIX
LC060589,B,BAIX
LC060589,B,BAVII
LC060589,B,BAVII
