Accession ID,genotype
JQ359532,A
JQ359533,A
JQ359534,A
JQ359535,A
JQ359536,A
JQ359537,A
JQ359538,A
JQ359539,A
JQ359540,A
JQ359541,A
JQ359542,A
JQ359543,A
JQ359544,A
JQ359545,A
JQ359546,A
JQ359547,A
JQ359548,A
JQ359549,A
JQ359550,A
JQ359551,A
JQ359552,A
JQ359553,A
JQ359554,A
JQ359555,A
JQ359556,A
JQ359557,A
JQ359558,A
JQ359559,A
JQ359560,A
JQ359575,A
JQ359576,B
JQ359577,B
JQ359578,B
JQ359579,B
JQ359580,B
JQ359581,B
JQ359582,B
JQ359583,B
JQ359584,B
JQ359585,B
JQ359586,B
JQ359587,B
JQ359588,B
JQ359589,B
JQ359590,B
JQ359591,B
JQ359592,B
JQ359593,B
JQ359594,B
JQ359595,B
JQ359596,B
JQ359597,B
JQ359598,B
JQ359599,B
JQ359600,B
JQ359601,B
JQ359602,B
JQ359603,B
JQ359604,B
JQ359605,B
JQ359606,B
JQ359607,B
JQ359608,B
JQ359529,A
JQ359530,A
JQ359531,A
JQ359561,A
JQ359562,A
JQ359563,A
JQ359564,A
JQ359565,A
JQ359566,A
JQ359567,A
JQ359568,A
JQ359569,A
JQ359570,A
JQ359571,A
JQ359572,A
JQ359573,A
JQ359574,A
